"Status","Year","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Land Registry","EO","EO","Undeclared","275","240","27420","27130"
"In post","2022","HM Land Registry","EO","EO","Unknown","660","600","27540","27130"
"In post","2022","HM Land Registry","G6/G7","G6","Heterosexual / straight","40","40","72370","72860"
"In post","2022","HM Land Registry","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Land Registry","G6/G7","G6","Unknown","10","10","[c]","[c]"
"In post","2022","HM Land Registry","G6/G7","G7","Heterosexual / straight","180","170","59170","58570"
"In post","2022","HM Land Registry","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","G6/G7","G7","Undeclared","25","20","[c]","[c]"
"In post","2022","HM Land Registry","G6/G7","G7","Unknown","40","35","59240","60520"
"In post","2022","HM Land Registry","SCS level","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","HM Land Registry","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","SEO/HEO","HEO","Heterosexual / straight","855","755","34520","33840"
"In post","2022","HM Land Registry","SEO/HEO","HEO","LGBO","35","30","34640","33840"
"In post","2022","HM Land Registry","SEO/HEO","HEO","Undeclared","195","165","34700","33840"
"In post","2022","HM Land Registry","SEO/HEO","HEO","Unknown","270","240","34650","33840"
"In post","2022","HM Land Registry","SEO/HEO","SEO","Heterosexual / straight","585","550","41850","40860"
"In post","2022","HM Land Registry","SEO/HEO","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","HM Land Registry","SEO/HEO","SEO","Undeclared","100","90","41740","40860"
"In post","2022","HM Land Registry","SEO/HEO","SEO","Unknown","140","135","41350","38550"
"In post","2022","HM Revenue and Customs","AA/AO","AA","Heterosexual / straight","285","215","21290","21250"
"In post","2022","HM Revenue and Customs","AA/AO","AA","LGBO","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","AA/AO","AA","Undeclared","50","35","21250","21250"
"In post","2022","HM Revenue and Customs","AA/AO","AA","Unknown","340","250","21340","21250"
"In post","2022","HM Revenue and Customs","AA/AO","AO","Heterosexual / straight","9595","8410","21720","21250"
"In post","2022","HM Revenue and Customs","AA/AO","AO","LGBO","685","645","21590","21250"
"In post","2022","HM Revenue and Customs","AA/AO","AO","Undeclared","1160","990","22030","22080"
"In post","2022","HM Revenue and Customs","AA/AO","AO","Unknown","8165","7160","21690","21250"
"In post","2022","HM Revenue and Customs","EO","EO","Heterosexual / straight","9570","8880","27420","26820"
"In post","2022","HM Revenue and Customs","EO","EO","LGBO","705","680","27160","26820"
"In post","2022","HM Revenue and Customs","EO","EO","Undeclared","1055","955","27970","26820"
"In post","2022","HM Revenue and Customs","EO","EO","Unknown","5430","5125","27350","26820"
"In post","2022","HM Revenue and Customs","G6/G7","G6","Heterosexual / straight","1605","1540","69850","67910"
"In post","2022","HM Revenue and Customs","G6/G7","G6","LGBO","95","90","70200","67910"
"In post","2022","HM Revenue and Customs","G6/G7","G6","Undeclared","185","175","71550","70400"
"In post","2022","HM Revenue and Customs","G6/G7","G6","Unknown","405","395","70570","69290"
"In post","2022","HM Revenue and Customs","G6/G7","G7","Heterosexual / straight","4415","4275","56180","55210"
"In post","2022","HM Revenue and Customs","G6/G7","G7","LGBO","280","280","56220","55210"
"In post","2022","HM Revenue and Customs","G6/G7","G7","Undeclared","540","520","56790","55210"
"In post","2022","HM Revenue and Customs","G6/G7","G7","Unknown","1215","1170","56690","55210"
"In post","2022","HM Revenue and Customs","SCS level","SCS level","Heterosexual / straight","370","365","84440","78760"
"In post","2022","HM Revenue and Customs","SCS level","SCS level","LGBO","25","25","[c]","[c]"
"In post","2022","HM Revenue and Customs","SCS level","SCS level","Undeclared","35","35","84370","81590"
"In post","2022","HM Revenue and Customs","SCS level","SCS level","Unknown","80","80","91090","80130"
"In post","2022","HM Revenue and Customs","SEO/HEO","HEO","Heterosexual / straight","10170","9705","34010","33370"
"In post","2022","HM Revenue and Customs","SEO/HEO","HEO","LGBO","710","695","33880","33370"
"In post","2022","HM Revenue and Customs","SEO/HEO","HEO","Undeclared","1215","1145","34400","33370"
"In post","2022","HM Revenue and Customs","SEO/HEO","HEO","Unknown","4335","4185","34150","33370"
"In post","2022","HM Revenue and Customs","SEO/HEO","SEO","Heterosexual / straight","5795","5570","41190","40520"
"In post","2022","HM Revenue and Customs","SEO/HEO","SEO","LGBO","300","295","41030","40520"
"In post","2022","HM Revenue and Customs","SEO/HEO","SEO","Undeclared","715","675","41710","40520"
"In post","2022","HM Revenue and Customs","SEO/HEO","SEO","Unknown","1815","1750","41350","40520"
"In post","2022","HM Treasury","AA/AO","AO","Heterosexual / straight","45","45","22610","22750"
"In post","2022","HM Treasury","AA/AO","AO","LGBO","5","5","[c]","[c]"
"In post","2022","HM Treasury","AA/AO","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Treasury","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury","EO","EO","Heterosexual / straight","190","185","26790","26750"
"In post","2022","HM Treasury","EO","EO","LGBO","15","15","[c]","[c]"
"In post","2022","HM Treasury","EO","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","HM Treasury","EO","EO","Unknown","25","25","[c]","[c]"
"In post","2022","HM Treasury","G6/G7","G6","Heterosexual / straight","300","290","65800","63900"
"In post","2022","HM Treasury","G6/G7","G6","LGBO","15","15","[c]","[c]"
"In post","2022","HM Treasury","G6/G7","G6","Undeclared","30","30","66110","65130"
"In post","2022","HM Treasury","G6/G7","G6","Unknown","25","25","[c]","[c]"
"In post","2022","HM Treasury","G6/G7","G7","Heterosexual / straight","605","590","54480","52840"
"In post","2022","HM Treasury","G6/G7","G7","LGBO","70","65","54280","52530"
"In post","2022","HM Treasury","G6/G7","G7","Undeclared","90","90","55120","53070"
"In post","2022","HM Treasury","G6/G7","G7","Unknown","50","50","61640","58610"
"In post","2022","HM Treasury","SCS level","SCS level","Heterosexual / straight","155","150","87140","78000"
"In post","2022","HM Treasury","SCS level","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","HM Treasury","SCS level","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Treasury","SCS level","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","HM Treasury","SEO/HEO","HEO","Heterosexual / straight","660","650","34390","32470"
"In post","2022","HM Treasury","SEO/HEO","HEO","LGBO","85","85","33590","32320"
"In post","2022","HM Treasury","SEO/HEO","HEO","Undeclared","110","110","34180","32320"
"In post","2022","HM Treasury","SEO/HEO","HEO","Unknown","35","35","37210","37390"
"In post","2022","HM Treasury","SEO/HEO","SEO","Heterosexual / straight","130","120","43600","43160"
"In post","2022","HM Treasury","SEO/HEO","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","HM Treasury","SEO/HEO","SEO","Undeclared","25","25","[c]","[c]"
"In post","2022","HM Treasury","SEO/HEO","SEO","Unknown","25","25","[c]","[c]"
"In post","2022","Home Office","AA/AO","AA","Heterosexual / straight","620","530","19730","18240"
"In post","2022","Home Office","AA/AO","AA","LGBO","15","15","[c]","[c]"
"In post","2022","Home Office","AA/AO","AA","Undeclared","80","70","20170","18240"
"In post","2022","Home Office","AA/AO","AA","Unknown","80","75","20440","22330"
"In post","2022","Home Office","AA/AO","AO","Heterosexual / straight","4980","4395","22510","21680"
"In post","2022","Home Office","AA/AO","AO","LGBO","180","170","22140","21680"
"In post","2022","Home Office","AA/AO","AO","Undeclared","605","520","22880","21680"
"In post","2022","Home Office","AA/AO","AO","Unknown","815","795","22150","21680"
"In post","2022","Home Office","EO","EO","Heterosexual / straight","10760","9940","26860","25580"
"In post","2022","Home Office","EO","EO","LGBO","455","440","26210","25220"
"In post","2022","Home Office","EO","EO","Undeclared","1640","1475","27480","27370"
"In post","2022","Home Office","EO","EO","Unknown","2065","1955","26950","24880"
"In post","2022","Home Office","G6/G7","G6","Heterosexual / straight","760","740","69500","68720"
"In post","2022","Home Office","G6/G7","G6","LGBO","40","40","69010","68720"
"In post","2022","Home Office","G6/G7","G6","Undeclared","120","115","69620","68940"
"In post","2022","Home Office","G6/G7","G6","Unknown","110","105","69830","68700"
"In post","2022","Home Office","G6/G7","G7","Heterosexual / straight","2040","1995","57140","57460"
"In post","2022","Home Office","G6/G7","G7","LGBO","125","125","57070","57430"
"In post","2022","Home Office","G6/G7","G7","Undeclared","300","295","57670","57460"
"In post","2022","Home Office","G6/G7","G7","Unknown","395","390","57490","57430"
"In post","2022","Home Office","SCS level","SCS level","Heterosexual / straight","240","235","89600","82710"
"In post","2022","Home Office","SCS level","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","Home Office","SCS level","SCS level","Undeclared","20","20","[c]","[c]"
"In post","2022","Home Office","SCS level","SCS level","Unknown","30","30","[c]","[c]"
"In post","2022","Home Office","SEO/HEO","HEO","Heterosexual / straight","4455","4290","33090","32170"
"In post","2022","Home Office","SEO/HEO","HEO","LGBO","210","205","32940","31060"
"In post","2022","Home Office","SEO/HEO","HEO","Undeclared","625","595","33530","32780"
"In post","2022","Home Office","SEO/HEO","HEO","Unknown","525","525","34040","35050"
"In post","2022","Home Office","SEO/HEO","SEO","Heterosexual / straight","3000","2920","41020","41950"
"In post","2022","Home Office","SEO/HEO","SEO","LGBO","140","140","40580","41950"
"In post","2022","Home Office","SEO/HEO","SEO","Undeclared","475","465","41310","41950"
"In post","2022","Home Office","SEO/HEO","SEO","Unknown","405","400","41560","41950"
"In post","2022","Home Office","Unknown","Unknown","Heterosexual / straight","160","160","[c]","[c]"
"In post","2022","Home Office","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Unknown","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2022","Home Office","Unknown","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Ministry of Defence","AA/AO","AA","Heterosexual / straight","3775","3650","19900","19810"
"In post","2022","Ministry of Defence","AA/AO","AA","LGBO","125","125","20040","19810"
"In post","2022","Ministry of Defence","AA/AO","AA","Undeclared","395","380","19730","19810"
"In post","2022","Ministry of Defence","AA/AO","AA","Unknown","670","650","19970","19810"
"In post","2022","Ministry of Defence","AA/AO","AO","Heterosexual / straight","7660","7315","24380","21810"
"In post","2022","Ministry of Defence","AA/AO","AO","LGBO","250","245","25770","21830"
"In post","2022","Ministry of Defence","AA/AO","AO","Undeclared","1125","1075","25590","21830"
"In post","2022","Ministry of Defence","AA/AO","AO","Unknown","1290","1250","26160","22690"
"In post","2022","Ministry of Defence","EO","EO","Heterosexual / straight","7560","7305","27010","26670"
"In post","2022","Ministry of Defence","EO","EO","LGBO","290","285","27220","26670"
"In post","2022","Ministry of Defence","EO","EO","Undeclared","1145","1105","28340","26930"
"In post","2022","Ministry of Defence","EO","EO","Unknown","1100","1055","26440","26500"
"In post","2022","Ministry of Defence","G6/G7","G6","Heterosexual / straight","1100","1050","71010","68500"
"In post","2022","Ministry of Defence","G6/G7","G6","LGBO","35","30","67620","67220"
"In post","2022","Ministry of Defence","G6/G7","G6","Undeclared","180","170","70750","68230"
"In post","2022","Ministry of Defence","G6/G7","G6","Unknown","250","225","72960","68930"
"In post","2022","Ministry of Defence","G6/G7","G7","Heterosexual / straight","3060","2975","54720","54540"
"In post","2022","Ministry of Defence","G6/G7","G7","LGBO","110","110","54090","54540"
"In post","2022","Ministry of Defence","G6/G7","G7","Undeclared","430","420","55100","54540"
"In post","2022","Ministry of Defence","G6/G7","G7","Unknown","1610","1540","52220","48090"
"In post","2022","Ministry of Defence","SCS level","SCS level","Heterosexual / straight","370","360","92750","86700"
"In post","2022","Ministry of Defence","SCS level","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","Ministry of Defence","SCS level","SCS level","Undeclared","55","55","90360","82550"
"In post","2022","Ministry of Defence","SCS level","SCS level","Unknown","40","35","104480","92600"
"In post","2022","Ministry of Defence","SEO/HEO","HEO","Heterosexual / straight","8460","8200","33430","33300"
"In post","2022","Ministry of Defence","SEO/HEO","HEO","LGBO","345","345","32550","33000"
"In post","2022","Ministry of Defence","SEO/HEO","HEO","Undeclared","1300","1260","34410","33300"
"In post","2022","Ministry of Defence","SEO/HEO","HEO","Unknown","1815","1760","33150","33000"
"In post","2022","Ministry of Defence","SEO/HEO","SEO","Heterosexual / straight","6650","6450","41850","40740"
"In post","2022","Ministry of Defence","SEO/HEO","SEO","LGBO","225","225","41340","40580"
"In post","2022","Ministry of Defence","SEO/HEO","SEO","Undeclared","1065","1025","42380","41320"
"In post","2022","Ministry of Defence","SEO/HEO","SEO","Unknown","1440","1390","40780","39940"
"In post","2022","Ministry of Defence","Unknown","Unknown","Heterosexual / straight","1670","1635","40860","38250"
"In post","2022","Ministry of Defence","Unknown","Unknown","LGBO","60","60","32470","31250"
"In post","2022","Ministry of Defence","Unknown","Unknown","Undeclared","210","200","42690","40380"
"In post","2022","Ministry of Defence","Unknown","Unknown","Unknown","1945","1940","37350","33770"
"In post","2022","Ministry of Justice","AA/AO","AA","Heterosexual / straight","4980","4570","21090","20890"
"In post","2022","Ministry of Justice","AA/AO","AA","LGBO","365","355","21170","20890"
"In post","2022","Ministry of Justice","AA/AO","AA","Undeclared","530","480","21120","20890"
"In post","2022","Ministry of Justice","AA/AO","AA","Unknown","1800","1650","21580","20890"
"In post","2022","Ministry of Justice","AA/AO","AO","Heterosexual / straight","21715","20175","25560","24310"
"In post","2022","Ministry of Justice","AA/AO","AO","LGBO","1525","1480","26270","25700"
"In post","2022","Ministry of Justice","AA/AO","AO","Undeclared","2490","2260","25560","23960"
"In post","2022","Ministry of Justice","AA/AO","AO","Unknown","6295","5865","26620","25610"
"In post","2022","Ministry of Justice","EO","EO","Heterosexual / straight","7815","7450","28940","28310"
"In post","2022","Ministry of Justice","EO","EO","LGBO","495","485","29370","28310"
"In post","2022","Ministry of Justice","EO","EO","Undeclared","1045","995","29310","28310"
"In post","2022","Ministry of Justice","EO","EO","Unknown","1400","1325","29960","28640"
"In post","2022","Ministry of Justice","G6/G7","G6","Heterosexual / straight","675","660","72550","69350"
"In post","2022","Ministry of Justice","G6/G7","G6","LGBO","50","50","71090","66930"
"In post","2022","Ministry of Justice","G6/G7","G6","Undeclared","85","85","73540","71260"
"In post","2022","Ministry of Justice","G6/G7","G6","Unknown","85","85","71170","68720"
"In post","2022","Ministry of Justice","G6/G7","G7","Heterosexual / straight","1800","1750","58510","57540"
"In post","2022","Ministry of Justice","G6/G7","G7","LGBO","140","135","58350","56940"
"In post","2022","Ministry of Justice","G6/G7","G7","Undeclared","240","235","58850","58270"
"In post","2022","Ministry of Justice","G6/G7","G7","Unknown","300","295","58650","57450"
"In post","2022","Ministry of Justice","SCS level","SCS level","Heterosexual / straight","250","245","89520","85100"
"In post","2022","Ministry of Justice","SCS level","SCS level","LGBO","25","25","[c]","[c]"
"In post","2022","Ministry of Justice","SCS level","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2022","Ministry of Justice","SCS level","SCS level","Unknown","30","30","[c]","[c]"
"In post","2022","Ministry of Justice","SEO/HEO","HEO","Heterosexual / straight","5570","5335","34180","34260"
"In post","2022","Ministry of Justice","SEO/HEO","HEO","LGBO","405","400","34170","34260"
"In post","2022","Ministry of Justice","SEO/HEO","HEO","Undeclared","670","635","34900","34290"
"In post","2022","Ministry of Justice","SEO/HEO","HEO","Unknown","1000","960","34440","34260"
"In post","2022","Ministry of Justice","SEO/HEO","SEO","Heterosexual / straight","4310","4145","45050","43330"
"In post","2022","Ministry of Justice","SEO/HEO","SEO","LGBO","285","280","45030","42630"
"In post","2022","Ministry of Justice","SEO/HEO","SEO","Undeclared","580","550","45930","44630"
"In post","2022","Ministry of Justice","SEO/HEO","SEO","Unknown","680","655","44130","42010"
"In post","2022","Ministry of Justice","Unknown","Unknown","Heterosexual / straight","13615","12665","30460","28200"
"In post","2022","Ministry of Justice","Unknown","Unknown","LGBO","960","930","29780","26820"
"In post","2022","Ministry of Justice","Unknown","Unknown","Undeclared","1130","1045","32340","32090"
"In post","2022","Ministry of Justice","Unknown","Unknown","Unknown","3535","3175","28220","26310"
"In post","2022","National Crime Agency","AA/AO","AO","Heterosexual / straight","200","185","23950","24470"
"In post","2022","National Crime Agency","AA/AO","AO","LGBO","10","10","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","AO","Undeclared","15","15","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","AO","Unknown","40","35","24480","24470"
"In post","2022","National Crime Agency","EO","EO","Heterosexual / straight","1885","1835","34160","34140"
"In post","2022","National Crime Agency","EO","EO","LGBO","130","130","33690","32770"
"In post","2022","National Crime Agency","EO","EO","Undeclared","185","180","34170","34100"
"In post","2022","National Crime Agency","EO","EO","Unknown","290","280","35140","36200"
"In post","2022","National Crime Agency","G6/G7","G6","Heterosexual / straight","75","75","74670","74010"
"In post","2022","National Crime Agency","G6/G7","G6","LGBO","10","10","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","G6","Unknown","5","5","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","G7","Heterosexual / straight","225","220","62530","60990"
"In post","2022","National Crime Agency","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","G7","Undeclared","20","15","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","G7","Unknown","45","45","61900","60960"
"In post","2022","National Crime Agency","SCS level","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","National Crime Agency","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SCS level","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","HEO","Heterosexual / straight","1235","1200","41670","41010"
"In post","2022","National Crime Agency","SEO/HEO","HEO","LGBO","40","40","41720","40210"
"In post","2022","National Crime Agency","SEO/HEO","HEO","Undeclared","95","90","42780","43090"
"In post","2022","National Crime Agency","SEO/HEO","HEO","Unknown","240","235","42840","43630"
"In post","2022","National Crime Agency","SEO/HEO","SEO","Heterosexual / straight","620","610","49690","48900"
"In post","2022","National Crime Agency","SEO/HEO","SEO","LGBO","25","25","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","SEO","Undeclared","40","40","49370","48900"
"In post","2022","National Crime Agency","SEO/HEO","SEO","Unknown","80","80","51910","48900"
"In post","2022","Northern Ireland Office","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","EO","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","EO","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G6/G7","G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Northern Ireland Office","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G6/G7","G7","Unknown","15","15","[c]","[c]"
"In post","2022","Northern Ireland Office","SCS level","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SCS level","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO/HEO","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO/HEO","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO/HEO","SEO","Heterosexual / straight","30","30","39130","37680"
"In post","2022","Northern Ireland Office","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO/HEO","SEO","Unknown","25","25","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","Heterosexual / straight","150","135","21500","21410"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","LGBO","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","Undeclared","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","Unknown","20","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","EO","Heterosexual / straight","145","140","26350","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","EO","Unknown","20","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","Heterosexual / straight","120","120","81490","85550"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","LGBO","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","Undeclared","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","Heterosexual / straight","410","400","70470","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","LGBO","35","35","70270","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","Undeclared","25","20","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","Unknown","15","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","Heterosexual / straight","160","155","32690","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","Heterosexual / straight","485","470","47300","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","LGBO","25","25","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","Unknown","30","30","48220","51360"
"In post","2022","Office of Gas and Electricity Markets","AA/AO","AO","Heterosexual / straight","35","35","19820","19750"
"In post","2022","Office of Gas and Electricity Markets","AA/AO","AO","LGBO","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","AA/AO","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","AA/AO","AO","Unknown","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","EO","EO","Heterosexual / straight","210","210","26010","25750"
"In post","2022","Office of Gas and Electricity Markets","EO","EO","LGBO","35","35","25090","24500"
"In post","2022","Office of Gas and Electricity Markets","EO","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","EO","EO","Unknown","80","80","26700","25690"
"In post","2022","Office of Gas and Electricity Markets","G6/G7","G6","Heterosexual / straight","35","30","73610","74590"
"In post","2022","Office of Gas and Electricity Markets","G6/G7","G6","LGBO","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","G6/G7","G6","Unknown","50","45","74880","74740"
"In post","2022","Office of Gas and Electricity Markets","G6/G7","G7","Heterosexual / straight","180","175","56040","55000"
"In post","2022","Office of Gas and Electricity Markets","G6/G7","G7","LGBO","20","20","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","G6/G7","G7","Undeclared","25","25","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","G6/G7","G7","Unknown","155","150","54800","53120"
"In post","2022","Office of Gas and Electricity Markets","SCS level","SCS level","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","SCS level","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","SEO/HEO","HEO","Heterosexual / straight","130","130","33670","33400"
"In post","2022","Office of Gas and Electricity Markets","SEO/HEO","HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","SEO/HEO","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","SEO/HEO","HEO","Unknown","110","105","33760","33400"
"In post","2022","Office of Gas and Electricity Markets","SEO/HEO","SEO","Heterosexual / straight","80","80","40630","40910"
"In post","2022","Office of Gas and Electricity Markets","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","SEO/HEO","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","SEO/HEO","SEO","Unknown","50","50","41080","41000"
"In post","2022","Office of Qualifications and Examinations Regulation","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
