"Status","Year","Age","Ethnicity","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Asian","London","Outer London - South","185","160","32250","29190"
"In post","2022","60-64","Asian","London","Outer London - West and North West","255","215","30640","30310"
"In post","2022","60-64","Asian","North East (England)","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2022","60-64","Asian","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","North West (England)","Greater Manchester","30","25","29070","21970"
"In post","2022","60-64","Asian","North West (England)","Lancashire","10","10","[c]","[c]"
"In post","2022","60-64","Asian","North West (England)","Merseyside","15","15","[c]","[c]"
"In post","2022","60-64","Asian","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","60-64","Asian","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Scotland","West Central Scotland","10","10","[c]","[c]"
"In post","2022","60-64","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","40","35","30740","28550"
"In post","2022","60-64","Asian","South East (England)","Hampshire and Isle of Wight","20","20","[c]","[c]"
"In post","2022","60-64","Asian","South East (England)","Kent","15","10","[c]","[c]"
"In post","2022","60-64","Asian","South East (England)","Surrey, East and West Sussex","25","20","[c]","[c]"
"In post","2022","60-64","Asian","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","South West (England)","Devon","5","5","[c]","[c]"
"In post","2022","60-64","Asian","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","25","20","[c]","[c]"
"In post","2022","60-64","Asian","Unknown","Unknown","25","20","[c]","[c]"
"In post","2022","60-64","Asian","Wales","East Wales","10","10","[c]","[c]"
"In post","2022","60-64","Asian","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","20","15","[c]","[c]"
"In post","2022","60-64","Asian","West Midlands (England)","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2022","60-64","Asian","West Midlands (England)","West Midlands","150","125","27830","26590"
"In post","2022","60-64","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Asian","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2022","60-64","Asian","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2022","60-64","Asian","Yorkshire and The Humber","West Yorkshire","40","30","31460","27570"
"In post","2022","60-64","Black","East Midlands (England)","Derbyshire and Nottinghamshire","25","25","[c]","[c]"
"In post","2022","60-64","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","20","20","[c]","[c]"
"In post","2022","60-64","Black","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2022","60-64","Black","East of England","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"In post","2022","60-64","Black","East of England","East Anglia","10","10","[c]","[c]"
"In post","2022","60-64","Black","East of England","Essex","10","10","[c]","[c]"
"In post","2022","60-64","Black","London","Inner London - East","265","245","32780","31560"
"In post","2022","60-64","Black","London","Inner London - West","345","330","33680","30330"
"In post","2022","60-64","Black","London","Outer London - East and North East","55","50","30650","31060"
"In post","2022","60-64","Black","London","Outer London - South","160","145","32000","29370"
"In post","2022","60-64","Black","London","Outer London - West and North West","80","70","31960","31060"
"In post","2022","60-64","Black","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","North West (England)","Greater Manchester","35","30","25550","26270"
"In post","2022","60-64","Black","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2022","60-64","Black","North West (England)","Merseyside","10","5","[c]","[c]"
"In post","2022","60-64","Black","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","60-64","Black","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20","20","[c]","[c]"
"In post","2022","60-64","Black","South East (England)","Hampshire and Isle of Wight","15","10","[c]","[c]"
"In post","2022","60-64","Black","South East (England)","Kent","15","15","[c]","[c]"
"In post","2022","60-64","Black","South East (England)","Surrey, East and West Sussex","25","20","[c]","[c]"
"In post","2022","60-64","Black","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","35","30","35670","32340"
"In post","2022","60-64","Black","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Black","Wales","East Wales","10","10","[c]","[c]"
"In post","2022","60-64","Black","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2022","60-64","Black","West Midlands (England)","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2022","60-64","Black","West Midlands (England)","West Midlands","150","130","28780","27570"
"In post","2022","60-64","Black","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Yorkshire and The Humber","South Yorkshire","10","5","[c]","[c]"
"In post","2022","60-64","Black","Yorkshire and The Humber","West Yorkshire","25","20","[c]","[c]"
"In post","2022","60-64","Mixed","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2022","60-64","Mixed","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2022","60-64","Mixed","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","East of England","East Anglia","20","20","[c]","[c]"
"In post","2022","60-64","Mixed","East of England","Essex","5","5","[c]","[c]"
"In post","2022","60-64","Mixed","London","Inner London - East","35","30","36570","31880"
"In post","2022","60-64","Mixed","London","Inner London - West","65","60","41450","34580"
"In post","2022","60-64","Mixed","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","London","Outer London - South","25","20","[c]","[c]"
"In post","2022","60-64","Mixed","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2022","60-64","Mixed","North East (England)","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2022","60-64","Mixed","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2022","60-64","Mixed","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","North West (England)","Greater Manchester","15","10","[c]","[c]"
"In post","2022","60-64","Mixed","North West (England)","Lancashire","10","5","[c]","[c]"
"In post","2022","60-64","Mixed","North West (England)","Merseyside","20","15","[c]","[c]"
"In post","2022","60-64","Mixed","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","60-64","Mixed","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2022","60-64","Mixed","South East (England)","Hampshire and Isle of Wight","20","15","[c]","[c]"
"In post","2022","60-64","Mixed","South East (England)","Kent","10","10","[c]","[c]"
"In post","2022","60-64","Mixed","South East (England)","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2022","60-64","Mixed","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","South West (England)","Devon","5","5","[c]","[c]"
"In post","2022","60-64","Mixed","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2022","60-64","Mixed","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2022","60-64","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Wales","East Wales","10","10","[c]","[c]"
"In post","2022","60-64","Mixed","Wales","West Wales and The Valleys","10","5","[c]","[c]"
"In post","2022","60-64","Mixed","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","West Midlands (England)","West Midlands","30","20","[c]","[c]"
"In post","2022","60-64","Mixed","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Yorkshire and The Humber","South Yorkshire","5","5","[c]","[c]"
"In post","2022","60-64","Mixed","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2022","60-64","Other ethnicity","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2022","60-64","Other ethnicity","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","London","Inner London - East","25","20","[c]","[c]"
"In post","2022","60-64","Other ethnicity","London","Inner London - West","25","25","[c]","[c]"
"In post","2022","60-64","Other ethnicity","London","Outer London - East and North East","5","5","[c]","[c]"
"In post","2022","60-64","Other ethnicity","London","Outer London - South","15","15","[c]","[c]"
"In post","2022","60-64","Other ethnicity","London","Outer London - West and North West","10","5","[c]","[c]"
"In post","2022","60-64","Other ethnicity","North East (England)","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2022","60-64","Other ethnicity","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2022","60-64","Other ethnicity","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Scotland","West Central Scotland","5","5","[c]","[c]"
"In post","2022","60-64","Other ethnicity","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2022","60-64","Other ethnicity","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","West Midlands (England)","West Midlands","15","15","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other ethnicity","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","50","40","28140","27570"
"In post","2022","60-64","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","35","30","26360","27250"
"In post","2022","60-64","Undeclared","East Midlands (England)","Lincolnshire","15","15","[c]","[c]"
"In post","2022","60-64","Undeclared","East of England","Bedfordshire and Hertfordshire","30","25","[c]","[c]"
"In post","2022","60-64","Undeclared","East of England","East Anglia","70","60","30510","27570"
"In post","2022","60-64","Undeclared","East of England","Essex","35","25","30810","28200"
"In post","2022","60-64","Undeclared","London","Inner London - East","90","80","37000","31880"
"In post","2022","60-64","Undeclared","London","Inner London - West","135","130","47240","41300"
"In post","2022","60-64","Undeclared","London","Outer London - East and North East","30","25","[c]","[c]"
"In post","2022","60-64","Undeclared","London","Outer London - South","70","65","37790","35410"
"In post","2022","60-64","Undeclared","London","Outer London - West and North West","80","70","33660","30500"
"In post","2022","60-64","Undeclared","North East (England)","Northumberland, and Tyne and Wear","95","75","30510","26820"
"In post","2022","60-64","Undeclared","North East (England)","Tees Valley and Durham","20","15","[c]","[c]"
"In post","2022","60-64","Undeclared","North West (England)","Cheshire","15","10","[c]","[c]"
"In post","2022","60-64","Undeclared","North West (England)","Cumbria","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","North West (England)","Greater Manchester","90","75","31870","27570"
"In post","2022","60-64","Undeclared","North West (England)","Lancashire","60","45","32680","27570"
"In post","2022","60-64","Undeclared","North West (England)","Merseyside","90","70","30700","27370"
"In post","2022","60-64","Undeclared","Northern Ireland","Northern Ireland","5","5","[c]","[c]"
"In post","2022","60-64","Undeclared","Overseas","Overseas","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Scotland","Eastern Scotland","80","60","36690","34000"
"In post","2022","60-64","Undeclared","Scotland","Highlands and Islands","10","10","[c]","[c]"
"In post","2022","60-64","Undeclared","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Scotland","Southern Scotland","20","15","[c]","[c]"
"In post","2022","60-64","Undeclared","Scotland","West Central Scotland","70","50","31890","27570"
"In post","2022","60-64","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","45","40","33740","32100"
"In post","2022","60-64","Undeclared","South East (England)","Hampshire and Isle of Wight","115","100","33570","33000"
"In post","2022","60-64","Undeclared","South East (England)","Kent","55","40","31090","27370"
"In post","2022","60-64","Undeclared","South East (England)","Surrey, East and West Sussex","65","50","31950","28350"
"In post","2022","60-64","Undeclared","South West (England)","Cornwall and Isles of Scilly","20","15","[c]","[c]"
"In post","2022","60-64","Undeclared","South West (England)","Devon","45","35","31790","27570"
"In post","2022","60-64","Undeclared","South West (England)","Dorset and Somerset","25","25","[c]","[c]"
"In post","2022","60-64","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","160","140","40720","37390"
"In post","2022","60-64","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Wales","East Wales","75","60","29800","26120"
"In post","2022","60-64","Undeclared","Wales","West Wales and The Valleys","65","50","32570","28070"
"In post","2022","60-64","Undeclared","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","25","20","[c]","[c]"
"In post","2022","60-64","Undeclared","West Midlands (England)","Shropshire and Staffordshire","50","40","29760","27570"
"In post","2022","60-64","Undeclared","West Midlands (England)","West Midlands","90","70","30950","27570"
"In post","2022","60-64","Undeclared","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","25","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Yorkshire and The Humber","North Yorkshire","25","20","[c]","[c]"
"In post","2022","60-64","Undeclared","Yorkshire and The Humber","South Yorkshire","35","25","29100","27570"
"In post","2022","60-64","Undeclared","Yorkshire and The Humber","West Yorkshire","70","55","29540","26820"
"In post","2022","60-64","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","90","75","31410","26700"
"In post","2022","60-64","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","30","25","28130","22340"
"In post","2022","60-64","Unknown","East Midlands (England)","Lincolnshire","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","East of England","Bedfordshire and Hertfordshire","30","25","[c]","[c]"
"In post","2022","60-64","Unknown","East of England","East Anglia","70","60","28780","26520"
"In post","2022","60-64","Unknown","East of England","Essex","35","30","26000","22300"
"In post","2022","60-64","Unknown","London","Inner London - East","140","125","39160","36140"
"In post","2022","60-64","Unknown","London","Inner London - West","240","225","52140","50800"
"In post","2022","60-64","Unknown","London","Outer London - East and North East","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","London","Outer London - South","80","70","39710","38020"
"In post","2022","60-64","Unknown","London","Outer London - West and North West","50","45","31740","30210"
"In post","2022","60-64","Unknown","North East (England)","Northumberland, and Tyne and Wear","230","175","26040","22080"
"In post","2022","60-64","Unknown","North East (England)","Tees Valley and Durham","50","40","26640","22600"
"In post","2022","60-64","Unknown","North West (England)","Cheshire","30","25","30840","28200"
"In post","2022","60-64","Unknown","North West (England)","Cumbria","20","15","[c]","[c]"
"In post","2022","60-64","Unknown","North West (England)","Greater Manchester","120","100","29750","27570"
"In post","2022","60-64","Unknown","North West (England)","Lancashire","75","65","27690","25210"
"In post","2022","60-64","Unknown","North West (England)","Merseyside","175","145","26410","22080"
"In post","2022","60-64","Unknown","Northern Ireland","Northern Ireland","20","15","[c]","[c]"
"In post","2022","60-64","Unknown","Overseas","Overseas","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","Scotland","Eastern Scotland","310","245","32830","30040"
"In post","2022","60-64","Unknown","Scotland","Highlands and Islands","20","15","[c]","[c]"
"In post","2022","60-64","Unknown","Scotland","North Eastern Scotland","30","20","[c]","[c]"
"In post","2022","60-64","Unknown","Scotland","Southern Scotland","130","105","28010","23780"
"In post","2022","60-64","Unknown","Scotland","West Central Scotland","230","190","31790","27400"
"In post","2022","60-64","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","60","55","31970","28920"
"In post","2022","60-64","Unknown","South East (England)","Hampshire and Isle of Wight","140","115","30170","23860"
"In post","2022","60-64","Unknown","South East (England)","Kent","50","40","30430","28920"
"In post","2022","60-64","Unknown","South East (England)","Surrey, East and West Sussex","80","65","29420","27570"
"In post","2022","60-64","Unknown","South West (England)","Cornwall and Isles of Scilly","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","South West (England)","Devon","65","50","26390","21520"
"In post","2022","60-64","Unknown","South West (England)","Dorset and Somerset","45","40","30660","28690"
"In post","2022","60-64","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","100","85","35040","28920"
"In post","2022","60-64","Unknown","Unknown","Unknown","125","125","39980","37300"
"In post","2022","60-64","Unknown","Wales","East Wales","110","85","29450","22210"
"In post","2022","60-64","Unknown","Wales","West Wales and The Valleys","80","70","27740","21840"
"In post","2022","60-64","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","20","15","[c]","[c]"
"In post","2022","60-64","Unknown","West Midlands (England)","Shropshire and Staffordshire","50","40","30830","26680"
"In post","2022","60-64","Unknown","West Midlands (England)","West Midlands","115","100","30670","27570"
"In post","2022","60-64","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","25","20","[c]","[c]"
"In post","2022","60-64","Unknown","Yorkshire and The Humber","North Yorkshire","40","35","31440","28100"
"In post","2022","60-64","Unknown","Yorkshire and The Humber","South Yorkshire","35","30","33260","28540"
"In post","2022","60-64","Unknown","Yorkshire and The Humber","West Yorkshire","140","120","30700","26700"
"In post","2022","60-64","White","East Midlands (England)","Derbyshire and Nottinghamshire","820","665","30650","27570"
"In post","2022","60-64","White","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","375","310","27710","27270"
"In post","2022","60-64","White","East Midlands (England)","Lincolnshire","340","295","27900","26120"
"In post","2022","60-64","White","East of England","Bedfordshire and Hertfordshire","310","275","33270","29290"
"In post","2022","60-64","White","East of England","East Anglia","1050","900","29360","27380"
"In post","2022","60-64","White","East of England","Essex","405","335","30580","29070"
"In post","2022","60-64","White","London","Inner London - East","635","565","47050","40910"
"In post","2022","60-64","White","London","Inner London - West","1510","1385","50590","44650"
"In post","2022","60-64","White","London","Outer London - East and North East","200","160","31450","30700"
"In post","2022","60-64","White","London","Outer London - South","505","440","39530","33440"
"In post","2022","60-64","White","London","Outer London - West and North West","370","315","36180","31060"
"In post","2022","60-64","White","North East (England)","Northumberland, and Tyne and Wear","1880","1410","27240","22080"
"In post","2022","60-64","White","North East (England)","Tees Valley and Durham","810","610","27830","27130"
"In post","2022","60-64","White","North West (England)","Cheshire","290","235","30510","27570"
"In post","2022","60-64","White","North West (England)","Cumbria","185","155","29070","24920"
"In post","2022","60-64","White","North West (England)","Greater Manchester","1190","945","29610","27570"
"In post","2022","60-64","White","North West (England)","Lancashire","1195","935","28640","27570"
"In post","2022","60-64","White","North West (England)","Merseyside","1545","1225","28130","26160"
"In post","2022","60-64","White","Northern Ireland","Northern Ireland","245","215","28220","22830"
"In post","2022","60-64","White","Overseas","Overseas","130","130","56900","54540"
"In post","2022","60-64","White","Scotland","Eastern Scotland","1125","930","34710","28920"
"In post","2022","60-64","White","Scotland","Highlands and Islands","210","185","28610","27570"
"In post","2022","60-64","White","Scotland","North Eastern Scotland","125","100","34570","27570"
"In post","2022","60-64","White","Scotland","Southern Scotland","515","400","29000","27570"
"In post","2022","60-64","White","Scotland","West Central Scotland","1330","1045","29900","26820"
"In post","2022","60-64","White","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","700","610","34030","29530"
"In post","2022","60-64","White","South East (England)","Hampshire and Isle of Wight","1445","1220","31010","27380"
"In post","2022","60-64","White","South East (England)","Kent","635","520","30080","27370"
"In post","2022","60-64","White","South East (England)","Surrey, East and West Sussex","715","590","30290","27570"
"In post","2022","60-64","White","South West (England)","Cornwall and Isles of Scilly","185","160","27720","27280"
"In post","2022","60-64","White","South West (England)","Devon","725","595","30020","27510"
"In post","2022","60-64","White","South West (England)","Dorset and Somerset","530","450","30090","27570"
"In post","2022","60-64","White","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","1815","1575","38010","33860"
"In post","2022","60-64","White","Unknown","Unknown","70","60","37380","29860"
"In post","2022","60-64","White","Wales","East Wales","1225","1005","32490","27570"
"In post","2022","60-64","White","Wales","West Wales and The Valleys","1415","1075","28950","26360"
"In post","2022","60-64","White","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","305","255","28950","26780"
"In post","2022","60-64","White","West Midlands (England)","Shropshire and Staffordshire","760","625","29940","27570"
"In post","2022","60-64","White","West Midlands (England)","West Midlands","995","805","30810","27570"
"In post","2022","60-64","White","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","410","325","28910","27570"
"In post","2022","60-64","White","Yorkshire and The Humber","North Yorkshire","380","335","29910","26670"
"In post","2022","60-64","White","Yorkshire and The Humber","South Yorkshire","650","490","28810","27380"
"In post","2022","60-64","White","Yorkshire and The Humber","West Yorkshire","970","740","31070","27570"
"In post","2022","65+","Asian","East Midlands (England)","Derbyshire and Nottinghamshire","10","5","[c]","[c]"
"In post","2022","65+","Asian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2022","65+","Asian","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","East of England","Bedfordshire and Hertfordshire","10","5","[c]","[c]"
"In post","2022","65+","Asian","East of England","East Anglia","5","5","[c]","[c]"
"In post","2022","65+","Asian","East of England","Essex","10","5","[c]","[c]"
"In post","2022","65+","Asian","London","Inner London - East","95","75","33310","31020"
"In post","2022","65+","Asian","London","Inner London - West","115","100","34610","30130"
"In post","2022","65+","Asian","London","Outer London - East and North East","35","20","27780","25110"
"In post","2022","65+","Asian","London","Outer London - South","115","95","28150","25900"
"In post","2022","65+","Asian","London","Outer London - West and North West","155","120","30460","27040"
"In post","2022","65+","Asian","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","65+","Asian","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
