"Status","Year","Age","Ethnicity","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Black","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Brent","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
