"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Security","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Ministry of Justice (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Ministry of Justice (excl. agencies)","G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Ministry of Justice (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Ministry of Justice (excl. agencies)","SEO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Security","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","National Crime Agency","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Security","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","National Savings and Investments","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","National Savings and Investments","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","National Savings and Investments","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Queen Elizabeth II Centre","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Registers of Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Registers of Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Serious Fraud Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Serious Fraud Office","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Serious Fraud Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Submarine Delivery Agency","Unknown","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Security","The Insolvency Service","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Debt Management Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Debt Management Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Hydrographic Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Hydrographic Office","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Hydrographic Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Hydrographic Office","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Space Agency","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Space Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Space Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Statistics Authority","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Statistics Authority","G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Statistics Authority","HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Accountant in Bankruptcy","AA","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Accountant in Bankruptcy","EO","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Accountant in Bankruptcy","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Accountant in Bankruptcy","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Accountant in Bankruptcy","HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Accountant in Bankruptcy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Accountant in Bankruptcy","SEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Charity Commission","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Charity Commission","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Crown Commercial Service","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Crown Prosecution Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Crown Prosecution Service","EO","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Crown Prosecution Service","G6","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Crown Prosecution Service","G7","35","30","55670","54760"
"In post","2022","Declared non-disabled","Unknown","Crown Prosecution Service","HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Crown Prosecution Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Crown Prosecution Service","SEO","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","AO","100","90","21740","21260"
"In post","2022","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","EO","290","265","28250","27570"
"In post","2022","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","G6","90","85","67400","66250"
"In post","2022","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","G7","205","195","52570","54070"
"In post","2022","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","HEO","330","310","34250","34190"
"In post","2022","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","SCS level","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","SEO","245","235","38400","37710"
"In post","2022","Declared non-disabled","Unknown","Department of Health and Social Care (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Department of Health and Social Care (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Department of Health and Social Care (excl. agencies)","G6","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Department of Health and Social Care (excl. agencies)","G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Department of Health and Social Care (excl. agencies)","HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Department of Health and Social Care (excl. agencies)","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Department of Health and Social Care (excl. agencies)","SEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Disclosure Scotland","AA","85","80","21960","21050"
"In post","2022","Declared non-disabled","Unknown","Disclosure Scotland","AO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Disclosure Scotland","EO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Disclosure Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Disclosure Scotland","G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Disclosure Scotland","HEO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Disclosure Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Disclosure Scotland","SEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Driver and Vehicle Licensing Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Driver and Vehicle Licensing Agency","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Education Scotland","AA","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Education Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Education Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Education Scotland","G6","75","75","73180","75340"
"In post","2022","Declared non-disabled","Unknown","Education Scotland","G7","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Education Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Education Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Education Scotland","SEO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","FCDO Services","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","FCDO Services","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","FCDO Services","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","FCDO Services","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","FCDO Services","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","FCDO Services","SEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Food Standards Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Food Standards Scotland","AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Food Standards Scotland","EO","50","50","28710","27940"
"In post","2022","Declared non-disabled","Unknown","Food Standards Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Food Standards Scotland","G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Food Standards Scotland","HEO","45","40","32540","31540"
"In post","2022","Declared non-disabled","Unknown","Food Standards Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Food Standards Scotland","SEO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","G6","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","G7","40","40","56950","56590"
"In post","2022","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","40","40","35460","37300"
"In post","2022","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Forestry and Land Scotland","AA","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Forestry and Land Scotland","AO","405","390","26230","25940"
"In post","2022","Declared non-disabled","Unknown","Forestry and Land Scotland","EO","240","235","32000","31060"
"In post","2022","Declared non-disabled","Unknown","Forestry and Land Scotland","G6","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Forestry and Land Scotland","G7","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Forestry and Land Scotland","HEO","145","135","38420","38580"
"In post","2022","Declared non-disabled","Unknown","Forestry and Land Scotland","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Forestry and Land Scotland","SEO","85","80","46070","47250"
"In post","2022","Declared non-disabled","Unknown","HM Revenue and Customs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","AO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Home Office","AA","555","470","19810","18240"
"In post","2022","Declared non-disabled","Unknown","Home Office","AO","4780","4205","22520","21680"
"In post","2022","Declared non-disabled","Unknown","Home Office","EO","10515","9680","26900","25760"
"In post","2022","Declared non-disabled","Unknown","Home Office","G6","770","745","69500","68720"
"In post","2022","Declared non-disabled","Unknown","Home Office","G7","1985","1940","57230","57460"
"In post","2022","Declared non-disabled","Unknown","Home Office","HEO","4310","4155","33060","31960"
"In post","2022","Declared non-disabled","Unknown","Home Office","SCS level","240","235","88380","82050"
"In post","2022","Declared non-disabled","Unknown","Home Office","SEO","2955","2875","41020","41950"
"In post","2022","Declared non-disabled","Unknown","Home Office","Unknown","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Intellectual Property Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Met Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Met Office","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Met Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Met Office","G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Met Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Met Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","AA","1175","1125","19490","19050"
"In post","2022","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","AO","3930","3745","21840","21380"
"In post","2022","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","EO","2530","2460","28130","26670"
"In post","2022","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","G6","290","260","76930","75870"
"In post","2022","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","G7","510","490","59720","58550"
"In post","2022","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","HEO","2030","1975","35240","33300"
"In post","2022","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","SCS level","130","120","91540","84560"
"In post","2022","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","SEO","1130","1105","43930","42170"
"In post","2022","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","Unknown","40","40","38630","35720"
"In post","2022","Declared non-disabled","Unknown","Ministry of Justice (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Ministry of Justice (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Ministry of Justice (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Ministry of Justice (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","National Records of Scotland","AA","45","45","23220","23230"
"In post","2022","Declared non-disabled","Unknown","National Records of Scotland","AO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","National Records of Scotland","EO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","National Records of Scotland","G6","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","National Records of Scotland","G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","National Records of Scotland","HEO","55","55","36170","36130"
"In post","2022","Declared non-disabled","Unknown","National Records of Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","National Records of Scotland","SEO","40","40","46080","47490"
"In post","2022","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Revenue Scotland","AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Revenue Scotland","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Revenue Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Revenue Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Revenue Scotland","HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Revenue Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Revenue Scotland","SEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Fiscal Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Fiscal Commission","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Fiscal Commission","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Fiscal Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Fiscal Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Fiscal Commission","SEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Forestry","AO","45","40","24750","24020"
"In post","2022","Declared non-disabled","Unknown","Scottish Forestry","EO","50","50","31310","31060"
"In post","2022","Declared non-disabled","Unknown","Scottish Forestry","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Forestry","G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Forestry","HEO","35","35","38370","38580"
"In post","2022","Declared non-disabled","Unknown","Scottish Forestry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Forestry","SEO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","AA","220","210","22720","23230"
"In post","2022","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","AO","250","245","25790","25930"
"In post","2022","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","EO","655","625","29030","28990"
"In post","2022","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","G6","555","530","72150","75340"
"In post","2022","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","G7","890","850","58170","61190"
"In post","2022","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","HEO","1045","1005","34260","34600"
"In post","2022","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","SCS level","140","140","88850","83230"
"In post","2022","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","SEO","1215","1165","44440","43660"
"In post","2022","Declared non-disabled","Unknown","Scottish Housing Regulator","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Housing Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Housing Regulator","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Housing Regulator","G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Housing Regulator","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Housing Regulator","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Housing Regulator","SEO","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Prison Service","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Prison Service","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Prison Service","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Prison Service","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Prison Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Prison Service","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Public Pensions Agency","AO","45","40","25640","25930"
"In post","2022","Declared non-disabled","Unknown","Scottish Public Pensions Agency","EO","35","30","29290","30040"
"In post","2022","Declared non-disabled","Unknown","Scottish Public Pensions Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Public Pensions Agency","G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Public Pensions Agency","HEO","30","30","34480","33070"
"In post","2022","Declared non-disabled","Unknown","Scottish Public Pensions Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Scottish Public Pensions Agency","SEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Social Security Scotland","AA","275","270","21640","21050"
"In post","2022","Declared non-disabled","Unknown","Social Security Scotland","AO","40","40","24640","24400"
"In post","2022","Declared non-disabled","Unknown","Social Security Scotland","EO","445","430","27730","27230"
"In post","2022","Declared non-disabled","Unknown","Social Security Scotland","G6","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Social Security Scotland","G7","75","75","57060","57190"
"In post","2022","Declared non-disabled","Unknown","Social Security Scotland","HEO","240","235","32680","31540"
"In post","2022","Declared non-disabled","Unknown","Social Security Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Social Security Scotland","SEO","155","150","41890","40810"
"In post","2022","Declared non-disabled","Unknown","Student Awards Agency for Scotland","AA","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Student Awards Agency for Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Student Awards Agency for Scotland","EO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Student Awards Agency for Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Student Awards Agency for Scotland","G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Student Awards Agency for Scotland","HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Student Awards Agency for Scotland","SEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Transport Scotland","AA","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Transport Scotland","AO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Transport Scotland","EO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Transport Scotland","G6","35","35","73010","75340"
"In post","2022","Declared non-disabled","Unknown","Transport Scotland","G7","55","55","59390","62170"
"In post","2022","Declared non-disabled","Unknown","Transport Scotland","HEO","55","50","33890","34600"
"In post","2022","Declared non-disabled","Unknown","Transport Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Transport Scotland","SEO","75","75","44510","43000"
