"Status","Year","Region_ITL1","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","13710","12755","31950","27570"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","6275","5770","28240","26750"
"In post","2022","East Midlands (England)","Lincolnshire","Outside London","3015","2840","28870","26950"
"In post","2022","East of England","Bedfordshire and Hertfordshire","Outside London","4700","4430","33550","29450"
"In post","2022","East of England","East Anglia","Outside London","12910","12030","30540","27570"
"In post","2022","East of England","Essex","Outside London","5320","4895","31260","29290"
"In post","2022","London","Inner London - East","London","19050","18250","42320","37610"
"In post","2022","London","Inner London - West","London","60770","59145","47670","42720"
"In post","2022","London","Outer London - East and North East","London","4065","3795","31460","31060"
"In post","2022","London","Outer London - South","London","11815","11240","38900","35050"
"In post","2022","London","Outer London - West and North West","London","9125","8525","33790","31060"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","Outside London","23250","21075","30050","26820"
"In post","2022","North East (England)","Tees Valley and Durham","Outside London","9855","8990","28980","27130"
"In post","2022","North West (England)","Cheshire","Outside London","4385","4125","31980","28880"
"In post","2022","North West (England)","Cumbria","Outside London","2315","2125","28780","25190"
"In post","2022","North West (England)","Greater Manchester","Outside London","21605","20380","32190","27570"
"In post","2022","North West (England)","Lancashire","Outside London","14780","13490","29240","27570"
"In post","2022","North West (England)","Merseyside","Outside London","21220","19580","29570","26670"
"In post","2022","Northern Ireland","Northern Ireland","Outside London","4260","4045","29640","26590"
"In post","2022","Overseas","Overseas","Overseas","3685","3665","49440","48580"
"In post","2022","Scotland","Eastern Scotland","Outside London","20995","19815","35670","31280"
"In post","2022","Scotland","Highlands and Islands","Outside London","2000","1875","29970","27570"
"In post","2022","Scotland","North Eastern Scotland","Outside London","1935","1820","36780","31540"
"In post","2022","Scotland","Southern Scotland","Outside London","6240","5690","30260","27230"
"In post","2022","Scotland","West Central Scotland","Outside London","19845","18495","31960","27570"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","9540","9045","33560","30110"
"In post","2022","South East (England)","Hampshire and Isle of Wight","Outside London","15565","14365","33070","29230"
"In post","2022","South East (England)","Kent","Outside London","8760","8200","30010","28200"
"In post","2022","South East (England)","Surrey, East and West Sussex","Outside London","8765","8050","31570","27980"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","Outside London","1770","1620","27790","26750"
"In post","2022","South West (England)","Devon","Outside London","9315","8570","32060","27570"
"In post","2022","South West (England)","Dorset and Somerset","Outside London","5460","5085","30510","27570"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","30165","28680","36750","33300"
"In post","2022","Unknown","Unknown","Unknown","3310","3235","35950","32400"
"In post","2022","Wales","East Wales","Outside London","20855","19610","33910","29470"
"In post","2022","Wales","West Wales and The Valleys","Outside London","17045","15495","29170","26710"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","4190","3915","29130","26780"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Outside London","8910","8315","31080","27570"
"In post","2022","West Midlands (England)","West Midlands","Outside London","20065","18635","31380","27570"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","4950","4535","28490","27130"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Outside London","4650","4410","32880","29180"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Outside London","10480","9610","32200","27570"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Outside London","19150","17850","32690","27570"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","1070","[c]","28740","26780"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","920","[c]","27730","22200"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","Outside London","290","[c]","28520","26930"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","Outside London","600","[c]","31680","29290"
"Leaver CS","2022","East of England","East Anglia","Outside London","1455","[c]","31490","27570"
"Leaver CS","2022","East of England","Essex","Outside London","620","[c]","30300","29290"
"Leaver CS","2022","London","Inner London - East","London","2610","[c]","43870","36480"
"Leaver CS","2022","London","Inner London - West","London","4935","[c]","44310","39750"
"Leaver CS","2022","London","Outer London - East and North East","London","415","[c]","29980","31060"
"Leaver CS","2022","London","Outer London - South","London","775","[c]","34850","31060"
"Leaver CS","2022","London","Outer London - West and North West","London","905","[c]","32190","31060"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","Outside London","1845","[c]","28310","21760"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","Outside London","710","[c]","27060","22600"
"Leaver CS","2022","North West (England)","Cheshire","Outside London","345","[c]","30970","27570"
"Leaver CS","2022","North West (England)","Cumbria","Outside London","200","[c]","29810","26030"
"Leaver CS","2022","North West (England)","Greater Manchester","Outside London","1605","[c]","31000","27570"
"Leaver CS","2022","North West (England)","Lancashire","Outside London","1130","[c]","26530","21260"
"Leaver CS","2022","North West (England)","Merseyside","Outside London","1350","[c]","28280","25040"
"Leaver CS","2022","Northern Ireland","Northern Ireland","Outside London","255","[c]","27950","23250"
"Leaver CS","2022","Overseas","Overseas","Overseas","140","[c]","48290","44910"
"Leaver CS","2022","Scotland","Eastern Scotland","Outside London","1640","[c]","33850","27570"
"Leaver CS","2022","Scotland","Highlands and Islands","Outside London","190","[c]","27830","26780"
"Leaver CS","2022","Scotland","North Eastern Scotland","Outside London","155","[c]","32590","27570"
"Leaver CS","2022","Scotland","Southern Scotland","Outside London","540","[c]","30280","27570"
"Leaver CS","2022","Scotland","West Central Scotland","Outside London","1215","[c]","30830","26970"
"Leaver CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","1300","[c]","30320","27570"
"Leaver CS","2022","South East (England)","Hampshire and Isle of Wight","Outside London","1535","[c]","30370","26970"
"Leaver CS","2022","South East (England)","Kent","Outside London","800","[c]","31060","27380"
"Leaver CS","2022","South East (England)","Surrey, East and West Sussex","Outside London","935","[c]","30270","27570"
"Leaver CS","2022","South West (England)","Cornwall and Isles of Scilly","Outside London","175","[c]","26340","21260"
"Leaver CS","2022","South West (England)","Devon","Outside London","760","[c]","29820","26750"
"Leaver CS","2022","South West (England)","Dorset and Somerset","Outside London","530","[c]","29870","27570"
"Leaver CS","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","2605","[c]","34000","30000"
"Leaver CS","2022","Unknown","Unknown","Unknown","1230","[c]","31440","26780"
"Leaver CS","2022","Wales","East Wales","Outside London","1555","[c]","31990","26780"
"Leaver CS","2022","Wales","West Wales and The Valleys","Outside London","650","[c]","28630","26120"
"Leaver CS","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","460","[c]","26820","26130"
"Leaver CS","2022","West Midlands (England)","Shropshire and Staffordshire","Outside London","780","[c]","28520","26780"
"Leaver CS","2022","West Midlands (England)","West Midlands","Outside London","1485","[c]","32670","27570"
"Leaver CS","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","420","[c]","27300","26930"
"Leaver CS","2022","Yorkshire and The Humber","North Yorkshire","Outside London","415","[c]","31750","27570"
"Leaver CS","2022","Yorkshire and The Humber","South Yorkshire","Outside London","745","[c]","30240","27290"
"Leaver CS","2022","Yorkshire and The Humber","West Yorkshire","Outside London","1920","[c]","30530","27570"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","485","[c]","33660","28440"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","110","[c]","26500","23390"
"Leaver Dept.","2022","East Midlands (England)","Lincolnshire","Outside London","35","[c]","30210","28590"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","Outside London","90","[c]","35750","30910"
"Leaver Dept.","2022","East of England","East Anglia","Outside London","450","[c]","38030","30760"
"Leaver Dept.","2022","East of England","Essex","Outside London","125","[c]","38190","30460"
"Leaver Dept.","2022","London","Inner London - East","London","2445","[c]","45540","40070"
"Leaver Dept.","2022","London","Inner London - West","London","6060","[c]","44640","39990"
"Leaver Dept.","2022","London","Outer London - East and North East","London","105","[c]","31220","31060"
"Leaver Dept.","2022","London","Outer London - South","London","345","[c]","37660","32000"
"Leaver Dept.","2022","London","Outer London - West and North West","London","1315","[c]","41220","33950"
"Leaver Dept.","2022","North East (England)","Northumberland, and Tyne and Wear","Outside London","780","[c]","31990","27570"
"Leaver Dept.","2022","North East (England)","Tees Valley and Durham","Outside London","215","[c]","30600","27570"
"Leaver Dept.","2022","North West (England)","Cheshire","Outside London","95","[c]","32580","27570"
"Leaver Dept.","2022","North West (England)","Cumbria","Outside London","40","[c]","31500","27570"
"Leaver Dept.","2022","North West (England)","Greater Manchester","Outside London","990","[c]","32940","27570"
"Leaver Dept.","2022","North West (England)","Lancashire","Outside London","260","[c]","33770","28590"
"Leaver Dept.","2022","North West (England)","Merseyside","Outside London","680","[c]","30560","27370"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","Outside London","50","[c]","31980","26840"
"Leaver Dept.","2022","Overseas","Overseas","Overseas","55","[c]","45190","52430"
"Leaver Dept.","2022","Scotland","Eastern Scotland","Outside London","475","[c]","29420","27570"
"Leaver Dept.","2022","Scotland","Highlands and Islands","Outside London","20","[c]","29760","27570"
"Leaver Dept.","2022","Scotland","North Eastern Scotland","Outside London","15","[c]","29490","27570"
"Leaver Dept.","2022","Scotland","Southern Scotland","Outside London","160","[c]","35880","33930"
"Leaver Dept.","2022","Scotland","West Central Scotland","Outside London","575","[c]","28870","27570"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","445","[c]","42390","39110"
"Leaver Dept.","2022","South East (England)","Hampshire and Isle of Wight","Outside London","280","[c]","35980","30210"
"Leaver Dept.","2022","South East (England)","Kent","Outside London","175","[c]","38540","30840"
"Leaver Dept.","2022","South East (England)","Surrey, East and West Sussex","Outside London","170","[c]","37830","30460"
"Leaver Dept.","2022","South West (England)","Cornwall and Isles of Scilly","Outside London","35","[c]","37790","33470"
"Leaver Dept.","2022","South West (England)","Devon","Outside London","155","[c]","33610","28080"
"Leaver Dept.","2022","South West (England)","Dorset and Somerset","Outside London","50","[c]","34740","32580"
"Leaver Dept.","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","1895","[c]","37070","32780"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","745","[c]","37380","32000"
"Leaver Dept.","2022","Wales","East Wales","Outside London","575","[c]","34060","29540"
"Leaver Dept.","2022","Wales","West Wales and The Valleys","Outside London","170","[c]","31820","27570"
"Leaver Dept.","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","95","[c]","33320","27570"
"Leaver Dept.","2022","West Midlands (England)","Shropshire and Staffordshire","Outside London","155","[c]","33330","27570"
"Leaver Dept.","2022","West Midlands (England)","West Midlands","Outside London","1060","[c]","33160","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","40","[c]","36630","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","North Yorkshire","Outside London","220","[c]","38510","33300"
"Leaver Dept.","2022","Yorkshire and The Humber","South Yorkshire","Outside London","285","[c]","37210","33320"
"Leaver Dept.","2022","Yorkshire and The Humber","West Yorkshire","Outside London","1130","[c]","35720","30760"
"New entrant CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","2130","[c]","27130","25710"
"New entrant CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","1055","[c]","25060","23140"
"New entrant CS","2022","East Midlands (England)","Lincolnshire","Outside London","450","[c]","27030","25480"
"New entrant CS","2022","East of England","Bedfordshire and Hertfordshire","Outside London","745","[c]","29060","28140"
"New entrant CS","2022","East of England","East Anglia","Outside London","1765","[c]","26900","24800"
"New entrant CS","2022","East of England","Essex","Outside London","770","[c]","27950","24880"
"New entrant CS","2022","London","Inner London - East","London","2875","[c]","37350","32260"
"New entrant CS","2022","London","Inner London - West","London","7765","[c]","37750","33230"
"New entrant CS","2022","London","Outer London - East and North East","London","690","[c]","30030","30130"
"New entrant CS","2022","London","Outer London - South","London","1160","[c]","33960","30750"
"New entrant CS","2022","London","Outer London - West and North West","London","1270","[c]","30820","29610"
"New entrant CS","2022","North East (England)","Northumberland, and Tyne and Wear","Outside London","2995","[c]","26250","23010"
"New entrant CS","2022","North East (England)","Tees Valley and Durham","Outside London","1220","[c]","26890","23700"
"New entrant CS","2022","North West (England)","Cheshire","Outside London","595","[c]","28050","24800"
"New entrant CS","2022","North West (England)","Cumbria","Outside London","355","[c]","26650","23170"
"New entrant CS","2022","North West (England)","Greater Manchester","Outside London","3430","[c]","28850","26590"
"New entrant CS","2022","North West (England)","Lancashire","Outside London","1605","[c]","25920","23140"
"New entrant CS","2022","North West (England)","Merseyside","Outside London","2850","[c]","25890","24800"
"New entrant CS","2022","Northern Ireland","Northern Ireland","Outside London","605","[c]","28030","26590"
"New entrant CS","2022","Overseas","Overseas","Overseas","55","[c]","37970","36740"
"New entrant CS","2022","Scotland","Eastern Scotland","Outside London","3290","[c]","29470","27230"
"New entrant CS","2022","Scotland","Highlands and Islands","Outside London","175","[c]","27720","27230"
"New entrant CS","2022","Scotland","North Eastern Scotland","Outside London","270","[c]","30400","27230"
"New entrant CS","2022","Scotland","Southern Scotland","Outside London","705","[c]","24480","21640"
"New entrant CS","2022","Scotland","West Central Scotland","Outside London","3150","[c]","28970","27020"
"New entrant CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","1305","[c]","29240","27570"
"New entrant CS","2022","South East (England)","Hampshire and Isle of Wight","Outside London","1790","[c]","28710","26030"
"New entrant CS","2022","South East (England)","Kent","Outside London","1095","[c]","26720","24880"
"New entrant CS","2022","South East (England)","Surrey, East and West Sussex","Outside London","1325","[c]","28990","26140"
"New entrant CS","2022","South West (England)","Cornwall and Isles of Scilly","Outside London","250","[c]","25720","21260"
"New entrant CS","2022","South West (England)","Devon","Outside London","1020","[c]","27150","23540"
"New entrant CS","2022","South West (England)","Dorset and Somerset","Outside London","710","[c]","26960","24090"
"New entrant CS","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","3720","[c]","30720","27540"
"New entrant CS","2022","Unknown","Unknown","Unknown","875","[c]","29440","27570"
"New entrant CS","2022","Wales","East Wales","Outside London","2540","[c]","28310","24500"
"New entrant CS","2022","Wales","West Wales and The Valleys","Outside London","1685","[c]","25520","21840"
"New entrant CS","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","645","[c]","26750","24090"
"New entrant CS","2022","West Midlands (England)","Shropshire and Staffordshire","Outside London","1090","[c]","27560","24090"
"New entrant CS","2022","West Midlands (England)","West Midlands","Outside London","3510","[c]","28570","26590"
"New entrant CS","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","595","[c]","25200","23140"
"New entrant CS","2022","Yorkshire and The Humber","North Yorkshire","Outside London","665","[c]","31040","27570"
"New entrant CS","2022","Yorkshire and The Humber","South Yorkshire","Outside London","1225","[c]","28850","25000"
"New entrant CS","2022","Yorkshire and The Humber","West Yorkshire","Outside London","3390","[c]","29090","26590"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Region_ITL1","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","",""
"","ITL 1 divides into Wales, Scotland, Northern Ireland, and the 9 statistical regions of England.","","","","","","",""
"Region_ITL2","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","",""
"","ITL 2 divides into Northern Ireland, counties in England (most grouped), groups of districts in Greater London, groups of unitary authorities in Wales, groups of council areas in Scotland.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
