"Status","Year","Parent_department","Region_ITL1","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","G6/G7","Heterosexual / straight","280","265","54950","51850"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","G6/G7","Unknown","110","100","58080","55610"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","SEO/HEO","Heterosexual / straight","125","120","35350","36110"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Yorkshire and The Humber","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Midlands (England)","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Cabinet Office","East of England","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Cabinet Office","East of England","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Cabinet Office","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","G6/G7","Heterosexual / straight","35","35","57380","53610"
"In post","2022","Cabinet Office","East of England","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","East of England","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Cabinet Office","East of England","G6/G7","Unknown","30","30","61160","61710"
"In post","2022","Cabinet Office","East of England","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Cabinet Office","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Cabinet Office","East of England","SEO/HEO","Heterosexual / straight","95","90","35470","36260"
"In post","2022","Cabinet Office","East of England","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East of England","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Cabinet Office","East of England","SEO/HEO","Unknown","30","30","34100","32000"
"In post","2022","Cabinet Office","London","AA/AO","Heterosexual / straight","70","70","24350","24490"
"In post","2022","Cabinet Office","London","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","Cabinet Office","London","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Cabinet Office","London","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2022","Cabinet Office","London","EO","Heterosexual / straight","350","345","27740","27500"
"In post","2022","Cabinet Office","London","EO","LGBO","35","35","27640","27500"
"In post","2022","Cabinet Office","London","EO","Undeclared","45","45","27490","27500"
"In post","2022","Cabinet Office","London","EO","Unknown","115","110","27730","27500"
"In post","2022","Cabinet Office","London","G6/G7","Heterosexual / straight","1450","1425","59150","56340"
"In post","2022","Cabinet Office","London","G6/G7","LGBO","175","175","58200","54700"
"In post","2022","Cabinet Office","London","G6/G7","Undeclared","180","175","58600","56340"
"In post","2022","Cabinet Office","London","G6/G7","Unknown","895","885","62780","60640"
"In post","2022","Cabinet Office","London","SCS level","Heterosexual / straight","355","345","97030","87860"
"In post","2022","Cabinet Office","London","SCS level","LGBO","20","20","[c]","[c]"
"In post","2022","Cabinet Office","London","SCS level","Undeclared","40","35","93100","83340"
"In post","2022","Cabinet Office","London","SCS level","Unknown","190","190","107240","99960"
"In post","2022","Cabinet Office","London","SEO/HEO","Heterosexual / straight","955","945","37740","37300"
"In post","2022","Cabinet Office","London","SEO/HEO","LGBO","130","130","37240","36250"
"In post","2022","Cabinet Office","London","SEO/HEO","Undeclared","125","120","37940","37310"
"In post","2022","Cabinet Office","London","SEO/HEO","Unknown","1430","1425","31570","29250"
"In post","2022","Cabinet Office","North East (England)","AA/AO","Heterosexual / straight","125","115","21050","21050"
"In post","2022","Cabinet Office","North East (England)","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","AA/AO","Undeclared","15","10","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","EO","Heterosexual / straight","80","70","24870","24100"
"In post","2022","Cabinet Office","North East (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","G6/G7","Heterosexual / straight","30","30","54950","52620"
"In post","2022","Cabinet Office","North East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","SEO/HEO","Heterosexual / straight","100","95","33800","32960"
"In post","2022","Cabinet Office","North East (England)","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North East (England)","SEO/HEO","Unknown","45","45","30160","29250"
"In post","2022","Cabinet Office","North West (England)","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","EO","Heterosexual / straight","75","75","25310","25520"
"In post","2022","Cabinet Office","North West (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","EO","Unknown","20","20","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","G6/G7","Heterosexual / straight","155","155","54800","52210"
"In post","2022","Cabinet Office","North West (England)","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","G6/G7","Unknown","165","165","61820","61710"
"In post","2022","Cabinet Office","North West (England)","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","SEO/HEO","Heterosexual / straight","270","260","35850","37300"
"In post","2022","Cabinet Office","North West (England)","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Cabinet Office","North West (England)","SEO/HEO","Unknown","150","150","33010","32000"
"In post","2022","Cabinet Office","Northern Ireland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
