"Status","Year","Organisation","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","Angus and Dundee City","G6/G7","10","10","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","Angus and Dundee City","SEO/HEO","15","15","39350","36130"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","City of Edinburgh","AA/AO","710","685","24930","24400"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","City of Edinburgh","EO","710","690","28990","27940"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","City of Edinburgh","G6/G7","1785","1700","63390","62170"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","City of Edinburgh","SCS level","180","175","89220","83230"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","City of Edinburgh","SEO/HEO","2680","2580","39770","39660"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","Clackmannanshire and Fife","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","Clackmannanshire and Fife","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","Clackmannanshire and Fife","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","Clackmannanshire and Fife","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","East Lothian and Midlothian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","East Lothian and Midlothian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","East Lothian and Midlothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","Falkirk","AA/AO","15","15","25220","25530"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","Falkirk","EO","5","5","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","Falkirk","G6/G7","25","20","69670","75340"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","Falkirk","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","Perth and Kinross, and Stirling","AA/AO","20","20","23960","23230"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","Perth and Kinross, and Stirling","EO","40","35","29670","30040"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","Perth and Kinross, and Stirling","G6/G7","15","15","64050","62170"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","Perth and Kinross, and Stirling","SEO/HEO","40","35","39480","36130"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","West Lothian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","West Lothian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","West Lothian","G6/G7","10","10","62740","62170"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","West Lothian","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Eastern Scotland","West Lothian","SEO/HEO","20","20","42890","47490"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","AA/AO","10","10","23360","23230"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","EO","15","15","29450","30040"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","15","15","36050","33620"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","15","10","23540","23230"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","35","30","29340","30040"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","5","5","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","40","40","39080","36130"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","AA/AO","25","20","23550","23230"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","EO","25","20","29470","30040"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","SEO/HEO","20","20","35840","33070"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Na h-Eileanan Siar","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Na h-Eileanan Siar","EO","10","10","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Na h-Eileanan Siar","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Na h-Eileanan Siar","SEO/HEO","15","15","36120","36130"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Orkney Islands","EO","5","5","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Orkney Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Orkney Islands","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Shetland Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Shetland Islands","EO","5","5","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Shetland Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Highlands and Islands","Shetland Islands","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Inner London - West","Camden and City of London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Inner London - West","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Inner London - West","Camden and City of London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Inner London - West","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Inner London - West","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Lancashire","Lancaster and Wyre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Lancashire","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Lancashire","Mid Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","North Eastern Scotland","Aberdeen City and Aberdeenshire","AA/AO","55","45","23960","23230"
"In post","2022","Scottish Government (excl. agencies)","North Eastern Scotland","Aberdeen City and Aberdeenshire","EO","115","105","29550","30040"
"In post","2022","Scottish Government (excl. agencies)","North Eastern Scotland","Aberdeen City and Aberdeenshire","G6/G7","40","40","64590","62170"
"In post","2022","Scottish Government (excl. agencies)","North Eastern Scotland","Aberdeen City and Aberdeenshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","North Eastern Scotland","Aberdeen City and Aberdeenshire","SEO/HEO","160","150","39880","36540"
"In post","2022","Scottish Government (excl. agencies)","Northern Ireland","Lisburn and Castlereagh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Overseas","Overseas","G6/G7","10","5","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Overseas","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Southern Scotland","Dumfries and Galloway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Southern Scotland","Dumfries and Galloway","EO","20","15","28890","30040"
"In post","2022","Scottish Government (excl. agencies)","Southern Scotland","Dumfries and Galloway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Southern Scotland","Dumfries and Galloway","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Southern Scotland","East Ayrshire and North Ayrshire mainland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Southern Scotland","East Ayrshire and North Ayrshire mainland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Southern Scotland","Scottish Borders","AA/AO","5","5","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Southern Scotland","Scottish Borders","EO","25","25","29000","30040"
"In post","2022","Scottish Government (excl. agencies)","Southern Scotland","Scottish Borders","G6/G7","5","5","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Southern Scotland","Scottish Borders","SEO/HEO","20","15","36590","36130"
"In post","2022","Scottish Government (excl. agencies)","Southern Scotland","South Ayrshire","AA/AO","10","10","22370","22140"
"In post","2022","Scottish Government (excl. agencies)","Southern Scotland","South Ayrshire","EO","25","20","28540","27940"
"In post","2022","Scottish Government (excl. agencies)","Southern Scotland","South Ayrshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Southern Scotland","South Ayrshire","SEO/HEO","20","20","38790","36130"
"In post","2022","Scottish Government (excl. agencies)","Southern Scotland","South Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Southern Scotland","South Lanarkshire","EO","10","10","28600","28460"
"In post","2022","Scottish Government (excl. agencies)","Southern Scotland","South Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Southern Scotland","South Lanarkshire","SEO/HEO","15","10","39690","36130"
"In post","2022","Scottish Government (excl. agencies)","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","West Central Scotland","Glasgow City","AA/AO","85","80","23000","23230"
"In post","2022","Scottish Government (excl. agencies)","West Central Scotland","Glasgow City","EO","165","165","28210","27230"
"In post","2022","Scottish Government (excl. agencies)","West Central Scotland","Glasgow City","G6/G7","465","455","61750","62170"
"In post","2022","Scottish Government (excl. agencies)","West Central Scotland","Glasgow City","SCS level","25","25","84180","80290"
"In post","2022","Scottish Government (excl. agencies)","West Central Scotland","Glasgow City","SEO/HEO","935","910","39410","39660"
"In post","2022","Scottish Government (excl. agencies)","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","West Central Scotland","North Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","West Central Scotland","North Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Eastern Scotland","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","West Central Scotland","Glasgow City","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","West Central Scotland","Glasgow City","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","West Central Scotland","Glasgow City","G6/G7","25","25","63650","62170"
"In post","2022","Scottish Housing Regulator","West Central Scotland","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","West Central Scotland","Glasgow City","SEO/HEO","20","20","43230","47490"
"In post","2022","Scottish Prison Service","Eastern Scotland","City of Edinburgh","AA/AO","235","225","24640","25420"
"In post","2022","Scottish Prison Service","Eastern Scotland","City of Edinburgh","EO","310","290","34420","35000"
"In post","2022","Scottish Prison Service","Eastern Scotland","City of Edinburgh","G6/G7","80","75","61860","56640"
"In post","2022","Scottish Prison Service","Eastern Scotland","City of Edinburgh","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Eastern Scotland","City of Edinburgh","SEO/HEO","170","150","42890","42290"
"In post","2022","Scottish Prison Service","Eastern Scotland","Clackmannanshire and Fife","AA/AO","150","150","24640","25420"
"In post","2022","Scottish Prison Service","Eastern Scotland","Clackmannanshire and Fife","EO","200","190","34290","35000"
"In post","2022","Scottish Prison Service","Eastern Scotland","Clackmannanshire and Fife","G6/G7","5","5","[c]","[c]"
"In post","2022","Scottish Prison Service","Eastern Scotland","Clackmannanshire and Fife","SEO/HEO","40","35","41620","40290"
"In post","2022","Scottish Prison Service","Eastern Scotland","Falkirk","AA/AO","180","165","24220","23330"
"In post","2022","Scottish Prison Service","Eastern Scotland","Falkirk","EO","240","225","34590","35000"
"In post","2022","Scottish Prison Service","Eastern Scotland","Falkirk","G6/G7","5","5","[c]","[c]"
"In post","2022","Scottish Prison Service","Eastern Scotland","Falkirk","SEO/HEO","95","85","41220","40290"
"In post","2022","Scottish Prison Service","Eastern Scotland","Perth and Kinross, and Stirling","AA/AO","270","260","24950","26900"
"In post","2022","Scottish Prison Service","Eastern Scotland","Perth and Kinross, and Stirling","EO","310","295","33860","35000"
"In post","2022","Scottish Prison Service","Eastern Scotland","Perth and Kinross, and Stirling","G6/G7","10","10","64130","56170"
"In post","2022","Scottish Prison Service","Eastern Scotland","Perth and Kinross, and Stirling","SEO/HEO","100","90","41210","40290"
"In post","2022","Scottish Prison Service","Eastern Scotland","West Lothian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Eastern Scotland","West Lothian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Eastern Scotland","West Lothian","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Scottish Prison Service","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","45","40","25030","26160"
"In post","2022","Scottish Prison Service","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","55","50","34240","35000"
"In post","2022","Scottish Prison Service","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","20","15","40970","40290"
"In post","2022","Scottish Prison Service","North Eastern Scotland","Aberdeen City and Aberdeenshire","AA/AO","125","120","24760","23640"
"In post","2022","Scottish Prison Service","North Eastern Scotland","Aberdeen City and Aberdeenshire","EO","130","125","33640","35000"
"In post","2022","Scottish Prison Service","North Eastern Scotland","Aberdeen City and Aberdeenshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Scottish Prison Service","North Eastern Scotland","Aberdeen City and Aberdeenshire","SEO/HEO","45","40","41460","40290"
"In post","2022","Scottish Prison Service","Southern Scotland","Dumfries and Galloway","AA/AO","70","60","25060","26900"
"In post","2022","Scottish Prison Service","Southern Scotland","Dumfries and Galloway","EO","75","70","34150","35000"
"In post","2022","Scottish Prison Service","Southern Scotland","Dumfries and Galloway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Southern Scotland","Dumfries and Galloway","SEO/HEO","20","20","41430","40290"
"In post","2022","Scottish Prison Service","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","120","120","24620","23330"
"In post","2022","Scottish Prison Service","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","175","170","34510","35000"
"In post","2022","Scottish Prison Service","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6/G7","5","5","[c]","[c]"
"In post","2022","Scottish Prison Service","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","40","40","41090","40290"
"In post","2022","Scottish Prison Service","West Central Scotland","Glasgow City","AA/AO","215","210","24380","23330"
"In post","2022","Scottish Prison Service","West Central Scotland","Glasgow City","EO","330","315","34210","35000"
"In post","2022","Scottish Prison Service","West Central Scotland","Glasgow City","G6/G7","5","5","[c]","[c]"
"In post","2022","Scottish Prison Service","West Central Scotland","Glasgow City","SEO/HEO","80","65","41530","40290"
"In post","2022","Scottish Prison Service","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","85","80","25400","26900"
"In post","2022","Scottish Prison Service","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","EO","85","80","34430","35000"
"In post","2022","Scottish Prison Service","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","25","20","41260","40290"
"In post","2022","Scottish Prison Service","West Central Scotland","North Lanarkshire","AA/AO","140","140","24460","23330"
"In post","2022","Scottish Prison Service","West Central Scotland","North Lanarkshire","EO","185","175","34640","35000"
"In post","2022","Scottish Prison Service","West Central Scotland","North Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","West Central Scotland","North Lanarkshire","SEO/HEO","45","35","41790","40290"
"In post","2022","Scottish Public Pensions Agency","Eastern Scotland","East Lothian and Midlothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Southern Scotland","Scottish Borders","AA/AO","165","150","25400","25930"
"In post","2022","Scottish Public Pensions Agency","Southern Scotland","Scottish Borders","EO","65","60","29110","30040"
"In post","2022","Scottish Public Pensions Agency","Southern Scotland","Scottish Borders","G6/G7","15","15","59720","57190"
"In post","2022","Scottish Public Pensions Agency","Southern Scotland","Scottish Borders","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Southern Scotland","Scottish Borders","SEO/HEO","55","55","36840","36130"
"In post","2022","Serious Fraud Office","Inner London - West","Westminster","AA/AO","15","15","23740","24210"
"In post","2022","Serious Fraud Office","Inner London - West","Westminster","EO","65","65","27850","26980"
"In post","2022","Serious Fraud Office","Inner London - West","Westminster","G6/G7","175","170","62180","61370"
"In post","2022","Serious Fraud Office","Inner London - West","Westminster","SCS level","15","15","102780","89220"
"In post","2022","Serious Fraud Office","Inner London - West","Westminster","SEO/HEO","190","185","38100","40000"
"In post","2022","Social Security Scotland","Eastern Scotland","Angus and Dundee City","AA/AO","365","355","22020","21050"
"In post","2022","Social Security Scotland","Eastern Scotland","Angus and Dundee City","EO","265","255","27540","27230"
"In post","2022","Social Security Scotland","Eastern Scotland","Angus and Dundee City","G6/G7","25","25","62250","62170"
"In post","2022","Social Security Scotland","Eastern Scotland","Angus and Dundee City","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Eastern Scotland","Angus and Dundee City","SEO/HEO","165","160","35410","33070"
"In post","2022","Social Security Scotland","Eastern Scotland","City of Edinburgh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Eastern Scotland","City of Edinburgh","EO","20","20","27440","27230"
"In post","2022","Social Security Scotland","Eastern Scotland","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Eastern Scotland","City of Edinburgh","SEO/HEO","10","10","39940","39660"
"In post","2022","Social Security Scotland","Eastern Scotland","Clackmannanshire and Fife","EO","15","10","27390","27230"
"In post","2022","Social Security Scotland","Eastern Scotland","East Lothian and Midlothian","EO","5","5","[c]","[c]"
"In post","2022","Social Security Scotland","Eastern Scotland","East Lothian and Midlothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Eastern Scotland","Falkirk","EO","10","10","27510","27230"
"In post","2022","Social Security Scotland","Eastern Scotland","Falkirk","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Social Security Scotland","Eastern Scotland","Perth and Kinross, and Stirling","EO","10","10","[c]","[c]"
"In post","2022","Social Security Scotland","Eastern Scotland","Perth and Kinross, and Stirling","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Eastern Scotland","West Lothian","EO","5","5","[c]","[c]"
"In post","2022","Social Security Scotland","Eastern Scotland","West Lothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","15","15","27560","27230"
"In post","2022","Social Security Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","EO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Highlands and Islands","Na h-Eileanan Siar","EO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Highlands and Islands","Na h-Eileanan Siar","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Highlands and Islands","Orkney Islands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Highlands and Islands","Orkney Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Highlands and Islands","Shetland Islands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Highlands and Islands","Shetland Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","EO","10","10","[c]","[c]"
"In post","2022","Social Security Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Southern Scotland","Dumfries and Galloway","EO","5","5","[c]","[c]"
"In post","2022","Social Security Scotland","Southern Scotland","Dumfries and Galloway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","EO","15","15","27580","27230"
"In post","2022","Social Security Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Southern Scotland","Scottish Borders","EO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Southern Scotland","Scottish Borders","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Southern Scotland","Scottish Borders","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Southern Scotland","South Ayrshire","EO","5","5","[c]","[c]"
"In post","2022","Social Security Scotland","Southern Scotland","South Ayrshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Southern Scotland","South Lanarkshire","EO","20","20","27520","27230"
"In post","2022","Social Security Scotland","Southern Scotland","South Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","15","15","27560","27230"
"In post","2022","Social Security Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","West Central Scotland","Glasgow City","AA/AO","400","385","21880","21050"
"In post","2022","Social Security Scotland","West Central Scotland","Glasgow City","EO","385","375","27750","27230"
"In post","2022","Social Security Scotland","West Central Scotland","Glasgow City","G6/G7","145","145","61940","62170"
"In post","2022","Social Security Scotland","West Central Scotland","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","West Central Scotland","Glasgow City","SEO/HEO","430","420","36630","34600"
"In post","2022","Social Security Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","EO","15","15","27430","27230"
"In post","2022","Social Security Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","West Central Scotland","North Lanarkshire","EO","20","20","27360","27230"
"In post","2022","Social Security Scotland","West Central Scotland","North Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Derbyshire and Nottinghamshire","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Derbyshire and Nottinghamshire","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Derbyshire and Nottinghamshire","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Greater Manchester","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Greater Manchester","Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Greater Manchester","Manchester","SEO/HEO","10","10","34530","36500"
"In post","2022","Standards and Testing Agency","Inner London - West","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Inner London - West","Westminster","G6/G7","10","10","59430","54400"
"In post","2022","Standards and Testing Agency","Inner London - West","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Inner London - West","Westminster","SEO/HEO","20","20","43170","45250"
"In post","2022","Standards and Testing Agency","South Yorkshire","Sheffield","EO","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","South Yorkshire","Sheffield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","South Yorkshire","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","South Yorkshire","Sheffield","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Standards and Testing Agency","Tees Valley and Durham","Darlington","EO","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Tees Valley and Durham","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Tees Valley and Durham","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","West Midlands","Coventry","EO","5","5","[c]","[c]"
"In post","2022","Standards and Testing Agency","West Midlands","Coventry","G6/G7","15","15","53890","50400"
"In post","2022","Standards and Testing Agency","West Midlands","Coventry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","West Midlands","Coventry","SEO/HEO","35","30","35380","36500"
"In post","2022","Student Awards Agency for Scotland","Eastern Scotland","City of Edinburgh","AA/AO","95","90","22910","23230"
