"Status","Year","Disability","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","East Wales","SEO","220","210","41040","40180"
"In post","2022","Declared disabled","East Wales","Unknown","90","80","30650","29660"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","AA","30","30","21210","20890"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","AO","175","150","23490","21260"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","210","190","27510","27570"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","HEO","40","40","33660","33310"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","60","55","29780","28320"
"In post","2022","Declared disabled","Eastern Scotland","AA","110","100","22180","22140"
"In post","2022","Declared disabled","Eastern Scotland","AO","490","445","22800","21260"
"In post","2022","Declared disabled","Eastern Scotland","EO","660","605","29210","27570"
"In post","2022","Declared disabled","Eastern Scotland","G6","65","60","72240","75340"
"In post","2022","Declared disabled","Eastern Scotland","G7","165","160","57020","57190"
"In post","2022","Declared disabled","Eastern Scotland","HEO","325","310","34780","33370"
"In post","2022","Declared disabled","Eastern Scotland","SCS level","15","15","[c]","[c]"
"In post","2022","Declared disabled","Eastern Scotland","SEO","230","215","44360","44430"
"In post","2022","Declared disabled","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Essex","AA","15","15","[c]","[c]"
"In post","2022","Declared disabled","Essex","AO","170","150","23710","23770"
"In post","2022","Declared disabled","Essex","EO","305","275","29240","29290"
"In post","2022","Declared disabled","Essex","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Essex","G7","25","25","[c]","[c]"
"In post","2022","Declared disabled","Essex","HEO","60","55","34600","34830"
"In post","2022","Declared disabled","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Essex","SEO","40","40","42080","40890"
"In post","2022","Declared disabled","Essex","Unknown","65","60","28510","28200"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","AA","45","40","20420","19810"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","AO","370","335","22340","21260"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","EO","685","625","26310","26930"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","G6","95","95","67000","66050"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","G7","300","290","52180","52570"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","630","605","31800","32750"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","20","20","[c]","[c]"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","590","565","40770","40580"
"In post","2022","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","290","275","34770","32570"
"In post","2022","Declared disabled","Greater Manchester","AA","55","50","20080","20890"
"In post","2022","Declared disabled","Greater Manchester","AO","625","550","21700","21260"
"In post","2022","Declared disabled","Greater Manchester","EO","720","660","27060","27570"
"In post","2022","Declared disabled","Greater Manchester","G6","50","50","67370","66610"
"In post","2022","Declared disabled","Greater Manchester","G7","180","175","53980","55210"
"In post","2022","Declared disabled","Greater Manchester","HEO","365","345","32710","33080"
"In post","2022","Declared disabled","Greater Manchester","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","Greater Manchester","SEO","215","205","39860","40180"
"In post","2022","Declared disabled","Greater Manchester","Unknown","170","160","31260","30210"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","AA","120","95","20050","19810"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","AO","405","340","22360","21260"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","EO","450","415","27360","27570"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","G6","25","20","[c]","[c]"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","G7","100","95","53150","52650"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","HEO","285","270","33050","33300"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","SEO","185","175","41000","40070"
"In post","2022","Declared disabled","Hampshire and Isle of Wight","Unknown","85","80","30220","28200"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","AA","30","25","[c]","[c]"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","AO","150","130","23330","21260"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","EO","135","125","27320","27570"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","G6","10","10","[c]","[c]"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","G7","15","15","[c]","[c]"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","HEO","35","35","31880","31760"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","SEO","30","30","40730","37740"
"In post","2022","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Unknown","75","70","29950","28200"
"In post","2022","Declared disabled","Highlands and Islands","AA","15","10","[c]","[c]"
"In post","2022","Declared disabled","Highlands and Islands","AO","50","45","22950","21260"
"In post","2022","Declared disabled","Highlands and Islands","EO","90","80","28720","27570"
"In post","2022","Declared disabled","Highlands and Islands","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Highlands and Islands","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Highlands and Islands","HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Highlands and Islands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Highlands and Islands","SEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inner London - East","AA","25","20","[c]","[c]"
"In post","2022","Declared disabled","Inner London - East","AO","305","280","25780","25110"
"In post","2022","Declared disabled","Inner London - East","EO","560","525","31130","31060"
"In post","2022","Declared disabled","Inner London - East","G6","65","60","71380","72430"
"In post","2022","Declared disabled","Inner London - East","G7","230","220","58940","59290"
"In post","2022","Declared disabled","Inner London - East","HEO","290","280","37330","37640"
"In post","2022","Declared disabled","Inner London - East","SCS level","30","30","97020","88620"
"In post","2022","Declared disabled","Inner London - East","SEO","180","175","44810","43810"
"In post","2022","Declared disabled","Inner London - East","Unknown","180","175","35740","34100"
"In post","2022","Declared disabled","Inner London - West","AA","65","60","22880","22050"
"In post","2022","Declared disabled","Inner London - West","AO","390","360","25770","24490"
"In post","2022","Declared disabled","Inner London - West","EO","865","835","29690","29500"
"In post","2022","Declared disabled","Inner London - West","G6","555","530","68080","66680"
"In post","2022","Declared disabled","Inner London - West","G7","1240","1200","56140","54700"
"In post","2022","Declared disabled","Inner London - West","HEO","1170","1150","35330","34640"
"In post","2022","Declared disabled","Inner London - West","SCS level","265","255","88550","79200"
"In post","2022","Declared disabled","Inner London - West","SEO","870","850","42710","41760"
"In post","2022","Declared disabled","Inner London - West","Unknown","35","35","37370","38230"
"In post","2022","Declared disabled","Kent","AA","50","45","20680","20920"
"In post","2022","Declared disabled","Kent","AO","280","255","24950","24250"
"In post","2022","Declared disabled","Kent","EO","380","350","28980","29290"
"In post","2022","Declared disabled","Kent","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Kent","G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Kent","HEO","95","90","34510","34290"
"In post","2022","Declared disabled","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Kent","SEO","65","60","43550","41140"
"In post","2022","Declared disabled","Kent","Unknown","95","90","30120","28760"
"In post","2022","Declared disabled","Lancashire","AA","60","50","21190","20890"
"In post","2022","Declared disabled","Lancashire","AO","790","695","21890","21260"
"In post","2022","Declared disabled","Lancashire","EO","685","615","27450","27570"
"In post","2022","Declared disabled","Lancashire","G6","20","15","[c]","[c]"
"In post","2022","Declared disabled","Lancashire","G7","75","70","52810","49170"
"In post","2022","Declared disabled","Lancashire","HEO","210","195","32950","32410"
"In post","2022","Declared disabled","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Lancashire","SEO","125","120","38960","37830"
"In post","2022","Declared disabled","Lancashire","Unknown","95","85","30090","28200"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","AA","35","30","19860","19200"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","AO","315","275","22130","21260"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","EO","255","235","27410","27570"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","HEO","60","55","34100","33370"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","SEO","25","20","[c]","[c]"
"In post","2022","Declared disabled","Leicestershire, Rutland and Northamptonshire","Unknown","95","85","30410","30880"
"In post","2022","Declared disabled","Lincolnshire","AA","40","40","19790","19810"
"In post","2022","Declared disabled","Lincolnshire","AO","115","105","23120","21380"
"In post","2022","Declared disabled","Lincolnshire","EO","125","110","27610","27570"
"In post","2022","Declared disabled","Lincolnshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Lincolnshire","G7","10","5","[c]","[c]"
"In post","2022","Declared disabled","Lincolnshire","HEO","50","50","33340","33300"
"In post","2022","Declared disabled","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Lincolnshire","SEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Lincolnshire","Unknown","50","45","31410","28200"
"In post","2022","Declared disabled","Merseyside","AA","70","60","19230","18240"
"In post","2022","Declared disabled","Merseyside","AO","840","720","21600","21260"
"In post","2022","Declared disabled","Merseyside","EO","790","700","26930","27570"
"In post","2022","Declared disabled","Merseyside","G6","25","25","[c]","[c]"
"In post","2022","Declared disabled","Merseyside","G7","125","120","53740","54160"
"In post","2022","Declared disabled","Merseyside","HEO","305","290","32830","33080"
"In post","2022","Declared disabled","Merseyside","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","Merseyside","SEO","185","175","40430","40180"
"In post","2022","Declared disabled","Merseyside","Unknown","150","145","29730","28200"
"In post","2022","Declared disabled","North Eastern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North Eastern Scotland","AO","35","30","23280","21260"
"In post","2022","Declared disabled","North Eastern Scotland","EO","45","40","28420","27570"
"In post","2022","Declared disabled","North Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North Eastern Scotland","HEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North Eastern Scotland","SEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","North Yorkshire","AA","15","15","[c]","[c]"
"In post","2022","Declared disabled","North Yorkshire","AO","100","95","22050","21300"
"In post","2022","Declared disabled","North Yorkshire","EO","130","120","26800","26670"
"In post","2022","Declared disabled","North Yorkshire","G6","10","10","[c]","[c]"
"In post","2022","Declared disabled","North Yorkshire","G7","45","45","52410","49860"
"In post","2022","Declared disabled","North Yorkshire","HEO","95","95","32900","32720"
"In post","2022","Declared disabled","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North Yorkshire","SEO","50","45","38460","37630"
"In post","2022","Declared disabled","North Yorkshire","Unknown","35","30","29350","28200"
"In post","2022","Declared disabled","Northern Ireland","AA","25","25","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","AO","100","90","22320","21680"
"In post","2022","Declared disabled","Northern Ireland","EO","90","85","27050","26820"
"In post","2022","Declared disabled","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","HEO","70","70","33250","33370"
"In post","2022","Declared disabled","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","SEO","30","30","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","AA","60","50","20610","21250"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","AO","1025","860","21370","21260"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","EO","715","630","27160","27570"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","G6","35","30","66060","67560"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","G7","120","120","52710","52750"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","HEO","350","325","32620","33080"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","SEO","180","175","39270","40180"
"In post","2022","Declared disabled","Northumberland, and Tyne and Wear","Unknown","110","100","29700","28200"
"In post","2022","Declared disabled","Outer London - East and North East","AA","20","20","[c]","[c]"
"In post","2022","Declared disabled","Outer London - East and North East","AO","125","115","26270","25110"
"In post","2022","Declared disabled","Outer London - East and North East","EO","260","240","31200","31060"
"In post","2022","Declared disabled","Outer London - East and North East","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Outer London - East and North East","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Outer London - East and North East","HEO","40","35","37160","36650"
"In post","2022","Declared disabled","Outer London - East and North East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Outer London - East and North East","SEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Outer London - East and North East","Unknown","65","65","33160","32890"
"In post","2022","Declared disabled","Outer London - South","AA","25","20","[c]","[c]"
"In post","2022","Declared disabled","Outer London - South","AO","170","155","25430","25630"
"In post","2022","Declared disabled","Outer London - South","EO","385","360","30200","30330"
"In post","2022","Declared disabled","Outer London - South","G6","50","50","73430","74850"
"In post","2022","Declared disabled","Outer London - South","G7","100","95","60290","59960"
"In post","2022","Declared disabled","Outer London - South","HEO","230","220","36560","36620"
"In post","2022","Declared disabled","Outer London - South","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Outer London - South","SEO","175","170","44530","43810"
"In post","2022","Declared disabled","Outer London - South","Unknown","65","60","34440","32090"
"In post","2022","Declared disabled","Outer London - West and North West","AA","40","35","22720","22460"
"In post","2022","Declared disabled","Outer London - West and North West","AO","160","145","25890","25110"
"In post","2022","Declared disabled","Outer London - West and North West","EO","400","365","30120","31050"
"In post","2022","Declared disabled","Outer London - West and North West","G6","10","10","[c]","[c]"
"In post","2022","Declared disabled","Outer London - West and North West","G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Outer London - West and North West","HEO","125","115","35780","35520"
"In post","2022","Declared disabled","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Outer London - West and North West","SEO","50","50","43370","42550"
"In post","2022","Declared disabled","Outer London - West and North West","Unknown","75","70","36100","35290"
"In post","2022","Declared disabled","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","EO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Overseas","G6","35","35","66920","65380"
"In post","2022","Declared disabled","Overseas","G7","60","60","55370","54470"
"In post","2022","Declared disabled","Overseas","HEO","75","75","34540","33860"
"In post","2022","Declared disabled","Overseas","SCS level","15","15","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Shropshire and Staffordshire","AA","55","50","20640","20890"
"In post","2022","Declared disabled","Shropshire and Staffordshire","AO","350","315","23180","21260"
"In post","2022","Declared disabled","Shropshire and Staffordshire","EO","380","345","27790","27570"
"In post","2022","Declared disabled","Shropshire and Staffordshire","G6","15","15","[c]","[c]"
"In post","2022","Declared disabled","Shropshire and Staffordshire","G7","40","40","55040","54540"
"In post","2022","Declared disabled","Shropshire and Staffordshire","HEO","135","125","34070","33370"
"In post","2022","Declared disabled","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Shropshire and Staffordshire","SEO","95","90","43060","40580"
"In post","2022","Declared disabled","Shropshire and Staffordshire","Unknown","100","90","30750","28660"
"In post","2022","Declared disabled","South Yorkshire","AA","30","25","19920","20480"
"In post","2022","Declared disabled","South Yorkshire","AO","340","295","21900","21260"
"In post","2022","Declared disabled","South Yorkshire","EO","380","335","27020","27570"
"In post","2022","Declared disabled","South Yorkshire","G6","30","30","64900","61470"
"In post","2022","Declared disabled","South Yorkshire","G7","90","85","52630","50630"
"In post","2022","Declared disabled","South Yorkshire","HEO","190","170","32200","31990"
"In post","2022","Declared disabled","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South Yorkshire","SEO","145","140","38890","37100"
"In post","2022","Declared disabled","South Yorkshire","Unknown","100","90","30410","28200"
"In post","2022","Declared disabled","Southern Scotland","AA","10","5","[c]","[c]"
"In post","2022","Declared disabled","Southern Scotland","AO","180","150","22100","21300"
"In post","2022","Declared disabled","Southern Scotland","EO","195","175","27120","27570"
"In post","2022","Declared disabled","Southern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Southern Scotland","G7","35","35","52290","53100"
"In post","2022","Declared disabled","Southern Scotland","HEO","75","70","33400","33680"
"In post","2022","Declared disabled","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Southern Scotland","SEO","40","35","41050","40520"
"In post","2022","Declared disabled","Surrey, East and West Sussex","AA","45","40","21580","21240"
"In post","2022","Declared disabled","Surrey, East and West Sussex","AO","300","265","23840","21260"
"In post","2022","Declared disabled","Surrey, East and West Sussex","EO","375","335","28190","27570"
"In post","2022","Declared disabled","Surrey, East and West Sussex","G6","5","5","[c]","[c]"
"In post","2022","Declared disabled","Surrey, East and West Sussex","G7","50","45","55570","54770"
"In post","2022","Declared disabled","Surrey, East and West Sussex","HEO","110","105","33960","33320"
"In post","2022","Declared disabled","Surrey, East and West Sussex","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Surrey, East and West Sussex","SEO","65","60","42820","40520"
"In post","2022","Declared disabled","Surrey, East and West Sussex","Unknown","85","80","29980","28090"
"In post","2022","Declared disabled","Tees Valley and Durham","AA","50","40","19850","19200"
"In post","2022","Declared disabled","Tees Valley and Durham","AO","455","385","22830","21260"
"In post","2022","Declared disabled","Tees Valley and Durham","EO","390","340","27440","27570"
"In post","2022","Declared disabled","Tees Valley and Durham","G6","10","10","[c]","[c]"
"In post","2022","Declared disabled","Tees Valley and Durham","G7","40","40","53110","50630"
"In post","2022","Declared disabled","Tees Valley and Durham","HEO","110","105","32340","31990"
"In post","2022","Declared disabled","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Tees Valley and Durham","SEO","70","65","40150","38120"
"In post","2022","Declared disabled","Tees Valley and Durham","Unknown","105","100","30880","28200"
"In post","2022","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","EO","65","60","28460","27570"
