"Status","Year","Age","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Communications","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Lambeth","20","20","44560","42670"
"In post","2022","30-39","Communications","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Leeds","30","25","51570","49530"
"In post","2022","30-39","Communications","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Lincolnshire CC","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Liverpool","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Manchester","30","25","39100","36500"
"In post","2022","30-39","Communications","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Monmouthshire and Newport","30","30","35960","31290"
"In post","2022","30-39","Communications","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Nottingham","10","10","36720","35430"
"In post","2022","30-39","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Oxfordshire CC","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Portsmouth","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Sefton","10","10","36790","34850"
"In post","2022","30-39","Communications","Sheffield","15","15","38360","38000"
"In post","2022","30-39","Communications","Shropshire","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Somerset CC","5","5","[c]","[c]"
"In post","2022","30-39","Communications","South Hampshire","10","10","[c]","[c]"
"In post","2022","30-39","Communications","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Southampton","10","5","[c]","[c]"
"In post","2022","30-39","Communications","Staffordshire CC","10","10","[c]","[c]"
"In post","2022","30-39","Communications","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Swansea","25","25","29460","28760"
"In post","2022","30-39","Communications","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Tower Hamlets","45","40","48580","42290"
"In post","2022","30-39","Communications","Tyneside","10","10","39260","36770"
"In post","2022","30-39","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Westminster","580","565","49680","48200"
"In post","2022","30-39","Communications","Wiltshire","10","10","29820","29240"
"In post","2022","30-39","Communications","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","York","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Corporate Finance","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Corporate Finance","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Corporate Finance","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Corporate Finance","Glasgow City","5","5","[c]","[c]"
"In post","2022","30-39","Corporate Finance","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Corporate Finance","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Corporate Finance","Tower Hamlets","10","10","[c]","[c]"
"In post","2022","30-39","Corporate Finance","Westminster","10","10","[c]","[c]"
"In post","2022","30-39","Corporate Finance","Wiltshire","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Barking & Dagenham and Havering","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Barnsley, Doncaster and Rotherham","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Bedford","10","10","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Birmingham","40","35","29780","31000"
"In post","2022","30-39","Counter Fraud","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Brighton and Hove","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Cardiff and Vale of Glamorgan","35","30","23880","22740"
"In post","2022","30-39","Counter Fraud","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Central Valleys","40","40","25770","27570"
"In post","2022","30-39","Counter Fraud","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","City of Edinburgh","10","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Derby","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Devon CC","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Durham","20","15","26050","25260"
"In post","2022","30-39","Counter Fraud","East Ayrshire and North Ayrshire mainland","25","25","22950","21260"
"In post","2022","30-39","Counter Fraud","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","East Kent","45","40","26500","24250"
"In post","2022","30-39","Counter Fraud","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","East Merseyside","10","10","27040","27570"
"In post","2022","30-39","Counter Fraud","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Essex Thames Gateway","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Falkirk","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Glasgow City","55","55","25860","27570"
"In post","2022","30-39","Counter Fraud","Gloucestershire CC","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Greater Manchester South West","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Hackney and Newham","10","10","34980","34500"
"In post","2022","30-39","Counter Fraud","Harrow and Hillingdon","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Hertfordshire CC","10","10","32530","30340"
"In post","2022","30-39","Counter Fraud","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Leeds","15","10","30400","27570"
"In post","2022","30-39","Counter Fraud","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Liverpool","20","15","29820","31480"
"In post","2022","30-39","Counter Fraud","Manchester","15","15","31830","32360"
"In post","2022","30-39","Counter Fraud","Medway","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Mid Lancashire","10","10","27800","27570"
"In post","2022","30-39","Counter Fraud","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","North and North East Lincolnshire","10","10","[c]","[c]"
"In post","2022","30-39","Counter Fraud","North Lanarkshire","10","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Nottingham","15","15","26260","27570"
"In post","2022","30-39","Counter Fraud","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Plymouth","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Redbridge and Waltham Forest","45","40","27080","25110"
"In post","2022","30-39","Counter Fraud","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Sheffield","10","10","29840","27570"
"In post","2022","30-39","Counter Fraud","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Somerset CC","15","10","27570","27570"
"In post","2022","30-39","Counter Fraud","South and West Derbyshire","10","10","28700","27570"
"In post","2022","30-39","Counter Fraud","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","South Teesside","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Sunderland","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Swansea","10","10","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Tyneside","55","50","28680","27570"
"In post","2022","30-39","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Westminster","85","85","41260","38990"
"In post","2022","30-39","Counter Fraud","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Wirral","10","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Wolverhampton","5","5","[c]","[c]"
"In post","2022","30-39","Counter Fraud","York","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Barnet","35","35","44890","39780"
"In post","2022","30-39","Digital, Data and Technology","Barnsley, Doncaster and Rotherham","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","105","100","35960","33300"
"In post","2022","30-39","Digital, Data and Technology","Belfast","10","10","34000","33370"
"In post","2022","30-39","Digital, Data and Technology","Berkshire","20","20","39170","36210"
"In post","2022","30-39","Digital, Data and Technology","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Birmingham","95","90","41820","37940"
"In post","2022","30-39","Digital, Data and Technology","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Blackpool","75","70","40970","35310"
"In post","2022","30-39","Digital, Data and Technology","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Brent","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Bristol, City of","130","125","41530","40520"
"In post","2022","30-39","Digital, Data and Technology","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Buckinghamshire","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Cambridgeshire CC","20","20","30450","28260"
"In post","2022","30-39","Digital, Data and Technology","Camden and City of London","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Cardiff and Vale of Glamorgan","105","100","36440","36070"
"In post","2022","30-39","Digital, Data and Technology","Central Bedfordshire","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Central Hampshire","30","30","36030","33300"
"In post","2022","30-39","Digital, Data and Technology","Central Valleys","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Cheshire East","20","20","33350","31100"
"In post","2022","30-39","Digital, Data and Technology","City of Edinburgh","65","60","36580","33370"
"In post","2022","30-39","Digital, Data and Technology","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Coventry","70","70","37650","36500"
"In post","2022","30-39","Digital, Data and Technology","Croydon","195","195","49630","44970"
"In post","2022","30-39","Digital, Data and Technology","Darlington","25","25","39460","42220"
"In post","2022","30-39","Digital, Data and Technology","Devon CC","90","90","36960","36160"
"In post","2022","30-39","Digital, Data and Technology","Dorset","10","10","38780","35070"
"In post","2022","30-39","Digital, Data and Technology","Durham","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Glasgow City","70","70","38190","34040"
"In post","2022","30-39","Digital, Data and Technology","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Greater Manchester South West","95","95","40090","37450"
"In post","2022","30-39","Digital, Data and Technology","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Hackney and Newham","20","20","42940","43430"
"In post","2022","30-39","Digital, Data and Technology","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Harrow and Hillingdon","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Herefordshire, County of","10","10","24110","26350"
"In post","2022","30-39","Digital, Data and Technology","Hertfordshire CC","15","15","34620","30750"
"In post","2022","30-39","Digital, Data and Technology","Hounslow and Richmond upon Thames","30","30","38560","36820"
"In post","2022","30-39","Digital, Data and Technology","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Kingston upon Hull, City of","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Lambeth","25","25","45070","44790"
"In post","2022","30-39","Digital, Data and Technology","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Leeds","170","165","44320","40520"
"In post","2022","30-39","Digital, Data and Technology","Leicester","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Leicestershire CC and Rutland","15","15","35540","33600"
"In post","2022","30-39","Digital, Data and Technology","Lincolnshire CC","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Liverpool","45","45","38400","37450"
"In post","2022","30-39","Digital, Data and Technology","Luton","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Manchester","255","250","42270","38800"
"In post","2022","30-39","Digital, Data and Technology","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Mid Lancashire","15","15","41810","33740"
"In post","2022","30-39","Digital, Data and Technology","Milton Keynes","20","20","38060","37480"
"In post","2022","30-39","Digital, Data and Technology","Monmouthshire and Newport","205","200","41370","37580"
"In post","2022","30-39","Digital, Data and Technology","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Norwich and East Norfolk","15","15","43560","44610"
"In post","2022","30-39","Digital, Data and Technology","Nottingham","60","55","39990","36500"
"In post","2022","30-39","Digital, Data and Technology","Overseas","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Oxfordshire CC","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Plymouth","90","90","36780","38450"
"In post","2022","30-39","Digital, Data and Technology","Portsmouth","15","15","33090","33300"
"In post","2022","30-39","Digital, Data and Technology","Powys","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Sefton","60","60","37380","33370"
"In post","2022","30-39","Digital, Data and Technology","Sheffield","170","165","45340","43740"
"In post","2022","30-39","Digital, Data and Technology","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Somerset CC","55","55","35500","33290"
"In post","2022","30-39","Digital, Data and Technology","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","South Hampshire","55","55","38420","36840"
"In post","2022","30-39","Digital, Data and Technology","South Lanarkshire","60","55","38210","33930"
"In post","2022","30-39","Digital, Data and Technology","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Southampton","25","25","36480","32710"
"In post","2022","30-39","Digital, Data and Technology","Southend-on-Sea","25","25","36610","33370"
"In post","2022","30-39","Digital, Data and Technology","Staffordshire CC","25","25","37260","40000"
"In post","2022","30-39","Digital, Data and Technology","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Suffolk CC","10","10","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Swansea","280","275","36860","32840"
"In post","2022","30-39","Digital, Data and Technology","Telford and Wrekin","40","40","44020","40520"
"In post","2022","30-39","Digital, Data and Technology","Tower Hamlets","140","140","52610","53630"
"In post","2022","30-39","Digital, Data and Technology","Tyneside","480","475","42130","40180"
"In post","2022","30-39","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Wakefield","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Warrington","40","40","41110","39000"
"In post","2022","30-39","Digital, Data and Technology","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","West Sussex (South West)","15","15","35300","33370"
"In post","2022","30-39","Digital, Data and Technology","Westminster","535","530","51590","53420"
"In post","2022","30-39","Digital, Data and Technology","Wiltshire","120","120","37370","36310"
"In post","2022","30-39","Digital, Data and Technology","Wirral","5","5","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","York","25","25","38810","37720"
"In post","2022","30-39","Economics","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Cardiff and Vale of Glamorgan","10","5","[c]","[c]"
"In post","2022","30-39","Economics","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Croydon","5","5","[c]","[c]"
"In post","2022","30-39","Economics","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Glasgow City","5","5","[c]","[c]"
"In post","2022","30-39","Economics","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Leeds","5","5","[c]","[c]"
"In post","2022","30-39","Economics","Manchester","10","10","[c]","[c]"
"In post","2022","30-39","Economics","Monmouthshire and Newport","25","20","43300","50210"
"In post","2022","30-39","Economics","Overseas","20","20","54600","55340"
"In post","2022","30-39","Economics","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","South Hampshire","[c]","[c]","[c]","[c]"
