"Status","Year","Disability","Function_of_post","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Unknown","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Bedfordshire and Hertfordshire","SEO/HEO","115","110","37260","37000"
"In post","2022","Declared non-disabled","Unknown","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","345","330","21530","21170"
"In post","2022","Declared non-disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","EO","170","165","27770","26670"
"In post","2022","Declared non-disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","60","55","64890","61710"
"In post","2022","Declared non-disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","255","250","38460","37660"
"In post","2022","Declared non-disabled","Unknown","Cheshire","AA/AO","55","50","21590","21440"
"In post","2022","Declared non-disabled","Unknown","Cheshire","EO","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Cheshire","G6/G7","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Cheshire","SEO/HEO","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Cornwall and Isles of Scilly","AA/AO","125","120","21120","21170"
"In post","2022","Declared non-disabled","Unknown","Cornwall and Isles of Scilly","EO","55","55","27120","26670"
"In post","2022","Declared non-disabled","Unknown","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Cornwall and Isles of Scilly","SEO/HEO","35","35","34930","33300"
"In post","2022","Declared non-disabled","Unknown","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Cumbria","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Derbyshire and Nottinghamshire","AA/AO","105","100","21190","21170"
"In post","2022","Declared non-disabled","Unknown","Derbyshire and Nottinghamshire","EO","30","30","28070","27570"
"In post","2022","Declared non-disabled","Unknown","Derbyshire and Nottinghamshire","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Derbyshire and Nottinghamshire","SEO/HEO","75","70","40380","40060"
"In post","2022","Declared non-disabled","Unknown","Devon","AA/AO","185","175","20910","21170"
"In post","2022","Declared non-disabled","Unknown","Devon","EO","135","130","26880","26670"
"In post","2022","Declared non-disabled","Unknown","Devon","G6/G7","50","45","67050","65750"
"In post","2022","Declared non-disabled","Unknown","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Devon","SEO/HEO","130","125","38520","37580"
"In post","2022","Declared non-disabled","Unknown","Dorset and Somerset","AA/AO","220","215","20830","21170"
"In post","2022","Declared non-disabled","Unknown","Dorset and Somerset","EO","175","165","28290","26670"
"In post","2022","Declared non-disabled","Unknown","Dorset and Somerset","G6/G7","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Dorset and Somerset","SEO/HEO","100","95","38020","39000"
"In post","2022","Declared non-disabled","Unknown","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","East Anglia","AA/AO","735","670","21110","21680"
"In post","2022","Declared non-disabled","Unknown","East Anglia","EO","320","300","26760","26350"
"In post","2022","Declared non-disabled","Unknown","East Anglia","G6/G7","50","45","61150","54540"
"In post","2022","Declared non-disabled","Unknown","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","East Anglia","SEO/HEO","200","195","34980","33300"
"In post","2022","Declared non-disabled","Unknown","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","East Wales","AA/AO","585","535","22970","22960"
"In post","2022","Declared non-disabled","Unknown","East Wales","EO","745","695","28120","29430"
"In post","2022","Declared non-disabled","Unknown","East Wales","G6/G7","680","650","62060","61440"
"In post","2022","Declared non-disabled","Unknown","East Wales","SCS level","130","125","87640","80930"
"In post","2022","Declared non-disabled","Unknown","East Wales","SEO/HEO","1395","1320","40560","38160"
"In post","2022","Declared non-disabled","Unknown","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","East Yorkshire and Northern Lincolnshire","AA/AO","100","95","21070","21380"
"In post","2022","Declared non-disabled","Unknown","East Yorkshire and Northern Lincolnshire","EO","300","285","26590","26670"
"In post","2022","Declared non-disabled","Unknown","East Yorkshire and Northern Lincolnshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","East Yorkshire and Northern Lincolnshire","SEO/HEO","75","70","33300","33000"
"In post","2022","Declared non-disabled","Unknown","Eastern Scotland","AA/AO","910","880","23430","23230"
"In post","2022","Declared non-disabled","Unknown","Eastern Scotland","EO","875","845","28700","27940"
"In post","2022","Declared non-disabled","Unknown","Eastern Scotland","G6/G7","1275","1215","63880","62170"
"In post","2022","Declared non-disabled","Unknown","Eastern Scotland","SCS level","130","125","89600","83230"
"In post","2022","Declared non-disabled","Unknown","Eastern Scotland","SEO/HEO","2105","2025","39700","39660"
"In post","2022","Declared non-disabled","Unknown","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Essex","AA/AO","135","130","21840","21680"
"In post","2022","Declared non-disabled","Unknown","Essex","EO","425","380","27030","26350"
"In post","2022","Declared non-disabled","Unknown","Essex","G6/G7","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Essex","SEO/HEO","170","165","33800","31690"
"In post","2022","Declared non-disabled","Unknown","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","460","430","21290","21170"
"In post","2022","Declared non-disabled","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","EO","435","410","27460","26670"
"In post","2022","Declared non-disabled","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","150","140","61660","54550"
"In post","2022","Declared non-disabled","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","590","570","37400","36300"
"In post","2022","Declared non-disabled","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Greater Manchester","AA/AO","100","95","21270","21680"
"In post","2022","Declared non-disabled","Unknown","Greater Manchester","EO","595","560","25940","25260"
"In post","2022","Declared non-disabled","Unknown","Greater Manchester","G6/G7","115","110","56810","52340"
"In post","2022","Declared non-disabled","Unknown","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Greater Manchester","SEO/HEO","440","430","34190","31990"
"In post","2022","Declared non-disabled","Unknown","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Hampshire and Isle of Wight","AA/AO","480","450","21130","21170"
"In post","2022","Declared non-disabled","Unknown","Hampshire and Isle of Wight","EO","670","650","27780","26670"
"In post","2022","Declared non-disabled","Unknown","Hampshire and Isle of Wight","G6/G7","115","105","64200","60310"
"In post","2022","Declared non-disabled","Unknown","Hampshire and Isle of Wight","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Hampshire and Isle of Wight","SEO/HEO","695","680","37020","33630"
"In post","2022","Declared non-disabled","Unknown","Hampshire and Isle of Wight","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Herefordshire, Worcestershire and Warwickshire","AA/AO","150","140","21050","21170"
"In post","2022","Declared non-disabled","Unknown","Herefordshire, Worcestershire and Warwickshire","EO","70","65","27110","26670"
"In post","2022","Declared non-disabled","Unknown","Herefordshire, Worcestershire and Warwickshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","35","35","36040","36540"
"In post","2022","Declared non-disabled","Unknown","Highlands and Islands","AA/AO","375","360","23740","23230"
"In post","2022","Declared non-disabled","Unknown","Highlands and Islands","EO","200","190","30280","30040"
"In post","2022","Declared non-disabled","Unknown","Highlands and Islands","G6/G7","35","35","61850","62170"
"In post","2022","Declared non-disabled","Unknown","Highlands and Islands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Highlands and Islands","SEO/HEO","170","165","38880","38580"
"In post","2022","Declared non-disabled","Unknown","Inner London - East","AA/AO","60","55","24310","25630"
"In post","2022","Declared non-disabled","Unknown","Inner London - East","EO","170","160","29310","29030"
"In post","2022","Declared non-disabled","Unknown","Inner London - East","G6/G7","35","35","62230","58080"
"In post","2022","Declared non-disabled","Unknown","Inner London - East","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Inner London - East","SEO/HEO","95","95","38140","37620"
"In post","2022","Declared non-disabled","Unknown","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Inner London - West","AA/AO","325","295","24780","25630"
"In post","2022","Declared non-disabled","Unknown","Inner London - West","EO","555","535","29780","29080"
"In post","2022","Declared non-disabled","Unknown","Inner London - West","G6/G7","1560","1510","62020","58550"
"In post","2022","Declared non-disabled","Unknown","Inner London - West","SCS level","295","285","89000","81480"
"In post","2022","Declared non-disabled","Unknown","Inner London - West","SEO/HEO","1790","1755","40190","41950"
"In post","2022","Declared non-disabled","Unknown","Inner London - West","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Kent","AA/AO","230","215","21510","21680"
"In post","2022","Declared non-disabled","Unknown","Kent","EO","1250","1130","26350","25310"
"In post","2022","Declared non-disabled","Unknown","Kent","G6/G7","35","35","58360","52280"
"In post","2022","Declared non-disabled","Unknown","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Kent","SEO/HEO","390","375","33660","31760"
"In post","2022","Declared non-disabled","Unknown","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Lancashire","AA/AO","70","65","21320","21380"
"In post","2022","Declared non-disabled","Unknown","Lancashire","EO","65","60","26930","26670"
"In post","2022","Declared non-disabled","Unknown","Lancashire","G6/G7","35","30","67870","73200"
"In post","2022","Declared non-disabled","Unknown","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Lancashire","SEO/HEO","70","70","36220","35310"
"In post","2022","Declared non-disabled","Unknown","Leicestershire, Rutland and Northamptonshire","AA/AO","70","65","21180","21380"
"In post","2022","Declared non-disabled","Unknown","Leicestershire, Rutland and Northamptonshire","EO","140","125","26990","26160"
"In post","2022","Declared non-disabled","Unknown","Leicestershire, Rutland and Northamptonshire","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Leicestershire, Rutland and Northamptonshire","SEO/HEO","55","50","33590","31830"
"In post","2022","Declared non-disabled","Unknown","Lincolnshire","AA/AO","295","280","20910","21170"
"In post","2022","Declared non-disabled","Unknown","Lincolnshire","EO","85","80","27180","26670"
"In post","2022","Declared non-disabled","Unknown","Lincolnshire","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Lincolnshire","SEO/HEO","80","75","38620","37960"
"In post","2022","Declared non-disabled","Unknown","Merseyside","AA/AO","1620","1440","21300","21680"
"In post","2022","Declared non-disabled","Unknown","Merseyside","EO","1670","1555","25240","24890"
"In post","2022","Declared non-disabled","Unknown","Merseyside","G6/G7","185","180","55360","52280"
"In post","2022","Declared non-disabled","Unknown","Merseyside","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Merseyside","SEO/HEO","995","960","33610","30980"
"In post","2022","Declared non-disabled","Unknown","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","North Eastern Scotland","AA/AO","85","80","25050","24400"
"In post","2022","Declared non-disabled","Unknown","North Eastern Scotland","EO","140","135","29170","28980"
"In post","2022","Declared non-disabled","Unknown","North Eastern Scotland","G6/G7","50","50","63800","62170"
"In post","2022","Declared non-disabled","Unknown","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","North Eastern Scotland","SEO/HEO","180","170","38550","36700"
"In post","2022","Declared non-disabled","Unknown","North Yorkshire","AA/AO","350","335","21190","21170"
"In post","2022","Declared non-disabled","Unknown","North Yorkshire","EO","125","125","28400","26930"
"In post","2022","Declared non-disabled","Unknown","North Yorkshire","G6/G7","35","30","73440","75970"
"In post","2022","Declared non-disabled","Unknown","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","North Yorkshire","SEO/HEO","110","105","36620","35390"
"In post","2022","Declared non-disabled","Unknown","Northern Ireland","AA/AO","345","310","21610","21680"
"In post","2022","Declared non-disabled","Unknown","Northern Ireland","EO","195","190","26220","25310"
"In post","2022","Declared non-disabled","Unknown","Northern Ireland","G6/G7","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Northern Ireland","SEO/HEO","90","85","34720","33750"
"In post","2022","Declared non-disabled","Unknown","Northumberland, and Tyne and Wear","AA/AO","100","100","21230","21380"
"In post","2022","Declared non-disabled","Unknown","Northumberland, and Tyne and Wear","EO","160","150","26140","25380"
"In post","2022","Declared non-disabled","Unknown","Northumberland, and Tyne and Wear","G6/G7","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Northumberland, and Tyne and Wear","SEO/HEO","115","110","33980","32740"
"In post","2022","Declared non-disabled","Unknown","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Outer London - East and North East","AA/AO","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Outer London - East and North East","EO","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Outer London - East and North East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Outer London - East and North East","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Outer London - South","AA/AO","685","605","25040","25630"
"In post","2022","Declared non-disabled","Unknown","Outer London - South","EO","1045","975","29210","29080"
"In post","2022","Declared non-disabled","Unknown","Outer London - South","G6/G7","770","755","62630","59050"
"In post","2022","Declared non-disabled","Unknown","Outer London - South","SCS level","30","30","85080","79430"
"In post","2022","Declared non-disabled","Unknown","Outer London - South","SEO/HEO","1485","1440","39330","40410"
"In post","2022","Declared non-disabled","Unknown","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Outer London - West and North West","AA/AO","380","350","25090","25630"
"In post","2022","Declared non-disabled","Unknown","Outer London - West and North West","EO","1250","1130","29600","29030"
"In post","2022","Declared non-disabled","Unknown","Outer London - West and North West","G6/G7","75","70","62990","60730"
"In post","2022","Declared non-disabled","Unknown","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Outer London - West and North West","SEO/HEO","590","570","38070","35920"
"In post","2022","Declared non-disabled","Unknown","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Overseas","AA/AO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Overseas","EO","120","115","27550","27360"
"In post","2022","Declared non-disabled","Unknown","Overseas","G6/G7","55","55","64710","61750"
"In post","2022","Declared non-disabled","Unknown","Overseas","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Overseas","SEO/HEO","95","90","40650","40000"
"In post","2022","Declared non-disabled","Unknown","Overseas","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Shropshire and Staffordshire","AA/AO","210","200","21020","21170"
"In post","2022","Declared non-disabled","Unknown","Shropshire and Staffordshire","EO","225","220","28370","28800"
"In post","2022","Declared non-disabled","Unknown","Shropshire and Staffordshire","G6/G7","45","40","62480","54650"
"In post","2022","Declared non-disabled","Unknown","Shropshire and Staffordshire","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Shropshire and Staffordshire","SEO/HEO","220","210","36630","34320"
"In post","2022","Declared non-disabled","Unknown","South Yorkshire","AA/AO","650","560","21510","21680"
"In post","2022","Declared non-disabled","Unknown","South Yorkshire","EO","700","645","25350","25040"
"In post","2022","Declared non-disabled","Unknown","South Yorkshire","G6/G7","180","175","55780","52280"
"In post","2022","Declared non-disabled","Unknown","South Yorkshire","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","South Yorkshire","SEO/HEO","515","495","33750","31990"
"In post","2022","Declared non-disabled","Unknown","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Southern Scotland","AA/AO","205","195","25180","25930"
"In post","2022","Declared non-disabled","Unknown","Southern Scotland","EO","220","205","29830","30020"
"In post","2022","Declared non-disabled","Unknown","Southern Scotland","G6/G7","35","35","61760","62170"
"In post","2022","Declared non-disabled","Unknown","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Southern Scotland","SEO/HEO","160","155","38030","36130"
"In post","2022","Declared non-disabled","Unknown","Surrey, East and West Sussex","AA/AO","150","140","22110","22610"
"In post","2022","Declared non-disabled","Unknown","Surrey, East and West Sussex","EO","455","390","27830","26990"
"In post","2022","Declared non-disabled","Unknown","Surrey, East and West Sussex","G6/G7","65","60","58600","54760"
"In post","2022","Declared non-disabled","Unknown","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Surrey, East and West Sussex","SEO/HEO","195","190","35530","34290"
"In post","2022","Declared non-disabled","Unknown","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Tees Valley and Durham","AA/AO","470","380","21340","21680"
"In post","2022","Declared non-disabled","Unknown","Tees Valley and Durham","EO","190","175","25370","25260"
"In post","2022","Declared non-disabled","Unknown","Tees Valley and Durham","G6/G7","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Tees Valley and Durham","SEO/HEO","135","135","33880","31890"
"In post","2022","Declared non-disabled","Unknown","Unknown","AA/AO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","EO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","SEO/HEO","45","45","37400","37940"
"In post","2022","Declared non-disabled","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","West Central Scotland","AA/AO","645","605","21940","21680"
"In post","2022","Declared non-disabled","Unknown","West Central Scotland","EO","665","635","27190","27230"
"In post","2022","Declared non-disabled","Unknown","West Central Scotland","G6/G7","565","555","62820","62170"
"In post","2022","Declared non-disabled","Unknown","West Central Scotland","SCS level","30","30","84610","81020"
"In post","2022","Declared non-disabled","Unknown","West Central Scotland","SEO/HEO","1215","1185","38590","38020"
"In post","2022","Declared non-disabled","Unknown","West Midlands","AA/AO","190","170","21310","21680"
"In post","2022","Declared non-disabled","Unknown","West Midlands","EO","320","295","26070","25310"
"In post","2022","Declared non-disabled","Unknown","West Midlands","G6/G7","40","40","54110","52070"
"In post","2022","Declared non-disabled","Unknown","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","West Midlands","SEO/HEO","235","225","33780","31760"
"In post","2022","Declared non-disabled","Unknown","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","West Wales and The Valleys","AA/AO","415","385","23850","24630"
"In post","2022","Declared non-disabled","Unknown","West Wales and The Valleys","EO","490","460","28530","29430"
"In post","2022","Declared non-disabled","Unknown","West Wales and The Valleys","G6/G7","305","290","63040","61440"
"In post","2022","Declared non-disabled","Unknown","West Wales and The Valleys","SCS level","35","35","88880","79950"
"In post","2022","Declared non-disabled","Unknown","West Wales and The Valleys","SEO/HEO","1115","1065","41350","38160"
"In post","2022","Declared non-disabled","Unknown","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","West Yorkshire","AA/AO","95","90","21270","21680"
"In post","2022","Declared non-disabled","Unknown","West Yorkshire","EO","275","255","25580","24890"
"In post","2022","Declared non-disabled","Unknown","West Yorkshire","G6/G7","95","90","54410","52050"
"In post","2022","Declared non-disabled","Unknown","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","West Yorkshire","SEO/HEO","320","310","33710","31990"
"In post","2022","Declared non-disabled","Unknown","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","East Wales","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Analysis","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Analysis","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Greater Manchester","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Analysis","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Hampshire and Isle of Wight","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Analysis","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Inner London - East","G6/G7","25","25","[c]","[c]"
"In post","2022","Undeclared","Analysis","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Inner London - East","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Analysis","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Inner London - West","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Analysis","Inner London - West","G6/G7","45","45","60660","60610"
"In post","2022","Undeclared","Analysis","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Inner London - West","SEO/HEO","50","45","38580","37970"
"In post","2022","Undeclared","Analysis","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","South Yorkshire","EO","[c]","[c]","[c]","[c]"
