"Status","Year","Function_of_post","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","Greater Manchester South West","SEO/HEO","HEO","65","60","32850","33370"
"In post","2022","Human Resources","Greater Manchester South West","SEO/HEO","SEO","90","90","39220","40180"
"In post","2022","Human Resources","Gwent Valleys","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Gwent Valleys","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Gwynedd","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Gwynedd","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Gwynedd","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Hackney and Newham","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Human Resources","Hackney and Newham","EO","EO","25","20","31260","31020"
"In post","2022","Human Resources","Hackney and Newham","G6/G7","G6","15","15","73010","74850"
"In post","2022","Human Resources","Hackney and Newham","G6/G7","G7","30","30","61180","62120"
"In post","2022","Human Resources","Hackney and Newham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Hackney and Newham","SEO/HEO","HEO","30","30","37680","37930"
"In post","2022","Human Resources","Hackney and Newham","SEO/HEO","SEO","20","20","45470","45000"
"In post","2022","Human Resources","Haringey and Islington","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Haringey and Islington","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Haringey and Islington","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Harrow and Hillingdon","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Harrow and Hillingdon","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Harrow and Hillingdon","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Harrow and Hillingdon","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Harrow and Hillingdon","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Harrow and Hillingdon","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Hartlepool and Stockton-on-Tees","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Hartlepool and Stockton-on-Tees","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Hartlepool and Stockton-on-Tees","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Hartlepool and Stockton-on-Tees","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Heart of Essex","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Heart of Essex","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Heart of Essex","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Heart of Essex","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Heart of Essex","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Herefordshire, County of","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Hertfordshire CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Hertfordshire CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Hertfordshire CC","EO","EO","15","15","30200","30470"
"In post","2022","Human Resources","Hertfordshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Hertfordshire CC","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Human Resources","Hertfordshire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Hertfordshire CC","SEO/HEO","HEO","15","15","37410","37000"
"In post","2022","Human Resources","Hertfordshire CC","SEO/HEO","SEO","10","10","43100","44500"
"In post","2022","Human Resources","Hounslow and Richmond upon Thames","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Hounslow and Richmond upon Thames","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Hounslow and Richmond upon Thames","EO","EO","10","5","[c]","[c]"
"In post","2022","Human Resources","Hounslow and Richmond upon Thames","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Hounslow and Richmond upon Thames","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Human Resources","Hounslow and Richmond upon Thames","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Hounslow and Richmond upon Thames","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Inverclyde, East Renfrewshire, and Renfrewshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Isle of Anglesey","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Isle of Anglesey","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Isle of Anglesey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Isle of Wight","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Isle of Wight","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kent Thames Gateway","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kent Thames Gateway","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Human Resources","Kent Thames Gateway","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Kingston upon Hull, City of","EO","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Kingston upon Hull, City of","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kingston upon Hull, City of","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kingston upon Hull, City of","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lambeth","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lambeth","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Human Resources","Lambeth","EO","EO","35","35","29060","26880"
"In post","2022","Human Resources","Lambeth","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Human Resources","Lambeth","G6/G7","G7","20","20","55360","53860"
"In post","2022","Human Resources","Lambeth","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Human Resources","Lambeth","SEO/HEO","HEO","50","50","37010","35940"
"In post","2022","Human Resources","Lambeth","SEO/HEO","SEO","20","20","44910","41950"
"In post","2022","Human Resources","Lancaster and Wyre","AA/AO","AA","15","15","19810","19810"
"In post","2022","Human Resources","Lancaster and Wyre","AA/AO","AO","70","60","21570","21380"
"In post","2022","Human Resources","Lancaster and Wyre","EO","EO","90","80","27140","26670"
"In post","2022","Human Resources","Lancaster and Wyre","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lancaster and Wyre","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lancaster and Wyre","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lancaster and Wyre","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lancaster and Wyre","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leeds","AA/AO","AO","20","15","21370","21260"
"In post","2022","Human Resources","Leeds","EO","EO","70","65","26570","26980"
"In post","2022","Human Resources","Leeds","G6/G7","G6","35","35","63570","62320"
"In post","2022","Human Resources","Leeds","G6/G7","G7","95","95","51870","49700"
"In post","2022","Human Resources","Leeds","SCS level","SCS level","10","10","86750","78400"
"In post","2022","Human Resources","Leeds","SEO/HEO","HEO","95","95","31890","31990"
"In post","2022","Human Resources","Leeds","SEO/HEO","SEO","90","85","38340","37300"
"In post","2022","Human Resources","Leicester","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicester","EO","EO","10","10","27970","27570"
"In post","2022","Human Resources","Leicester","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicester","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicester","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicester","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Leicestershire CC and Rutland","EO","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Leicestershire CC and Rutland","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Human Resources","Leicestershire CC and Rutland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lewisham and Southwark","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lewisham and Southwark","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lewisham and Southwark","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lewisham and Southwark","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lewisham and Southwark","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lincolnshire CC","AA/AO","AO","15","15","21560","21380"
"In post","2022","Human Resources","Lincolnshire CC","EO","EO","10","10","[c]","[c]"
"In post","2022","Human Resources","Lincolnshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lincolnshire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lincolnshire CC","SEO/HEO","HEO","15","10","32260","31970"
"In post","2022","Human Resources","Lincolnshire CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lisburn and Castlereagh","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lisburn and Castlereagh","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lisburn and Castlereagh","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Liverpool","AA/AO","AO","55","50","21520","21250"
"In post","2022","Human Resources","Liverpool","EO","EO","50","50","26100","26590"
"In post","2022","Human Resources","Liverpool","G6/G7","G6","10","10","65970","66810"
"In post","2022","Human Resources","Liverpool","G6/G7","G7","30","30","54280","55210"
"In post","2022","Human Resources","Liverpool","SEO/HEO","HEO","45","40","31890","33080"
"In post","2022","Human Resources","Liverpool","SEO/HEO","SEO","30","30","39100","40180"
"In post","2022","Human Resources","Luton","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Luton","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Manchester","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Manchester","AA/AO","AO","20","20","21900","21410"
"In post","2022","Human Resources","Manchester","EO","EO","45","45","26450","26820"
"In post","2022","Human Resources","Manchester","G6/G7","G6","15","15","64600","65000"
"In post","2022","Human Resources","Manchester","G6/G7","G7","45","45","54560","55210"
"In post","2022","Human Resources","Manchester","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Human Resources","Manchester","SEO/HEO","HEO","85","80","32830","33080"
"In post","2022","Human Resources","Manchester","SEO/HEO","SEO","50","45","40020","40520"
"In post","2022","Human Resources","Medway","EO","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Medway","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Medway","SEO/HEO","HEO","15","15","33840","32550"
"In post","2022","Human Resources","Medway","SEO/HEO","SEO","10","5","[c]","[c]"
"In post","2022","Human Resources","Merton, Kingston upon Thames and Sutton","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Merton, Kingston upon Thames and Sutton","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Merton, Kingston upon Thames and Sutton","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Mid Kent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Mid Kent","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Mid Kent","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Mid Kent","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Mid Lancashire","AA/AO","AO","10","5","[c]","[c]"
"In post","2022","Human Resources","Mid Lancashire","EO","EO","40","40","27250","27570"
"In post","2022","Human Resources","Mid Lancashire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Mid Lancashire","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Human Resources","Mid Lancashire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Mid Lancashire","SEO/HEO","HEO","10","10","33190","33330"
"In post","2022","Human Resources","Mid Lancashire","SEO/HEO","SEO","10","10","42730","41100"
"In post","2022","Human Resources","Milton Keynes","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Human Resources","Milton Keynes","EO","EO","20","15","27170","26590"
"In post","2022","Human Resources","Milton Keynes","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Milton Keynes","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Human Resources","Milton Keynes","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Milton Keynes","SEO/HEO","SEO","10","10","44250","43160"
"In post","2022","Human Resources","Monmouthshire and Newport","AA/AO","AO","20","15","21150","21310"
"In post","2022","Human Resources","Monmouthshire and Newport","EO","EO","40","35","25290","24250"
"In post","2022","Human Resources","Monmouthshire and Newport","G6/G7","G6","10","10","62830","61680"
"In post","2022","Human Resources","Monmouthshire and Newport","G6/G7","G7","35","35","53200","51210"
"In post","2022","Human Resources","Monmouthshire and Newport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Monmouthshire and Newport","SEO/HEO","HEO","90","80","31170","30810"
"In post","2022","Human Resources","Monmouthshire and Newport","SEO/HEO","SEO","45","40","38770","39290"
"In post","2022","Human Resources","North and North East Lincolnshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North and North East Lincolnshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North and North East Lincolnshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North and West Norfolk","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North and West Norfolk","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Hampshire","AA/AO","AO","10","10","21630","21270"
"In post","2022","Human Resources","North Hampshire","EO","EO","10","10","[c]","[c]"
"In post","2022","Human Resources","North Hampshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Hampshire","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Human Resources","North Hampshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Hampshire","SEO/HEO","HEO","15","15","34500","33300"
"In post","2022","Human Resources","North Hampshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Human Resources","North Lanarkshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Lanarkshire","AA/AO","AO","60","50","21860","22080"
"In post","2022","Human Resources","North Lanarkshire","EO","EO","45","40","27320","26820"
"In post","2022","Human Resources","North Lanarkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Lanarkshire","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Human Resources","North Lanarkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Lanarkshire","SEO/HEO","HEO","25","25","33620","33370"
"In post","2022","Human Resources","North Lanarkshire","SEO/HEO","SEO","10","10","39160","40520"
"In post","2022","Human Resources","North Northamptonshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Northamptonshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Nottinghamshire","EO","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","North Nottinghamshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Nottinghamshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire CC","SEO/HEO","HEO","10","10","33400","33300"
"In post","2022","Human Resources","North Yorkshire CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northumberland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northumberland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northumberland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Norwich and East Norfolk","AA/AO","AO","10","10","20800","20750"
"In post","2022","Human Resources","Norwich and East Norfolk","EO","EO","20","20","25480","24250"
"In post","2022","Human Resources","Norwich and East Norfolk","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Norwich and East Norfolk","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Human Resources","Norwich and East Norfolk","SEO/HEO","HEO","15","10","32340","31210"
"In post","2022","Human Resources","Norwich and East Norfolk","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Nottingham","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Nottingham","AA/AO","AO","20","20","21790","22080"
"In post","2022","Human Resources","Nottingham","EO","EO","100","95","26720","27130"
"In post","2022","Human Resources","Nottingham","G6/G7","G6","20","20","64710","67910"
"In post","2022","Human Resources","Nottingham","G6/G7","G7","55","55","54320","55210"
"In post","2022","Human Resources","Nottingham","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Human Resources","Nottingham","SEO/HEO","HEO","135","130","32950","33370"
"In post","2022","Human Resources","Nottingham","SEO/HEO","SEO","100","95","40420","40520"
"In post","2022","Human Resources","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Human Resources","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","SEO/HEO","HEO","15","15","34020","33300"
"In post","2022","Human Resources","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Oxfordshire CC","EO","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Oxfordshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Oxfordshire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Oxfordshire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Oxfordshire CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Perth and Kinross, and Stirling","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Perth and Kinross, and Stirling","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Perth and Kinross, and Stirling","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Perth and Kinross, and Stirling","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Perth and Kinross, and Stirling","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Perth and Kinross, and Stirling","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Peterborough","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Peterborough","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Peterborough","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Peterborough","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Peterborough","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Peterborough","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Plymouth","EO","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Plymouth","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Plymouth","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Plymouth","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Plymouth","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Human Resources","Portsmouth","AA/AO","AO","25","20","21300","21170"
"In post","2022","Human Resources","Portsmouth","EO","EO","30","30","27140","26760"
"In post","2022","Human Resources","Portsmouth","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Human Resources","Portsmouth","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Human Resources","Portsmouth","SEO/HEO","HEO","15","15","33330","33300"
"In post","2022","Human Resources","Portsmouth","SEO/HEO","SEO","15","15","39980","40580"
"In post","2022","Human Resources","Powys","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Powys","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Powys","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Redbridge and Waltham Forest","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Redbridge and Waltham Forest","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Redbridge and Waltham Forest","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sandwell","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sandwell","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sefton","AA/AO","AO","20","15","21310","20730"
"In post","2022","Human Resources","Sefton","EO","EO","30","30","26980","27570"
"In post","2022","Human Resources","Sefton","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Human Resources","Sefton","G6/G7","G7","25","20","54240","53430"
"In post","2022","Human Resources","Sefton","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Sefton","SEO/HEO","HEO","40","40","32140","31830"
"In post","2022","Human Resources","Sefton","SEO/HEO","SEO","30","25","39490","39370"
"In post","2022","Human Resources","Sheffield","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Human Resources","Sheffield","EO","EO","50","45","26680","27570"
"In post","2022","Human Resources","Sheffield","G6/G7","G6","15","15","62850","60740"
"In post","2022","Human Resources","Sheffield","G6/G7","G7","40","35","50540","49610"
"In post","2022","Human Resources","Sheffield","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Human Resources","Sheffield","SEO/HEO","HEO","55","50","32060","31990"
"In post","2022","Human Resources","Sheffield","SEO/HEO","SEO","40","35","37410","37100"
"In post","2022","Human Resources","Sheffield","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Shropshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Shropshire","EO","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Shropshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Shropshire","SEO/HEO","HEO","10","10","32520","33100"
"In post","2022","Human Resources","Shropshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Solihull","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Somerset CC","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Human Resources","Somerset CC","EO","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Somerset CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Somerset CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Somerset CC","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Human Resources","Somerset CC","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Human Resources","South and West Derbyshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South and West Derbyshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South and West Derbyshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Human Resources","South and West Derbyshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Ayrshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Hampshire","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Human Resources","South Hampshire","EO","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","South Hampshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Hampshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Human Resources","South Hampshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Hampshire","SEO/HEO","HEO","10","10","31470","31570"
"In post","2022","Human Resources","South Hampshire","SEO/HEO","SEO","10","10","37620","37210"
"In post","2022","Human Resources","South Lanarkshire","AA/AO","AO","10","10","21690","21740"
"In post","2022","Human Resources","South Lanarkshire","EO","EO","25","20","25880","26120"
"In post","2022","Human Resources","South Lanarkshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Human Resources","South Lanarkshire","G6/G7","G7","10","10","51140","53110"
"In post","2022","Human Resources","South Lanarkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Lanarkshire","SEO/HEO","HEO","20","20","33160","33650"
"In post","2022","Human Resources","South Lanarkshire","SEO/HEO","SEO","10","10","39600","40520"
"In post","2022","Human Resources","South Nottinghamshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Nottinghamshire","G6/G7","G6","[c]","[c]","[c]","[c]"
