"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Property","Operational Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Operational Delivery","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Operational Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Operational Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other","AA","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","AA","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","EO","Heterosexual / straight","120","[c]","25720","25000"
"New entrant CS","2022","Property","Property","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","EO","Unknown","100","[c]","25970","25000"
"New entrant CS","2022","Property","Property","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","G7","Heterosexual / straight","60","[c]","51830","50430"
"New entrant CS","2022","Property","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","HEO","Heterosexual / straight","115","[c]","31910","33000"
"New entrant CS","2022","Property","Property","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","HEO","Unknown","60","[c]","30710","31000"
"New entrant CS","2022","Property","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","SEO","Heterosexual / straight","80","[c]","40480","40000"
"New entrant CS","2022","Property","Property","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","SEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","SEO","Unknown","35","[c]","42840","43790"
"New entrant CS","2022","Property","Security","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Digital, Data and Technology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Digital, Data and Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Digital, Data and Technology","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Digital, Data and Technology","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Digital, Data and Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Human Resources","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Intelligence Analysis","EO","Heterosexual / straight","30","[c]","27830","28700"
"New entrant CS","2022","Security","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Intelligence Analysis","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Intelligence Analysis","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Security","Intelligence Analysis","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Intelligence Analysis","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Intelligence Analysis","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Intelligence Analysis","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Intelligence Analysis","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Intelligence Analysis","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Intelligence Analysis","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Intelligence Analysis","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Intelligence Analysis","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Intelligence Analysis","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Intelligence Analysis","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Knowledge and Information Management","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Knowledge and Information Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Knowledge and Information Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Knowledge and Information Management","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Knowledge and Information Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Other","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","AA","Heterosexual / straight","105","[c]","23470","25000"
"New entrant CS","2022","Security","Security","AA","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","AA","Unknown","105","[c]","23190","22630"
"New entrant CS","2022","Security","Security","AO","Heterosexual / straight","135","[c]","26310","24180"
"New entrant CS","2022","Security","Security","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","AO","Unknown","110","[c]","26600","24360"
"New entrant CS","2022","Security","Security","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","HEO","Heterosexual / straight","35","[c]","33260","31800"
"New entrant CS","2022","Security","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","EO","Heterosexual / straight","40","[c]","24740","23850"
"New entrant CS","2022","Security","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","EO","Unknown","45","[c]","25190","23980"
"New entrant CS","2022","Security","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","HEO","Heterosexual / straight","35","[c]","32440","32000"
"New entrant CS","2022","Security","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","EO","Unknown","35","[c]","27840","28650"
"New entrant CS","2022","Unknown","Digital, Data and Technology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","G6","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","G7","Unknown","55","[c]","59160","57430"
"New entrant CS","2022","Unknown","Digital, Data and Technology","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","HEO","Unknown","45","[c]","33720","35050"
"New entrant CS","2022","Unknown","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","SEO","Unknown","35","[c]","41820","41950"
"New entrant CS","2022","Unknown","Economics","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","HEO","LGBO","[c]","[c]","[c]","[c]"
