"Status","Year","Region_ITL1","Region_ITL2","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","Female","730","620","26010","24090"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","Male","390","380","29530","27570"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","Female","290","245","27140","27570"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","Male","130","125","30710","27570"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","Female","595","540","29750","27570"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","Male","505","485","30360","27570"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","Female","4910","4490","32130","27570"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","Male","3920","3800","33230","30090"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","Female","700","620","32080","27570"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","Male","500","465","36680","31650"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","Female","555","515","32770","27700"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","Male","490","470","32160","29180"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","Female","1575","1390","27400","25120"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","Male","1040","995","28010","27130"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Female","1050","945","28310","26160"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Male","940","910","31330","27570"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Female","395","335","25550","22510"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Male","170","165","27320","27570"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Female","685","615","27460","25120"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Male","425","415","28970","27380"
"In post","2022","East Midlands (England)","Lincolnshire","Lincolnshire CC","Female","1570","1445","27690","26310"
"In post","2022","East Midlands (England)","Lincolnshire","Lincolnshire CC","Male","1445","1395","30160","27570"
"In post","2022","East of England","Bedfordshire and Hertfordshire","Bedford","Female","485","435","29730","27570"
"In post","2022","East of England","Bedfordshire and Hertfordshire","Bedford","Male","375","370","31880","28820"
"In post","2022","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","Female","190","180","29560","26780"
"In post","2022","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","Male","250","245","33120","32270"
"In post","2022","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","Female","1700","1570","35150","30380"
"In post","2022","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","Male","1140","1115","36910","32120"
"In post","2022","East of England","Bedfordshire and Hertfordshire","Luton","Female","325","290","26990","27370"
"In post","2022","East of England","Bedfordshire and Hertfordshire","Luton","Male","235","215","28990","27570"
"In post","2022","East of England","East Anglia","Breckland and South Norfolk","Female","230","210","29380","26800"
"In post","2022","East of England","East Anglia","Breckland and South Norfolk","Male","285","275","29650","27120"
"In post","2022","East of England","East Anglia","Cambridgeshire CC","Female","1645","1540","31770","28200"
"In post","2022","East of England","East Anglia","Cambridgeshire CC","Male","1840","1780","35070","31900"
"In post","2022","East of England","East Anglia","North and West Norfolk","Female","425","380","26990","26330"
"In post","2022","East of England","East Anglia","North and West Norfolk","Male","515","495","29600","28010"
"In post","2022","East of England","East Anglia","Norwich and East Norfolk","Female","1075","935","28430","27570"
"In post","2022","East of England","East Anglia","Norwich and East Norfolk","Male","930","900","30890","27570"
"In post","2022","East of England","East Anglia","Peterborough","Female","1000","875","28100","25310"
"In post","2022","East of England","East Anglia","Peterborough","Male","635","600","30380","27130"
"In post","2022","East of England","East Anglia","Suffolk CC","Female","2255","2025","28730","26930"
"In post","2022","East of England","East Anglia","Suffolk CC","Male","2075","2015","30870","28310"
"In post","2022","East of England","Essex","Essex Haven Gateway","Female","510","465","30510","29290"
"In post","2022","East of England","Essex","Essex Haven Gateway","Male","445","430","33090","29290"
"In post","2022","East of England","Essex","Essex Thames Gateway","Female","710","625","27870","25210"
"In post","2022","East of England","Essex","Essex Thames Gateway","Male","245","235","28300","29170"
"In post","2022","East of England","Essex","Heart of Essex","Female","735","680","31580","29290"
"In post","2022","East of England","Essex","Heart of Essex","Male","510","500","33560","30450"
"In post","2022","East of England","Essex","Southend-on-Sea","Female","660","575","31910","29290"
"In post","2022","East of England","Essex","Southend-on-Sea","Male","445","425","36050","33370"
"In post","2022","East of England","Essex","Thurrock","Female","180","165","27510","27110"
"In post","2022","East of England","Essex","Thurrock","Male","190","185","27110","25310"
"In post","2022","East of England","Essex","West Essex","Female","355","315","32480","29290"
"In post","2022","East of England","Essex","West Essex","Male","335","305","30570","27370"
"In post","2022","London","Inner London - East","Hackney and Newham","Female","3515","3250","38350","33440"
"In post","2022","London","Inner London - East","Hackney and Newham","Male","3055","2970","41820","37930"
"In post","2022","London","Inner London - East","Haringey and Islington","Female","905","845","31550","31060"
"In post","2022","London","Inner London - East","Haringey and Islington","Male","690","675","33300","31880"
"In post","2022","London","Inner London - East","Lambeth","Female","1910","1810","41210","36330"
"In post","2022","London","Inner London - East","Lambeth","Male","1510","1485","44550","40060"
"In post","2022","London","Inner London - East","Lewisham and Southwark","Female","845","810","34190","31060"
"In post","2022","London","Inner London - East","Lewisham and Southwark","Male","560","530","34800","31060"
"In post","2022","London","Inner London - East","Tower Hamlets","Female","3190","3035","46910","41750"
"In post","2022","London","Inner London - East","Tower Hamlets","Male","2875","2835","51610","50080"
"In post","2022","London","Inner London - West","Camden and City of London","Female","1100","1030","36260","29210"
"In post","2022","London","Inner London - West","Camden and City of London","Male","995","975","42430","32880"
"In post","2022","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Female","455","430","32570","31060"
"In post","2022","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Male","430","420","33680","32190"
"In post","2022","London","Inner London - West","Wandsworth","Female","515","480","31600","30520"
"In post","2022","London","Inner London - West","Wandsworth","Male","475","465","33530","33500"
"In post","2022","London","Inner London - West","Westminster","Female","30615","29435","47250","42510"
"In post","2022","London","Inner London - West","Westminster","Male","26180","25905","49900","46410"
"In post","2022","London","Inner London - West","Westminster","Unknown","5","5","[c]","[c]"
"In post","2022","London","Outer London - East and North East","Barking & Dagenham and Havering","Female","440","390","31330","31060"
"In post","2022","London","Outer London - East and North East","Barking & Dagenham and Havering","Male","255","245","32180","31060"
"In post","2022","London","Outer London - East and North East","Bexley and Greenwich","Female","945","885","30870","30550"
"In post","2022","London","Outer London - East and North East","Bexley and Greenwich","Male","850","825","33730","33490"
"In post","2022","London","Outer London - East and North East","Enfield","Female","240","215","31330","31060"
"In post","2022","London","Outer London - East and North East","Enfield","Male","115","110","33030","31060"
"In post","2022","London","Outer London - East and North East","Redbridge and Waltham Forest","Female","815","725","29830","30330"
"In post","2022","London","Outer London - East and North East","Redbridge and Waltham Forest","Male","405","395","30720","31060"
"In post","2022","London","Outer London - South","Bromley","Female","420","380","31760","31060"
"In post","2022","London","Outer London - South","Bromley","Male","150","140","32750","31060"
"In post","2022","London","Outer London - South","Croydon","Female","5860","5460","38010","35050"
"In post","2022","London","Outer London - South","Croydon","Male","4695","4605","41680","37610"
"In post","2022","London","Outer London - South","Merton, Kingston upon Thames and Sutton","Female","420","390","32240","31060"
"In post","2022","London","Outer London - South","Merton, Kingston upon Thames and Sutton","Male","270","270","34990","31060"
"In post","2022","London","Outer London - West and North West","Barnet","Female","1135","1045","38240","32330"
"In post","2022","London","Outer London - West and North West","Barnet","Male","660","640","42050","36820"
"In post","2022","London","Outer London - West and North West","Brent","Female","395","360","31220","31060"
"In post","2022","London","Outer London - West and North West","Brent","Male","225","215","34350","31060"
"In post","2022","London","Outer London - West and North West","Ealing","Female","325","300","33060","31060"
"In post","2022","London","Outer London - West and North West","Ealing","Male","175","170","33090","31060"
"In post","2022","London","Outer London - West and North West","Harrow and Hillingdon","Female","1580","1420","31470","29370"
"In post","2022","London","Outer London - West and North West","Harrow and Hillingdon","Male","1675","1580","31710","29270"
"In post","2022","London","Outer London - West and North West","Hounslow and Richmond upon Thames","Female","1550","1440","32290","31020"
"In post","2022","London","Outer London - West and North West","Hounslow and Richmond upon Thames","Male","1400","1355","33940","31870"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","Northumberland","Female","295","255","29460","27570"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","Northumberland","Male","185","180","31750","27570"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","Sunderland","Female","3015","2465","25450","22080"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","Sunderland","Male","1310","1225","27610","26820"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","Tyneside","Female","10185","8970","29590","26820"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","Tyneside","Male","8265","7980","32660","27570"
"In post","2022","North East (England)","Tees Valley and Durham","Darlington","Female","820","765","35950","30710"
"In post","2022","North East (England)","Tees Valley and Durham","Darlington","Male","495","490","38320","36500"
"In post","2022","North East (England)","Tees Valley and Durham","Durham","Female","3280","2895","27020","24840"
"In post","2022","North East (England)","Tees Valley and Durham","Durham","Male","2440","2270","29040","27130"
"In post","2022","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Female","960","850","27330","27570"
"In post","2022","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Male","705","675","28520","27570"
"In post","2022","North East (England)","Tees Valley and Durham","South Teesside","Female","780","680","27350","27370"
"In post","2022","North East (England)","Tees Valley and Durham","South Teesside","Male","380","370","26580","25120"
"In post","2022","North West (England)","Cheshire","Cheshire East","Female","740","680","30170","26670"
"In post","2022","North West (England)","Cheshire","Cheshire East","Male","485","465","30320","27570"
"In post","2022","North West (England)","Cheshire","Cheshire West and Chester","Female","325","295","28250","27570"
"In post","2022","North West (England)","Cheshire","Cheshire West and Chester","Male","185","175","29220","27570"
"In post","2022","North West (England)","Cheshire","Warrington","Female","1430","1325","31760","30480"
"In post","2022","North West (England)","Cheshire","Warrington","Male","1220","1190","35420","33520"
"In post","2022","North West (England)","Cumbria","East Cumbria","Female","570","505","28460","25190"
"In post","2022","North West (England)","Cumbria","East Cumbria","Male","445","430","28920","25360"
"In post","2022","North West (England)","Cumbria","West Cumbria","Female","770","670","26560","24920"
"In post","2022","North West (England)","Cumbria","West Cumbria","Male","530","520","32220","27570"
"In post","2022","North West (England)","Greater Manchester","Greater Manchester North East","Female","770","700","28010","27570"
"In post","2022","North West (England)","Greater Manchester","Greater Manchester North East","Male","480","460","28960","27570"
"In post","2022","North West (England)","Greater Manchester","Greater Manchester North West","Female","1440","1260","25590","23460"
"In post","2022","North West (England)","Greater Manchester","Greater Manchester North West","Male","700","670","26930","27120"
"In post","2022","North West (England)","Greater Manchester","Greater Manchester South East","Female","695","615","25960","23240"
"In post","2022","North West (England)","Greater Manchester","Greater Manchester South East","Male","370","355","26120","26350"
"In post","2022","North West (England)","Greater Manchester","Greater Manchester South West","Female","3620","3340","31730","27570"
"In post","2022","North West (England)","Greater Manchester","Greater Manchester South West","Male","3645","3550","33190","30360"
"In post","2022","North West (England)","Greater Manchester","Manchester","Female","5105","4770","33630","29500"
"In post","2022","North West (England)","Greater Manchester","Manchester","Male","4785","4655","35360","31950"
"In post","2022","North West (England)","Lancashire","Blackburn with Darwen","Female","285","245","27220","27570"
"In post","2022","North West (England)","Lancashire","Blackburn with Darwen","Male","195","185","27450","27570"
"In post","2022","North West (England)","Lancashire","Blackpool","Female","3395","3020","28820","27570"
"In post","2022","North West (England)","Lancashire","Blackpool","Male","2160","2095","31700","27570"
"In post","2022","North West (England)","Lancashire","Chorley and West Lancashire","Female","710","655","29210","27380"
"In post","2022","North West (England)","Lancashire","Chorley and West Lancashire","Male","725","675","31200","28860"
"In post","2022","North West (England)","Lancashire","East Lancashire","Female","360","320","27040","27570"
"In post","2022","North West (England)","Lancashire","East Lancashire","Male","185","175","27980","27570"
