"Status","Year","Age","Parent_department","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","National Crime Agency","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","East Midlands (England)","EO","20","20","31510","32770"
"In post","2022","30-39","National Crime Agency","East Midlands (England)","HEO","10","10","39750","38540"
"In post","2022","30-39","National Crime Agency","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","East of England","EO","20","20","34770","34140"
"In post","2022","30-39","National Crime Agency","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","East of England","HEO","5","5","[c]","[c]"
"In post","2022","30-39","National Crime Agency","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","London","AO","15","10","25250","24470"
"In post","2022","30-39","National Crime Agency","London","EO","165","160","36110","36200"
"In post","2022","30-39","National Crime Agency","London","G6","10","10","72980","71700"
"In post","2022","30-39","National Crime Agency","London","G7","35","35","59920","59180"
"In post","2022","30-39","National Crime Agency","London","HEO","125","120","43180","43630"
"In post","2022","30-39","National Crime Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","London","SEO","65","60","48920","48900"
"In post","2022","30-39","National Crime Agency","North East (England)","EO","10","10","[c]","[c]"
"In post","2022","30-39","National Crime Agency","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","North West (England)","AO","10","10","21790","21050"
"In post","2022","30-39","National Crime Agency","North West (England)","EO","235","235","32630","32770"
"In post","2022","30-39","National Crime Agency","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","North West (England)","G7","5","5","[c]","[c]"
"In post","2022","30-39","National Crime Agency","North West (England)","HEO","95","95","38850","36950"
"In post","2022","30-39","National Crime Agency","North West (England)","SEO","45","45","45490","45480"
"In post","2022","30-39","National Crime Agency","Northern Ireland","EO","15","15","32220","32770"
"In post","2022","30-39","National Crime Agency","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Northern Ireland","HEO","5","5","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Overseas","HEO","15","15","50130","47930"
"In post","2022","30-39","National Crime Agency","Overseas","SEO","5","5","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Scotland","EO","5","5","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","South East (England)","EO","45","45","35930","36410"
"In post","2022","30-39","National Crime Agency","South East (England)","HEO","15","15","43900","43630"
"In post","2022","30-39","National Crime Agency","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","South West (England)","EO","70","70","32850","32770"
"In post","2022","30-39","National Crime Agency","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","South West (England)","HEO","40","35","38710","36740"
"In post","2022","30-39","National Crime Agency","South West (England)","SEO","20","20","45900","45480"
"In post","2022","30-39","National Crime Agency","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Wales","EO","10","10","33970","33450"
"In post","2022","30-39","National Crime Agency","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","West Midlands (England)","AO","5","5","[c]","[c]"
"In post","2022","30-39","National Crime Agency","West Midlands (England)","EO","70","70","32770","32770"
"In post","2022","30-39","National Crime Agency","West Midlands (England)","G7","5","5","[c]","[c]"
"In post","2022","30-39","National Crime Agency","West Midlands (England)","HEO","35","35","39290","36740"
"In post","2022","30-39","National Crime Agency","West Midlands (England)","SEO","10","10","45830","45480"
"In post","2022","30-39","National Crime Agency","Yorkshire and The Humber","EO","35","35","33710","32770"
"In post","2022","30-39","National Crime Agency","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","National Crime Agency","Yorkshire and The Humber","HEO","15","15","40830","40210"
"In post","2022","30-39","National Crime Agency","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","London","G7","10","10","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","London","HEO","5","5","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","London","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","London","SEO","5","5","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Northern Ireland","G7","10","10","54240","52030"
"In post","2022","30-39","Northern Ireland Office","Northern Ireland","HEO","5","5","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland Office","Northern Ireland","SEO","15","15","39090","36720"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","AO","5","5","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","HEO","10","10","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","SEO","10","10","45910","46360"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","East of England","G7","5","5","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","East of England","SEO","5","5","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","London","G6","5","5","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","London","G7","10","10","66520","62810"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","London","HEO","10","10","35170","35010"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","London","SEO","20","20","44850","42850"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","North West (England)","AO","30","25","21380","21410"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","North West (England)","EO","25","20","25840","25880"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","North West (England)","G6","5","5","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","North West (England)","G7","15","15","61240","59810"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","North West (England)","HEO","30","30","31910","32010"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","North West (England)","SEO","35","30","42300","39850"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","South East (England)","SEO","10","10","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","South West (England)","AO","10","5","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","South West (England)","EO","15","15","25880","25880"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","South West (England)","G7","20","15","64100","59810"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","South West (England)","HEO","25","25","31980","32010"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","South West (England)","SEO","20","20","43200","39850"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","G7","5","5","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","SEO","15","15","47520","51360"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","G7","5","5","[c]","[c]"
"In post","2022","30-39","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","SEO","5","5","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","London","EO","30","30","27750","27470"
"In post","2022","30-39","Office of Gas and Electricity Markets","London","G6","20","20","72070","72910"
"In post","2022","30-39","Office of Gas and Electricity Markets","London","G7","100","100","55570","54210"
"In post","2022","30-39","Office of Gas and Electricity Markets","London","HEO","50","50","35950","36000"
"In post","2022","30-39","Office of Gas and Electricity Markets","London","SCS level","10","10","86760","83950"
"In post","2022","30-39","Office of Gas and Electricity Markets","London","SEO","25","20","42360","41810"
"In post","2022","30-39","Office of Gas and Electricity Markets","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Scotland","AO","10","10","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Scotland","EO","55","55","24310","24000"
"In post","2022","30-39","Office of Gas and Electricity Markets","Scotland","G6","10","10","68060","67380"
"In post","2022","30-39","Office of Gas and Electricity Markets","Scotland","G7","65","65","51270","50180"
"In post","2022","30-39","Office of Gas and Electricity Markets","Scotland","HEO","60","60","31860","31720"
"In post","2022","30-39","Office of Gas and Electricity Markets","Scotland","SEO","30","30","37690","36920"
"In post","2022","30-39","Office of Gas and Electricity Markets","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Gas and Electricity Markets","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","West Midlands (England)","EO","10","5","[c]","[c]"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","West Midlands (England)","G6","15","15","64280","63000"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","West Midlands (England)","G7","15","15","47940","46660"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","West Midlands (England)","HEO","25","20","31950","31000"
"In post","2022","30-39","Office of Qualifications and Examinations Regulation","West Midlands (England)","SEO","25","25","39290","38000"
"In post","2022","30-39","Office of Rail and Road","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","London","G6","10","10","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","London","G7","15","15","58460","55430"
"In post","2022","30-39","Office of Rail and Road","London","HEO","5","5","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","London","SEO","10","10","43690","43400"
"In post","2022","30-39","Office of Rail and Road","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","North West (England)","G7","5","5","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Scotland","G7","5","5","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","South West (England)","G7","5","5","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","West Midlands (England)","G7","5","5","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of Rail and Road","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland","Scotland","G7","10","10","56620","57820"
"In post","2022","30-39","Office of the Secretary of State for Scotland","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Scotland","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Office of the Secretary of State for Wales","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scottish Government","Scotland","AA","405","375","21880","21640"
"In post","2022","30-39","Scottish Government","Scotland","AO","1080","1035","24560","24400"
"In post","2022","30-39","Scottish Government","Scotland","EO","1665","1610","30540","30040"
"In post","2022","30-39","Scottish Government","Scotland","G6","165","160","69880","67550"
"In post","2022","30-39","Scottish Government","Scotland","G7","640","615","56840","57190"
"In post","2022","30-39","Scottish Government","Scotland","HEO","1235","1195","34440","34600"
"In post","2022","30-39","Scottish Government","Scotland","SCS level","15","15","81560","78810"
"In post","2022","30-39","Scottish Government","Scotland","SEO","1195","1155","44000","43000"
"In post","2022","30-39","The National Archives","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","30-39","The National Archives","London","AO","10","10","[c]","[c]"
"In post","2022","30-39","The National Archives","London","EO","10","10","[c]","[c]"
"In post","2022","30-39","The National Archives","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","The National Archives","London","G7","15","15","47890","46410"
"In post","2022","30-39","The National Archives","London","HEO","40","40","29620","28460"
"In post","2022","30-39","The National Archives","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","The National Archives","London","SEO","45","45","38090","36000"
"In post","2022","30-39","The National Archives","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Export Finance","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Export Finance","London","EO","5","5","[c]","[c]"
"In post","2022","30-39","UK Export Finance","London","G6","20","20","75820","76000"
"In post","2022","30-39","UK Export Finance","London","G7","25","25","59930","60380"
"In post","2022","30-39","UK Export Finance","London","HEO","15","15","35030","34590"
"In post","2022","30-39","UK Export Finance","London","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","UK Export Finance","London","SEO","30","30","47330","47150"
"In post","2022","30-39","UK Export Finance","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","London","G6","15","10","63560","64000"
"In post","2022","30-39","UK Statistics Authority","London","G7","25","25","54070","53210"
"In post","2022","30-39","UK Statistics Authority","London","HEO","20","20","33500","33710"
"In post","2022","30-39","UK Statistics Authority","London","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","London","SEO","15","15","41460","41340"
"In post","2022","30-39","UK Statistics Authority","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","Scotland","SEO","5","5","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","South East (England)","AA","45","25","19560","18830"
"In post","2022","30-39","UK Statistics Authority","South East (England)","AO","35","25","20850","20350"
"In post","2022","30-39","UK Statistics Authority","South East (England)","EO","40","35","24180","23880"
"In post","2022","30-39","UK Statistics Authority","South East (England)","G6","15","10","61010","59740"
"In post","2022","30-39","UK Statistics Authority","South East (England)","G7","65","60","50600","50210"
"In post","2022","30-39","UK Statistics Authority","South East (England)","HEO","75","75","30510","30210"
"In post","2022","30-39","UK Statistics Authority","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","South East (England)","SEO","110","105","37640","36840"
"In post","2022","30-39","UK Statistics Authority","Wales","AO","75","65","20120","20350"
"In post","2022","30-39","UK Statistics Authority","Wales","EO","135","125","24090","23880"
"In post","2022","30-39","UK Statistics Authority","Wales","G6","35","30","61120","59740"
"In post","2022","30-39","UK Statistics Authority","Wales","G7","200","195","50790","50210"
"In post","2022","30-39","UK Statistics Authority","Wales","HEO","215","205","30660","30710"
"In post","2022","30-39","UK Statistics Authority","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Statistics Authority","Wales","SEO","280","270","37730","37570"
"In post","2022","30-39","UK Supreme Court","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Supreme Court","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Supreme Court","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","UK Supreme Court","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","London","HEO","10","10","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Water Services Regulation Authority","West Midlands (England)","HEO","20","15","39750","40400"
"In post","2022","30-39","Water Services Regulation Authority","West Midlands (England)","SEO","10","10","55480","53600"
"In post","2022","30-39","Welsh Government","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Welsh Government","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Welsh Government","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Welsh Government","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Welsh Government","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Welsh Government","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Welsh Government","Wales","AO","180","170","24090","24630"
"In post","2022","30-39","Welsh Government","Wales","EO","285","270","28770","29430"
"In post","2022","30-39","Welsh Government","Wales","G6","30","30","67910","64520"
"In post","2022","30-39","Welsh Government","Wales","G7","150","145","58360","61440"
"In post","2022","30-39","Welsh Government","Wales","HEO","360","345","36870","38160"
"In post","2022","30-39","Welsh Government","Wales","SCS level","10","10","77750","78180"
"In post","2022","30-39","Welsh Government","Wales","SEO","235","220","45000","47470"
"In post","2022","40-49","Attorney General's Departments","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","East Midlands (England)","AO","10","10","22060","22200"
"In post","2022","40-49","Attorney General's Departments","East Midlands (England)","EO","20","20","27190","27350"
"In post","2022","40-49","Attorney General's Departments","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","East Midlands (England)","G7","80","70","52150","49940"
"In post","2022","40-49","Attorney General's Departments","East Midlands (England)","HEO","15","10","33330","31010"
"In post","2022","40-49","Attorney General's Departments","East Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","East of England","AO","25","20","23290","23770"
"In post","2022","40-49","Attorney General's Departments","East of England","EO","30","25","28750","29170"
"In post","2022","40-49","Attorney General's Departments","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","East of England","G7","60","55","57830","57250"
"In post","2022","40-49","Attorney General's Departments","East of England","HEO","20","15","35300","34050"
"In post","2022","40-49","Attorney General's Departments","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","London","AO","65","55","23780","23770"
"In post","2022","40-49","Attorney General's Departments","London","EO","130","115","28650","29170"
"In post","2022","40-49","Attorney General's Departments","London","G6","390","350","67170","66150"
"In post","2022","40-49","Attorney General's Departments","London","G7","515","470","55530","53050"
"In post","2022","40-49","Attorney General's Departments","London","HEO","75","70","34290","33100"
"In post","2022","40-49","Attorney General's Departments","London","SCS level","90","85","80640","77240"
"In post","2022","40-49","Attorney General's Departments","London","SEO","65","65","40790","39920"
"In post","2022","40-49","Attorney General's Departments","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","North East (England)","AO","30","25","22470","22200"
"In post","2022","40-49","Attorney General's Departments","North East (England)","EO","15","10","27160","27870"
"In post","2022","40-49","Attorney General's Departments","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","North East (England)","G7","45","40","53880","54200"
"In post","2022","40-49","Attorney General's Departments","North East (England)","HEO","5","5","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","North West (England)","AO","45","40","22460","22200"
"In post","2022","40-49","Attorney General's Departments","North West (England)","EO","60","55","27810","28430"
"In post","2022","40-49","Attorney General's Departments","North West (England)","G6","15","15","68390","67320"
"In post","2022","40-49","Attorney General's Departments","North West (England)","G7","130","120","53670","54200"
"In post","2022","40-49","Attorney General's Departments","North West (England)","HEO","25","25","32330","32050"
"In post","2022","40-49","Attorney General's Departments","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","North West (England)","SEO","10","10","38870","38180"
"In post","2022","40-49","Attorney General's Departments","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","South East (England)","AO","25","20","23940","23770"
"In post","2022","40-49","Attorney General's Departments","South East (England)","EO","30","30","29000","30110"
"In post","2022","40-49","Attorney General's Departments","South East (England)","G6","10","10","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","South East (England)","G7","95","90","58150","54770"
"In post","2022","40-49","Attorney General's Departments","South East (England)","HEO","20","20","36110","36240"
"In post","2022","40-49","Attorney General's Departments","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Attorney General's Departments","South East (England)","SEO","10","10","41130","39750"
"In post","2022","40-49","Attorney General's Departments","South West (England)","AO","15","10","22170","22200"
