"Status","Year","Function_of_post","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Economics","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Leeds","25","25","40510","36430"
"In post","2022","Analysis","Economics","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Manchester","45","45","40410","34180"
"In post","2022","Analysis","Economics","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Monmouthshire and Newport","130","130","33890","30710"
"In post","2022","Analysis","Economics","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Sheffield","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","South Hampshire","15","15","38740","30760"
"In post","2022","Analysis","Economics","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Tower Hamlets","190","180","57190","55860"
"In post","2022","Analysis","Economics","Tyneside","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Westminster","830","815","46770","40840"
"In post","2022","Analysis","Economics","York","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Croydon","15","15","50690","50590"
"In post","2022","Analysis","Finance","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Tower Hamlets","25","25","48180","45670"
"In post","2022","Analysis","Finance","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","North Yorkshire CC","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Staffordshire CC","10","10","35850","33300"
"In post","2022","Analysis","Geography","Suffolk CC","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Wiltshire","5","5","[c]","[c]"
"In post","2022","Analysis","Human Resources","Leeds","5","5","[c]","[c]"
"In post","2022","Analysis","Human Resources","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Sheffield","5","5","[c]","[c]"
"In post","2022","Analysis","Human Resources","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Westminster","25","25","47350","46050"
"In post","2022","Analysis","Intelligence Analysis","Birmingham","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Central Hampshire","15","15","27300","26030"
"In post","2022","Analysis","Intelligence Analysis","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Monmouthshire and Newport","25","20","29520","30350"
"In post","2022","Analysis","Intelligence Analysis","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Tower Hamlets","30","30","55030","54320"
"In post","2022","Analysis","Intelligence Analysis","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Wiltshire","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","York","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Internal Audit","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Westminster","25","25","48290","44630"
"In post","2022","Analysis","Knowledge and Information Management","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","Westminster","10","10","53280","53360"
"In post","2022","Analysis","Operational Delivery","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Camden and City of London","10","10","60090","52090"
"In post","2022","Analysis","Operational Delivery","Central Hampshire","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Devon CC","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","East Cumbria","10","10","32600","33700"
"In post","2022","Analysis","Operational Delivery","Glasgow City","15","15","33060","34500"
"In post","2022","Analysis","Operational Delivery","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Leeds","30","30","42800","41100"
"In post","2022","Analysis","Operational Delivery","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Liverpool","10","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Manchester","15","15","41760","40520"
"In post","2022","Analysis","Operational Delivery","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Monmouthshire and Newport","375","355","32200","30710"
"In post","2022","Analysis","Operational Delivery","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Sefton","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","South and West Derbyshire","10","10","38070","31680"
"In post","2022","Analysis","Operational Delivery","South Hampshire","130","125","31470","30210"
"In post","2022","Analysis","Operational Delivery","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Tower Hamlets","55","55","45090","43370"
"In post","2022","Analysis","Operational Delivery","Tyneside","10","10","31110","29180"
"In post","2022","Analysis","Operational Delivery","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Westminster","95","90","40360","36650"
"In post","2022","Analysis","Operational Delivery","Wiltshire","10","10","40410","38070"
"In post","2022","Analysis","Operational Delivery","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","York","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","Birmingham","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Bristol, City of","20","20","33080","31380"
"In post","2022","Analysis","Operational Research","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Central Hampshire","260","245","43170","47010"
"In post","2022","Analysis","Operational Research","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Croydon","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Hackney and Newham","15","15","46000","37930"
"In post","2022","Analysis","Operational Research","Leeds","25","25","33150","32680"
"In post","2022","Analysis","Operational Research","Liverpool","20","20","44120","40520"
"In post","2022","Analysis","Operational Research","Manchester","40","35","42850","40350"
"In post","2022","Analysis","Operational Research","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Monmouthshire and Newport","20","20","35670","31480"
"In post","2022","Analysis","Operational Research","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Nottingham","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Tower Hamlets","95","95","50000","47100"
"In post","2022","Analysis","Operational Research","Tyneside","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Research","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Westminster","140","135","52450","54170"
"In post","2022","Analysis","Operational Research","Wiltshire","15","15","43590","47010"
"In post","2022","Analysis","Operational Research","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Camden and City of London","175","160","69360","65470"
"In post","2022","Analysis","Other","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","City of Edinburgh","10","10","73790","69690"
"In post","2022","Analysis","Other","Glasgow City","30","30","37340","35000"
"In post","2022","Analysis","Other","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Tower Hamlets","90","90","44220","37070"
"In post","2022","Analysis","Other","Westminster","65","65","48980","49060"
"In post","2022","Analysis","Policy","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Camden and City of London","10","10","79980","65000"
"In post","2022","Analysis","Policy","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Darlington","5","5","[c]","[c]"
"In post","2022","Analysis","Policy","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Leeds","55","50","43350","41540"
"In post","2022","Analysis","Policy","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Manchester","30","30","37550","32930"
"In post","2022","Analysis","Policy","Nottingham","10","10","38430","39240"
"In post","2022","Analysis","Policy","Sheffield","90","85","48850","50400"
"In post","2022","Analysis","Policy","Tower Hamlets","5","5","[c]","[c]"
"In post","2022","Analysis","Policy","Tyneside","20","15","39900","35970"
"In post","2022","Analysis","Policy","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Policy","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Westminster","330","315","51420","53360"
"In post","2022","Analysis","Project Delivery","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Psychology","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Central Hampshire","90","85","39690","38070"
"In post","2022","Analysis","Science and Engineering","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Dorset","125","120","34110","29990"
"In post","2022","Analysis","Science and Engineering","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Glasgow City","5","5","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","North Yorkshire CC","5","5","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Suffolk CC","320","305","34670","30220"
"In post","2022","Analysis","Science and Engineering","Tower Hamlets","10","10","58850","61750"
"In post","2022","Analysis","Science and Engineering","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Westminster","30","30","61710","65620"
"In post","2022","Analysis","Science and Engineering","Wiltshire","75","70","36250","38070"
"In post","2022","Analysis","Security","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Birmingham","5","5","[c]","[c]"
"In post","2022","Analysis","Social Research","Bristol, City of","10","10","47360","45470"
"In post","2022","Analysis","Social Research","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","City of Edinburgh","5","5","[c]","[c]"
"In post","2022","Analysis","Social Research","Croydon","15","15","52970","58600"
"In post","2022","Analysis","Social Research","Darlington","10","5","[c]","[c]"
"In post","2022","Analysis","Social Research","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Greater Manchester South West","10","10","41460","40180"
"In post","2022","Analysis","Social Research","Hackney and Newham","35","30","48130","43430"
"In post","2022","Analysis","Social Research","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Leeds","15","15","38260","38650"
"In post","2022","Analysis","Social Research","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Liverpool","20","15","44470","40520"
"In post","2022","Analysis","Social Research","Manchester","20","20","41560","34960"
"In post","2022","Analysis","Social Research","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Monmouthshire and Newport","350","335","38940","38340"
"In post","2022","Analysis","Social Research","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Sheffield","10","10","[c]","[c]"
"In post","2022","Analysis","Social Research","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","South Hampshire","230","220","38930","38340"
"In post","2022","Analysis","Social Research","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Tower Hamlets","65","60","52720","59050"
"In post","2022","Analysis","Social Research","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Westminster","255","250","44740","41340"
"In post","2022","Analysis","Social Research","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","York","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","Bath and North East Somerset, North Somerset and South Gloucestershire","75","70","38730","36000"
"In post","2022","Analysis","Statistics","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","Birmingham","15","15","40810","36490"
"In post","2022","Analysis","Statistics","Bristol, City of","80","75","40280","39460"
"In post","2022","Analysis","Statistics","Buckinghamshire","10","10","35440","29850"
"In post","2022","Analysis","Statistics","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","Cambridgeshire CC","[c]","[c]","[c]","[c]"
