"Status","Year","Region_ITL3","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Central Hampshire","Outside London","AA","Female","60","55","20220","19810"
"In post","2022","Central Hampshire","Outside London","AA","Male","125","120","19480","19050"
"In post","2022","Central Hampshire","Outside London","AO","Female","325","310","22930","21380"
"In post","2022","Central Hampshire","Outside London","AO","Male","250","245","26760","24880"
"In post","2022","Central Hampshire","Outside London","EO","Female","410","380","26940","26670"
"In post","2022","Central Hampshire","Outside London","EO","Male","315","310","28080","26670"
"In post","2022","Central Hampshire","Outside London","G6","Female","35","35","72640","67770"
"In post","2022","Central Hampshire","Outside London","G6","Male","95","90","68960","67770"
"In post","2022","Central Hampshire","Outside London","G7","Female","255","235","52220","51910"
"In post","2022","Central Hampshire","Outside London","G7","Male","605","580","52600","50950"
"In post","2022","Central Hampshire","Outside London","HEO","Female","495","475","32900","33300"
"In post","2022","Central Hampshire","Outside London","HEO","Male","525","515","32350","33300"
"In post","2022","Central Hampshire","Outside London","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Central Hampshire","Outside London","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Central Hampshire","Outside London","SEO","Female","345","325","41160","40580"
"In post","2022","Central Hampshire","Outside London","SEO","Male","435","425","40830","40510"
"In post","2022","Central Hampshire","Outside London","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Central Hampshire","Outside London","Unknown","Male","15","10","[c]","[c]"
"In post","2022","Central Valleys","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","Outside London","AO","Female","380","325","21620","21260"
"In post","2022","Central Valleys","Outside London","AO","Male","185","180","21790","21260"
"In post","2022","Central Valleys","Outside London","EO","Female","715","645","27680","27570"
"In post","2022","Central Valleys","Outside London","EO","Male","435","420","27650","27570"
"In post","2022","Central Valleys","Outside London","G6","Female","20","20","[c]","[c]"
"In post","2022","Central Valleys","Outside London","G6","Male","25","25","[c]","[c]"
"In post","2022","Central Valleys","Outside London","G7","Female","60","55","58440","61440"
"In post","2022","Central Valleys","Outside London","G7","Male","65","60","59700","61440"
"In post","2022","Central Valleys","Outside London","HEO","Female","250","235","36280","38160"
"In post","2022","Central Valleys","Outside London","HEO","Male","145","140","35050","34100"
"In post","2022","Central Valleys","Outside London","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Central Valleys","Outside London","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Central Valleys","Outside London","SEO","Female","140","130","44840","47470"
"In post","2022","Central Valleys","Outside London","SEO","Male","100","100","45300","47470"
"In post","2022","Central Valleys","Outside London","Unknown","Female","105","100","29400","28200"
"In post","2022","Central Valleys","Outside London","Unknown","Male","30","30","30470","30210"
"In post","2022","Cheshire East","Outside London","AA","Female","25","20","[c]","[c]"
"In post","2022","Cheshire East","Outside London","AA","Male","35","30","20800","20890"
"In post","2022","Cheshire East","Outside London","AO","Female","280","250","23070","21300"
"In post","2022","Cheshire East","Outside London","AO","Male","155","150","23310","21300"
"In post","2022","Cheshire East","Outside London","EO","Female","170","155","27250","27570"
"In post","2022","Cheshire East","Outside London","EO","Male","115","110","27570","27570"
"In post","2022","Cheshire East","Outside London","G6","Female","20","20","[c]","[c]"
"In post","2022","Cheshire East","Outside London","G6","Male","5","5","[c]","[c]"
"In post","2022","Cheshire East","Outside London","G7","Female","35","35","55320","54540"
"In post","2022","Cheshire East","Outside London","G7","Male","30","30","[c]","[c]"
"In post","2022","Cheshire East","Outside London","HEO","Female","90","85","32630","33000"
"In post","2022","Cheshire East","Outside London","HEO","Male","65","60","32750","33000"
"In post","2022","Cheshire East","Outside London","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Cheshire East","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","Outside London","SEO","Female","55","50","43440","40580"
"In post","2022","Cheshire East","Outside London","SEO","Male","50","50","42160","40580"
"In post","2022","Cheshire East","Outside London","Unknown","Female","65","60","29190","27110"
"In post","2022","Cheshire East","Outside London","Unknown","Male","30","25","28420","25890"
"In post","2022","Cheshire West and Chester","Outside London","AA","Female","10","5","[c]","[c]"
"In post","2022","Cheshire West and Chester","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","Outside London","AO","Female","60","55","21290","21260"
"In post","2022","Cheshire West and Chester","Outside London","AO","Male","55","55","21260","21260"
"In post","2022","Cheshire West and Chester","Outside London","EO","Female","115","100","27110","27570"
"In post","2022","Cheshire West and Chester","Outside London","EO","Male","65","60","27280","27570"
"In post","2022","Cheshire West and Chester","Outside London","G6","Female","5","5","[c]","[c]"
"In post","2022","Cheshire West and Chester","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","Outside London","G7","Female","5","5","[c]","[c]"
"In post","2022","Cheshire West and Chester","Outside London","G7","Male","10","10","[c]","[c]"
"In post","2022","Cheshire West and Chester","Outside London","HEO","Female","15","15","[c]","[c]"
"In post","2022","Cheshire West and Chester","Outside London","HEO","Male","15","10","[c]","[c]"
"In post","2022","Cheshire West and Chester","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","Outside London","SEO","Female","10","5","[c]","[c]"
"In post","2022","Cheshire West and Chester","Outside London","SEO","Male","10","10","[c]","[c]"
"In post","2022","Cheshire West and Chester","Outside London","Unknown","Female","105","95","28630","26780"
"In post","2022","Cheshire West and Chester","Outside London","Unknown","Male","25","25","[c]","[c]"
"In post","2022","Chorley and West Lancashire","Outside London","AA","Female","80","70","20830","20890"
"In post","2022","Chorley and West Lancashire","Outside London","AA","Male","55","50","21510","20890"
"In post","2022","Chorley and West Lancashire","Outside London","AO","Female","270","245","24830","23960"
"In post","2022","Chorley and West Lancashire","Outside London","AO","Male","375","350","27610","27120"
"In post","2022","Chorley and West Lancashire","Outside London","EO","Female","150","140","28620","27570"
"In post","2022","Chorley and West Lancashire","Outside London","EO","Male","150","135","31030","32040"
"In post","2022","Chorley and West Lancashire","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","Outside London","G6","Male","10","10","[c]","[c]"
"In post","2022","Chorley and West Lancashire","Outside London","G7","Female","15","15","[c]","[c]"
"In post","2022","Chorley and West Lancashire","Outside London","G7","Male","15","15","[c]","[c]"
"In post","2022","Chorley and West Lancashire","Outside London","HEO","Female","80","75","33180","31690"
"In post","2022","Chorley and West Lancashire","Outside London","HEO","Male","80","75","36800","37280"
"In post","2022","Chorley and West Lancashire","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","Outside London","SEO","Female","50","50","46290","46360"
"In post","2022","Chorley and West Lancashire","Outside London","SEO","Male","35","30","46730","45590"
"In post","2022","Chorley and West Lancashire","Outside London","Unknown","Female","60","55","31170","32690"
"In post","2022","Chorley and West Lancashire","Outside London","Unknown","Male","10","10","[c]","[c]"
"In post","2022","City of Edinburgh","Outside London","AA","Female","310","285","22170","22140"
"In post","2022","City of Edinburgh","Outside London","AA","Male","350","335","22350","23230"
"In post","2022","City of Edinburgh","Outside London","AO","Female","1265","1165","23120","22410"
"In post","2022","City of Edinburgh","Outside London","AO","Male","1100","1080","23540","22080"
"In post","2022","City of Edinburgh","Outside London","EO","Female","1410","1320","28660","27570"
"In post","2022","City of Edinburgh","Outside London","EO","Male","1360","1315","29500","28920"
"In post","2022","City of Edinburgh","Outside London","G6","Female","480","450","72000","74480"
"In post","2022","City of Edinburgh","Outside London","G6","Male","405","400","72810","75340"
"In post","2022","City of Edinburgh","Outside London","G7","Female","940","880","57380","57190"
"In post","2022","City of Edinburgh","Outside London","G7","Male","755","740","57840","57190"
"In post","2022","City of Edinburgh","Outside London","HEO","Female","1465","1400","34230","33370"
"In post","2022","City of Edinburgh","Outside London","HEO","Male","1270","1240","35180","34600"
"In post","2022","City of Edinburgh","Outside London","SCS level","Female","115","110","89040","83230"
"In post","2022","City of Edinburgh","Outside London","SCS level","Male","125","120","90670","83230"
"In post","2022","City of Edinburgh","Outside London","SEO","Female","1265","1190","44140","43000"
"In post","2022","City of Edinburgh","Outside London","SEO","Male","1095","1065","44790","45080"
"In post","2022","City of Edinburgh","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","AA","Female","40","35","20580","20950"
"In post","2022","Clackmannanshire and Fife","Outside London","AA","Male","55","50","20370","20310"
"In post","2022","Clackmannanshire and Fife","Outside London","AO","Female","225","205","22850","21830"
"In post","2022","Clackmannanshire and Fife","Outside London","AO","Male","140","135","24870","22480"
"In post","2022","Clackmannanshire and Fife","Outside London","EO","Female","280","255","28950","27570"
"In post","2022","Clackmannanshire and Fife","Outside London","EO","Male","250","235","31230","32170"
"In post","2022","Clackmannanshire and Fife","Outside London","G6","Female","5","5","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","G6","Male","10","10","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","G7","Female","10","10","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","G7","Male","20","15","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","HEO","Female","60","50","34020","33300"
"In post","2022","Clackmannanshire and Fife","Outside London","HEO","Male","105","100","35580","33630"
"In post","2022","Clackmannanshire and Fife","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","SEO","Female","35","30","43990","41750"
"In post","2022","Clackmannanshire and Fife","Outside London","SEO","Male","75","70","42360","41740"
"In post","2022","Clackmannanshire and Fife","Outside London","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Outside London","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","AA","Male","10","10","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","AO","Female","75","65","23100","24630"
"In post","2022","Conwy and Denbighshire","Outside London","AO","Male","35","30","22920","22960"
"In post","2022","Conwy and Denbighshire","Outside London","EO","Female","125","115","27810","27570"
"In post","2022","Conwy and Denbighshire","Outside London","EO","Male","75","70","27840","27570"
"In post","2022","Conwy and Denbighshire","Outside London","G6","Female","10","10","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","G6","Male","10","10","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","G7","Female","25","25","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","G7","Male","35","35","58960","61440"
"In post","2022","Conwy and Denbighshire","Outside London","HEO","Female","95","90","37040","38160"
"In post","2022","Conwy and Denbighshire","Outside London","HEO","Male","40","40","36310","38160"
"In post","2022","Conwy and Denbighshire","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Outside London","SEO","Female","70","70","45980","47470"
"In post","2022","Conwy and Denbighshire","Outside London","SEO","Male","35","35","45700","47470"
"In post","2022","Conwy and Denbighshire","Outside London","Unknown","Female","70","65","28370","26310"
"In post","2022","Conwy and Denbighshire","Outside London","Unknown","Male","20","15","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","AA","Female","40","35","19500","19810"
"In post","2022","Cornwall and Isles of Scilly","Outside London","AA","Male","70","65","19410","19200"
"In post","2022","Cornwall and Isles of Scilly","Outside London","AO","Female","355","305","21320","21260"
"In post","2022","Cornwall and Isles of Scilly","Outside London","AO","Male","255","250","21780","21260"
"In post","2022","Cornwall and Isles of Scilly","Outside London","EO","Female","340","300","27430","27570"
"In post","2022","Cornwall and Isles of Scilly","Outside London","EO","Male","250","240","27160","27570"
"In post","2022","Cornwall and Isles of Scilly","Outside London","G6","Female","10","5","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","G6","Male","10","10","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","G7","Female","30","25","54470","50210"
"In post","2022","Cornwall and Isles of Scilly","Outside London","G7","Male","35","35","55710","52850"
"In post","2022","Cornwall and Isles of Scilly","Outside London","HEO","Female","90","80","32550","32070"
"In post","2022","Cornwall and Isles of Scilly","Outside London","HEO","Male","90","90","33520","33300"
"In post","2022","Cornwall and Isles of Scilly","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Outside London","SEO","Female","50","45","40090","37750"
"In post","2022","Cornwall and Isles of Scilly","Outside London","SEO","Male","45","45","40710","40470"
"In post","2022","Cornwall and Isles of Scilly","Outside London","Unknown","Female","65","60","28540","24800"
"In post","2022","Cornwall and Isles of Scilly","Outside London","Unknown","Male","30","30","31140","27890"
"In post","2022","Coventry","Outside London","AA","Female","15","10","[c]","[c]"
"In post","2022","Coventry","Outside London","AA","Male","5","5","[c]","[c]"
"In post","2022","Coventry","Outside London","AO","Female","160","140","21480","21260"
"In post","2022","Coventry","Outside London","AO","Male","100","95","21660","21260"
"In post","2022","Coventry","Outside London","EO","Female","355","320","26910","27130"
"In post","2022","Coventry","Outside London","EO","Male","190","185","27410","27130"
"In post","2022","Coventry","Outside London","G6","Female","80","75","64060","61960"
"In post","2022","Coventry","Outside London","G6","Male","75","75","64490","61960"
"In post","2022","Coventry","Outside London","G7","Female","255","250","50840","50080"
"In post","2022","Coventry","Outside London","G7","Male","185","185","50790","50130"
"In post","2022","Coventry","Outside London","HEO","Female","310","290","31060","30200"
"In post","2022","Coventry","Outside London","HEO","Male","185","180","31330","30200"
"In post","2022","Coventry","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Coventry","Outside London","SCS level","Male","25","25","[c]","[c]"
"In post","2022","Coventry","Outside London","SEO","Female","300","285","38310","36960"
"In post","2022","Coventry","Outside London","SEO","Male","200","200","38540","36960"
"In post","2022","Coventry","Outside London","Unknown","Female","75","70","29350","26310"
"In post","2022","Coventry","Outside London","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Croydon","London","AA","Female","100","80","22430","22460"
"In post","2022","Croydon","London","AA","Male","95","95","22230","22460"
"In post","2022","Croydon","London","AO","Female","940","830","25320","25630"
"In post","2022","Croydon","London","AO","Male","490","480","25490","25630"
"In post","2022","Croydon","London","EO","Female","1685","1555","29870","29370"
"In post","2022","Croydon","London","EO","Male","1090","1075","30030","29970"
"In post","2022","Croydon","London","G6","Female","260","245","72530","72980"
"In post","2022","Croydon","London","G6","Male","320","310","73630","74440"
"In post","2022","Croydon","London","G7","Female","585","565","59860","58050"
"In post","2022","Croydon","London","G7","Male","715","705","60720","60940"
"In post","2022","Croydon","London","HEO","Female","1250","1190","36360","36180"
"In post","2022","Croydon","London","HEO","Male","1085","1060","36750","37290"
"In post","2022","Croydon","London","SCS level","Female","55","55","85370","82030"
"In post","2022","Croydon","London","SCS level","Male","40","40","93400","82530"
"In post","2022","Croydon","London","SEO","Female","885","850","43960","43350"
"In post","2022","Croydon","London","SEO","Male","825","810","44300","43810"
"In post","2022","Croydon","London","Unknown","Female","95","90","33600","32090"
"In post","2022","Croydon","London","Unknown","Male","35","30","[c]","[c]"
"In post","2022","Darlington","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","Outside London","AO","Female","75","65","21100","21250"
"In post","2022","Darlington","Outside London","AO","Male","30","30","[c]","[c]"
"In post","2022","Darlington","Outside London","EO","Female","145","130","26120","26000"
"In post","2022","Darlington","Outside London","EO","Male","75","75","26410","26000"
"In post","2022","Darlington","Outside London","G6","Female","35","30","62650","61070"
"In post","2022","Darlington","Outside London","G6","Male","30","30","63900","61960"
"In post","2022","Darlington","Outside London","G7","Female","135","130","51190","50130"
"In post","2022","Darlington","Outside London","G7","Male","110","105","52030","50100"
"In post","2022","Darlington","Outside London","HEO","Female","170","160","30130","30090"
"In post","2022","Darlington","Outside London","HEO","Male","125","125","30780","30200"
"In post","2022","Darlington","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Darlington","Outside London","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Darlington","Outside London","SEO","Female","185","175","37550","36780"
"In post","2022","Darlington","Outside London","SEO","Male","105","105","38070","36930"
"In post","2022","Darlington","Outside London","Unknown","Female","55","55","26630","24090"
"In post","2022","Darlington","Outside London","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Derby","Outside London","AA","Female","10","10","[c]","[c]"
"In post","2022","Derby","Outside London","AA","Male","10","10","[c]","[c]"
"In post","2022","Derby","Outside London","AO","Female","305","250","21140","21260"
"In post","2022","Derby","Outside London","AO","Male","175","170","24040","21260"
"In post","2022","Derby","Outside London","EO","Female","190","165","27200","27570"
"In post","2022","Derby","Outside London","EO","Male","105","100","28660","27570"
"In post","2022","Derby","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Outside London","G6","Male","5","5","[c]","[c]"
"In post","2022","Derby","Outside London","G7","Female","5","5","[c]","[c]"
"In post","2022","Derby","Outside London","G7","Male","15","15","[c]","[c]"
"In post","2022","Derby","Outside London","HEO","Female","25","20","[c]","[c]"
"In post","2022","Derby","Outside London","HEO","Male","10","10","[c]","[c]"
"In post","2022","Derby","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Derby","Outside London","SEO","Female","15","15","[c]","[c]"
"In post","2022","Derby","Outside London","SEO","Male","10","10","[c]","[c]"
"In post","2022","Derby","Outside London","Unknown","Female","170","150","28900","28200"
"In post","2022","Derby","Outside London","Unknown","Male","60","60","31760","28200"
"In post","2022","Derry City and Strabane","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Derry City and Strabane","Outside London","AA","Male","5","5","[c]","[c]"
"In post","2022","Derry City and Strabane","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Derry City and Strabane","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Derry City and Strabane","Outside London","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Derry City and Strabane","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","Outside London","AA","Female","160","140","19620","19200"
"In post","2022","Devon CC","Outside London","AA","Male","210","205","20660","20480"
"In post","2022","Devon CC","Outside London","AO","Female","805","655","21870","21260"
"In post","2022","Devon CC","Outside London","AO","Male","700","660","24400","23140"
"In post","2022","Devon CC","Outside London","EO","Female","675","580","26960","27570"
"In post","2022","Devon CC","Outside London","EO","Male","585","560","27670","27570"
"In post","2022","Devon CC","Outside London","G6","Female","75","70","63390","60490"
"In post","2022","Devon CC","Outside London","G6","Male","155","145","63440","60500"
"In post","2022","Devon CC","Outside London","G7","Female","240","225","49890","48080"
"In post","2022","Devon CC","Outside London","G7","Male","345","335","50150","48080"
"In post","2022","Devon CC","Outside London","HEO","Female","335","310","32560","31990"
"In post","2022","Devon CC","Outside London","HEO","Male","415","400","34170","34000"
"In post","2022","Devon CC","Outside London","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Devon CC","Outside London","SCS level","Male","20","20","[c]","[c]"
"In post","2022","Devon CC","Outside London","SEO","Female","355","320","40090","39650"
"In post","2022","Devon CC","Outside London","SEO","Male","455","440","41190","39750"
"In post","2022","Devon CC","Outside London","Unknown","Female","105","95","29410","28200"
"In post","2022","Devon CC","Outside London","Unknown","Male","45","40","30640","28220"
"In post","2022","Dorset","Outside London","AA","Female","85","75","20550","20890"
"In post","2022","Dorset","Outside London","AA","Male","130","125","20540","20890"
"In post","2022","Dorset","Outside London","AO","Female","335","310","23450","22600"
"In post","2022","Dorset","Outside London","AO","Male","410","390","26610","26450"
"In post","2022","Dorset","Outside London","EO","Female","275","245","27270","27130"
"In post","2022","Dorset","Outside London","EO","Male","310","300","28570","27570"
"In post","2022","Dorset","Outside London","G6","Female","10","10","[c]","[c]"
"In post","2022","Dorset","Outside London","G6","Male","20","20","[c]","[c]"
"In post","2022","Dorset","Outside London","G7","Female","25","25","[c]","[c]"
"In post","2022","Dorset","Outside London","G7","Male","25","25","[c]","[c]"
"In post","2022","Dorset","Outside London","HEO","Female","145","130","32960","33300"
"In post","2022","Dorset","Outside London","HEO","Male","195","190","35140","34110"
"In post","2022","Dorset","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Outside London","SEO","Female","75","70","42460","40580"
"In post","2022","Dorset","Outside London","SEO","Male","90","85","44360","40860"
"In post","2022","Dorset","Outside London","Unknown","Female","50","45","28600","24800"
"In post","2022","Dorset","Outside London","Unknown","Male","20","15","[c]","[c]"
"In post","2022","Dudley","Outside London","AA","Female","15","10","[c]","[c]"
"In post","2022","Dudley","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Outside London","AO","Female","340","270","21040","21260"
"In post","2022","Dudley","Outside London","AO","Male","135","125","21490","21260"
"In post","2022","Dudley","Outside London","EO","Female","305","260","27290","27570"
"In post","2022","Dudley","Outside London","EO","Male","135","130","27510","27570"
"In post","2022","Dudley","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Outside London","G7","Male","5","5","[c]","[c]"
"In post","2022","Dudley","Outside London","HEO","Female","40","40","33160","32640"
"In post","2022","Dudley","Outside London","HEO","Male","20","20","[c]","[c]"
"In post","2022","Dudley","Outside London","SEO","Female","20","15","[c]","[c]"
"In post","2022","Dudley","Outside London","SEO","Male","10","10","[c]","[c]"
"In post","2022","Dudley","Outside London","Unknown","Female","55","50","29590","28200"
"In post","2022","Dudley","Outside London","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","AA","Female","20","15","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","AA","Male","20","20","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","AO","Female","95","85","24130","23900"
"In post","2022","Dumfries and Galloway","Outside London","AO","Male","95","95","26160","26900"
"In post","2022","Dumfries and Galloway","Outside London","EO","Female","105","95","29750","27570"
"In post","2022","Dumfries and Galloway","Outside London","EO","Male","115","105","32210","35000"
"In post","2022","Dumfries and Galloway","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","G6","Male","5","5","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","G7","Male","5","5","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","HEO","Female","25","25","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","HEO","Male","40","40","36680","37240"
"In post","2022","Dumfries and Galloway","Outside London","SEO","Female","10","10","[c]","[c]"
"In post","2022","Dumfries and Galloway","Outside London","SEO","Male","15","15","[c]","[c]"
"In post","2022","Durham","Outside London","AA","Female","190","165","20370","20890"
"In post","2022","Durham","Outside London","AA","Male","170","155","20790","20890"
"In post","2022","Durham","Outside London","AO","Female","1605","1365","22860","21750"
"In post","2022","Durham","Outside London","AO","Male","1245","1150","25560","24430"
"In post","2022","Durham","Outside London","EO","Female","760","675","27180","27130"
"In post","2022","Durham","Outside London","EO","Male","545","510","28360","27380"
"In post","2022","Durham","Outside London","G6","Female","15","15","[c]","[c]"
"In post","2022","Durham","Outside London","G6","Male","25","25","[c]","[c]"
"In post","2022","Durham","Outside London","G7","Female","75","70","56170","54940"
"In post","2022","Durham","Outside London","G7","Male","55","55","55930","55410"
"In post","2022","Durham","Outside London","HEO","Female","295","280","32890","33140"
"In post","2022","Durham","Outside London","HEO","Male","210","195","34420","33840"
"In post","2022","Durham","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Durham","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Durham","Outside London","SEO","Female","165","160","42350","40860"
"In post","2022","Durham","Outside London","SEO","Male","145","135","44530","41740"
"In post","2022","Durham","Outside London","Unknown","Female","170","165","30330","28200"
"In post","2022","Durham","Outside London","Unknown","Male","40","40","32100","31420"
"In post","2022","Ealing","London","AO","Female","20","15","[c]","[c]"
"In post","2022","Ealing","London","AO","Male","20","20","[c]","[c]"
"In post","2022","Ealing","London","EO","Female","210","195","31190","31060"
"In post","2022","Ealing","London","EO","Male","105","105","30980","31060"
"In post","2022","Ealing","London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","G7","Female","10","10","[c]","[c]"
"In post","2022","Ealing","London","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","HEO","Female","15","15","[c]","[c]"
"In post","2022","Ealing","London","HEO","Male","15","15","[c]","[c]"
"In post","2022","Ealing","London","SEO","Female","10","10","[c]","[c]"
"In post","2022","Ealing","London","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","London","Unknown","Female","55","55","33600","34100"
"In post","2022","Ealing","London","Unknown","Male","30","25","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","AA","Female","30","30","21980","23230"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","AA","Male","25","20","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","AO","Female","190","160","21680","21260"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","AO","Male","90","85","23460","21260"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","EO","Female","240","205","27170","27570"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","EO","Male","245","240","24650","25680"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","G6","Male","5","5","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","G7","Female","10","10","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","G7","Male","15","15","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","HEO","Female","55","50","32490","31990"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","HEO","Male","70","70","30960","31200"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","SEO","Female","30","30","43070","41750"
"In post","2022","East Ayrshire and North Ayrshire mainland","Outside London","SEO","Male","30","30","41020","40580"
"In post","2022","East Cumbria","Outside London","AA","Female","15","10","[c]","[c]"
"In post","2022","East Cumbria","Outside London","AA","Male","25","25","[c]","[c]"
