"Status","Year","Profession_of_post","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Policy","South West (England)","Devon","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","South West (England)","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","5","[c]","[c]","[c]"
"Leaver CS","2022","Policy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","40","[c]","37620","36500"
"Leaver CS","2022","Policy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","15","[c]","[c]","[c]"
"Leaver CS","2022","Policy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Wales","East Wales","Cardiff and Vale of Glamorgan","40","[c]","49290","38160"
"Leaver CS","2022","Policy","Wales","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Wales","East Wales","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Wales","West Wales and The Valleys","Central Valleys","5","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Wales","West Wales and The Valleys","Conwy and Denbighshire","5","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Wales","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Wales","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Wales","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Wales","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Wales","West Wales and The Valleys","Swansea","5","[c]","[c]","[c]"
"Leaver CS","2022","Policy","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","West Midlands (England)","West Midlands","Birmingham","20","[c]","48710","37840"
"Leaver CS","2022","Policy","West Midlands (England)","West Midlands","Coventry","15","[c]","52500","40410"
"Leaver CS","2022","Policy","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Yorkshire and The Humber","North Yorkshire","York","15","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Yorkshire and The Humber","South Yorkshire","Sheffield","40","[c]","43660","41990"
"Leaver CS","2022","Policy","Yorkshire and The Humber","West Yorkshire","Leeds","50","[c]","37250","36500"
"Leaver CS","2022","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","East Midlands (England)","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","East of England","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","East of England","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","East of England","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","East of England","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Inner London - East","Tower Hamlets","45","[c]","52520","41300"
"Leaver CS","2022","Project Delivery","London","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Inner London - West","Westminster","85","[c]","50510","44250"
"Leaver CS","2022","Project Delivery","London","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Outer London - South","Croydon","25","[c]","49110","43530"
"Leaver CS","2022","Project Delivery","London","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","Tyneside","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","North East (England)","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","North West (England)","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","North West (England)","Cumbria","West Cumbria","10","[c]","42770","41000"
"Leaver CS","2022","Project Delivery","North West (England)","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","North West (England)","Greater Manchester","Manchester","10","[c]","40630","37100"
"Leaver CS","2022","Project Delivery","North West (England)","Lancashire","Blackpool","10","[c]","32380","30930"
"Leaver CS","2022","Project Delivery","North West (England)","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","North West (England)","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","North West (England)","Merseyside","Sefton","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Northern Ireland","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scotland","Eastern Scotland","City of Edinburgh","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scotland","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scotland","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scotland","West Central Scotland","Glasgow City","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","South East (England)","Hampshire and Isle of Wight","Central Hampshire","30","[c]","42260","40580"
"Leaver CS","2022","Project Delivery","South East (England)","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","South East (England)","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","South East (England)","Hampshire and Isle of Wight","Portsmouth","20","[c]","33270","29650"
"Leaver CS","2022","Project Delivery","South East (England)","Hampshire and Isle of Wight","South Hampshire","10","[c]","36510","31190"
"Leaver CS","2022","Project Delivery","South East (England)","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","South East (England)","Kent","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","South East (England)","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","South West (England)","Devon","Devon CC","15","[c]","40490","39700"
"Leaver CS","2022","Project Delivery","South West (England)","Devon","Plymouth","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","South West (England)","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","215","[c]","37290","35630"
"Leaver CS","2022","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","55","[c]","40570","40000"
"Leaver CS","2022","Project Delivery","Unknown","Unknown","Unknown","15","[c]","36340","33630"
"Leaver CS","2022","Project Delivery","Wales","East Wales","Cardiff and Vale of Glamorgan","10","[c]","46720","38160"
"Leaver CS","2022","Project Delivery","Wales","East Wales","Monmouthshire and Newport","10","[c]","46860","50210"
"Leaver CS","2022","Project Delivery","Wales","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Wales","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Wales","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Wales","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","West Midlands (England)","West Midlands","Birmingham","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","West Midlands (England)","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Yorkshire and The Humber","North Yorkshire","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Yorkshire and The Humber","South Yorkshire","Sheffield","10","[c]","38020","34290"
"Leaver CS","2022","Project Delivery","Yorkshire and The Humber","West Yorkshire","Leeds","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Yorkshire and The Humber","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","15","[c]","32450","28960"
"Leaver CS","2022","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","15","[c]","19130","19010"
"Leaver CS","2022","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","East Midlands (England)","Lincolnshire","Lincolnshire CC","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","East of England","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","East of England","East Anglia","Cambridgeshire CC","15","[c]","39670","36460"
"Leaver CS","2022","Property","East of England","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","East of England","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","East of England","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","East of England","East Anglia","Suffolk CC","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","East of England","Essex","Essex Haven Gateway","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","East of England","Essex","West Essex","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Inner London - East","Tower Hamlets","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Inner London - West","Westminster","20","[c]","51000","45080"
"Leaver CS","2022","Property","London","Outer London - South","Croydon","10","[c]","39320","31130"
"Leaver CS","2022","Property","London","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","North East (England)","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","North East (England)","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","North East (England)","Northumberland, and Tyne and Wear","Tyneside","10","[c]","31320","28430"
"Leaver CS","2022","Property","North East (England)","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","North East (England)","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","North West (England)","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","North West (England)","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","North West (England)","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","North West (England)","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","North West (England)","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","North West (England)","Greater Manchester","Manchester","10","[c]","37610","35390"
"Leaver CS","2022","Property","North West (England)","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","North West (England)","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","North West (England)","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","North West (England)","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Northern Ireland","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Northern Ireland","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Northern Ireland","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Northern Ireland","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","Overseas","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scotland","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scotland","Eastern Scotland","City of Edinburgh","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scotland","Eastern Scotland","Clackmannanshire and Fife","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scotland","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scotland","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","South East (England)","Hampshire and Isle of Wight","Central Hampshire","15","[c]","34950","33300"
"Leaver CS","2022","Property","South East (England)","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","South East (England)","Hampshire and Isle of Wight","Portsmouth","10","[c]","36620","36460"
"Leaver CS","2022","Property","South East (England)","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","South East (England)","Hampshire and Isle of Wight","Southampton","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","South East (England)","Kent","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","South East (England)","Kent","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","South East (England)","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","South West (England)","Devon","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","South West (England)","Devon","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","South West (England)","Dorset and Somerset","Dorset","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","South West (England)","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Wales","East Wales","Cardiff and Vale of Glamorgan","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Wales","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Wales","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Wales","East Wales","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Wales","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Wales","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Wales","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Wales","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","West Midlands (England)","West Midlands","Birmingham","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","West Midlands (England)","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","West Midlands (England)","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","15","[c]","31300","33300"
"Leaver CS","2022","Property","Yorkshire and The Humber","North Yorkshire","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Yorkshire and The Humber","South Yorkshire","Sheffield","10","[c]","38470","30500"
"Leaver CS","2022","Property","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Yorkshire and The Humber","West Yorkshire","Leeds","10","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","5","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","East Midlands (England)","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","East of England","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","East of England","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","East of England","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","Outer London - West and North West","Hounslow and Richmond upon Thames","5","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","North East (England)","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","North East (England)","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","North West (England)","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","North West (England)","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","North West (England)","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","North West (England)","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Scotland","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Scotland","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Scotland","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","5","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","South East (England)","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","South East (England)","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","South East (England)","Kent","Kent Thames Gateway","5","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","South East (England)","Kent","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","South East (England)","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","South East (England)","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","South East (England)","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
