"Status","Year","Age","Organisation","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","Public Health England","Kent","Mid Kent","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Public Health England","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Public Health England","Merseyside","Liverpool","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Public Health England","North Yorkshire","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Public Health England","Northumberland, and Tyne and Wear","Tyneside","25","[c]","39820","40060"
"Leaver CS","2022","40-49","Public Health England","Outer London - West and North West","Barnet","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Public Health England","Surrey, East and West Sussex","East Surrey","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Public Health England","West Midlands","Birmingham","35","[c]","50590","49100"
"Leaver CS","2022","40-49","Public Health England","West Yorkshire","Leeds","45","[c]","35340","35070"
"Leaver CS","2022","40-49","Registers of Scotland","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Registers of Scotland","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Revenue Scotland","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Royal Fleet Auxiliary","Unknown","Unknown","25","[c]","36200","32700"
"Leaver CS","2022","40-49","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Rural Payments Agency","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Rural Payments Agency","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Rural Payments Agency","Cumbria","West Cumbria","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Rural Payments Agency","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Rural Payments Agency","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Rural Payments Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Rural Payments Agency","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Rural Payments Agency","North Yorkshire","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Rural Payments Agency","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Courts and Tribunals Service","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Courts and Tribunals Service","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Courts and Tribunals Service","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Courts and Tribunals Service","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Courts and Tribunals Service","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Courts and Tribunals Service","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Forestry","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Forestry","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Forestry","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Government (excl. agencies)","Eastern Scotland","City of Edinburgh","35","[c]","39940","39660"
"Leaver CS","2022","40-49","Scottish Government (excl. agencies)","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Government (excl. agencies)","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Government (excl. agencies)","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Government (excl. agencies)","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Government (excl. agencies)","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Government (excl. agencies)","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Government (excl. agencies)","West Central Scotland","Glasgow City","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Housing Regulator","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Prison Service","Eastern Scotland","City of Edinburgh","10","[c]","39600","37640"
"Leaver CS","2022","40-49","Scottish Prison Service","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Prison Service","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Prison Service","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Prison Service","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Prison Service","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Prison Service","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Prison Service","West Central Scotland","Glasgow City","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Prison Service","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Prison Service","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Public Pensions Agency","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Serious Fraud Office","Inner London - West","Westminster","10","[c]","54610","57820"
"Leaver CS","2022","40-49","Social Security Scotland","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Social Security Scotland","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Student Awards Agency for Scotland","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Submarine Delivery Agency","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Submarine Delivery Agency","Devon","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Submarine Delivery Agency","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Submarine Delivery Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Submarine Delivery Agency","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Teaching Regulation Agency","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","The Insolvency Service","Devon","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","The Insolvency Service","Devon","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","The Insolvency Service","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","The Insolvency Service","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","The Insolvency Service","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","The Insolvency Service","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","The Insolvency Service","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","The Insolvency Service","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","The Insolvency Service","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","The Insolvency Service","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","The Insolvency Service","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","The National Archives","Outer London - West and North West","Hounslow and Richmond upon Thames","15","[c]","36390","33560"
"Leaver CS","2022","40-49","Transport Scotland","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Export Finance","Inner London - West","Westminster","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Health Security Agency","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Health Security Agency","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Health Security Agency","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Health Security Agency","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Health Security Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Health Security Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Health Security Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","20","[c]","39570","36510"
"Leaver CS","2022","40-49","UK Health Security Agency","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Health Security Agency","Inner London - East","Lambeth","55","[c]","46960","47130"
"Leaver CS","2022","40-49","UK Health Security Agency","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Health Security Agency","Inner London - West","Westminster","50","[c]","51010","43860"
"Leaver CS","2022","40-49","UK Health Security Agency","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Health Security Agency","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Health Security Agency","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Health Security Agency","North Yorkshire","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Health Security Agency","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Health Security Agency","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Health Security Agency","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Health Security Agency","Outer London - West and North West","Barnet","15","[c]","39390","37280"
"Leaver CS","2022","40-49","UK Health Security Agency","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Health Security Agency","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Health Security Agency","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Health Security Agency","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Hydrographic Office","Dorset and Somerset","Somerset CC","15","[c]","43900","42510"
"Leaver CS","2022","40-49","UK Space Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Space Agency","Inner London - West","Westminster","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Statistics Authority","East Wales","Monmouthshire and Newport","15","[c]","42760","36840"
"Leaver CS","2022","40-49","UK Statistics Authority","Hampshire and Isle of Wight","South Hampshire","35","[c]","28910","29540"
"Leaver CS","2022","40-49","UK Statistics Authority","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Supreme Court","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Valuation Office Agency","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Valuation Office Agency","Devon","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Valuation Office Agency","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Valuation Office Agency","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Valuation Office Agency","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Valuation Office Agency","Tees Valley and Durham","Durham","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Valuation Office Agency","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Valuation Office Agency","West Yorkshire","Calderdale and Kirklees","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Valuation Office Agency","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Vehicle Certification Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Vehicle Certification Agency","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Veterinary Medicines Directorate","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Water Services Regulation Authority","West Midlands","Birmingham","15","[c]","61250","63500"
"Leaver CS","2022","40-49","Welsh Government (excl. agencies)","East Wales","Cardiff and Vale of Glamorgan","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Welsh Government (excl. agencies)","East Wales","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Welsh Government (excl. agencies)","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Welsh Government (excl. agencies)","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Welsh Government (excl. agencies)","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Welsh Government (excl. agencies)","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Welsh Government (excl. agencies)","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Welsh Revenue Authority","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Wilton Park","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Accountant in Bankruptcy","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Advisory, Conciliation and Arbitration Service","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Advisory, Conciliation and Arbitration Service","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Advisory, Conciliation and Arbitration Service","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Advisory, Conciliation and Arbitration Service","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Animal and Plant Health Agency","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Animal and Plant Health Agency","Devon","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Animal and Plant Health Agency","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Animal and Plant Health Agency","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Animal and Plant Health Agency","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Animal and Plant Health Agency","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Animal and Plant Health Agency","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Animal and Plant Health Agency","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Animal and Plant Health Agency","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Animal and Plant Health Agency","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Animal and Plant Health Agency","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Animal and Plant Health Agency","Surrey, East and West Sussex","West Surrey","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Animal and Plant Health Agency","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","Inner London - East","Tower Hamlets","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","Inner London - West","Westminster","40","[c]","73870","70940"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","North Yorkshire","York","15","[c]","31100","26670"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","Unknown","Unknown","20","[c]","73920","73500"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office (excl. agencies)","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Charity Commission","Dorset and Somerset","Somerset CC","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Charity Commission","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Charity Commission","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Charity Commission","Merseyside","Sefton","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Companies House","East Wales","Cardiff and Vale of Glamorgan","15","[c]","24800","22740"
"Leaver CS","2022","50-59","Competition and Markets Authority","Inner London - East","Tower Hamlets","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Criminal Injuries Compensation Authority","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Commercial Service","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Commercial Service","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Commercial Service","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Commercial Service","Merseyside","Liverpool","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Commercial Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Office and Procurator Fiscal Service","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Office and Procurator Fiscal Service","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Office and Procurator Fiscal Service","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Office and Procurator Fiscal Service","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Office and Procurator Fiscal Service","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Office and Procurator Fiscal Service","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Office and Procurator Fiscal Service","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Office and Procurator Fiscal Service","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Office and Procurator Fiscal Service","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Office and Procurator Fiscal Service","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Office and Procurator Fiscal Service","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Prosecution Service","Bedfordshire and Hertfordshire","Hertfordshire CC","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Prosecution Service","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Prosecution Service","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Prosecution Service","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Prosecution Service","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Prosecution Service","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Prosecution Service","Greater Manchester","Manchester","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Prosecution Service","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Prosecution Service","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Prosecution Service","Inner London - West","Westminster","15","[c]","54350","55000"
"Leaver CS","2022","50-59","Crown Prosecution Service","Kent","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Prosecution Service","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Prosecution Service","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Prosecution Service","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Prosecution Service","North Yorkshire","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Prosecution Service","Northumberland, and Tyne and Wear","Tyneside","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Crown Prosecution Service","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
