"Status","Year","Disability","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Undeclared","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Disclosure Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Driver and Vehicle Licensing Agency","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Driver and Vehicle Standards Agency","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Driver and Vehicle Standards Agency","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Food Standards Agency","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Food Standards Agency","SEO/HEO","35","[c]","33620","32350"
"New entrant CS","2022","Undeclared","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Health and Safety Executive","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Courts and Tribunals Service","AA/AO","35","[c]","21030","20970"
"New entrant CS","2022","Undeclared","HM Courts and Tribunals Service","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Courts and Tribunals Service","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Prison and Probation Service","AA/AO","85","[c]","23480","23140"
"New entrant CS","2022","Undeclared","HM Prison and Probation Service","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Prison and Probation Service","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Prison and Probation Service","Unknown","290","[c]","30100","28200"
"New entrant CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","AA/AO","90","[c]","21480","21250"
"New entrant CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","EO","45","[c]","26830","26590"
"New entrant CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","SEO/HEO","45","[c]","34600","33080"
"New entrant CS","2022","Undeclared","HM Treasury (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Treasury (excl. agencies)","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Treasury (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Treasury (excl. agencies)","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Institute for Apprenticeships and Technical Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence (excl. agencies)","AA/AO","35","[c]","22550","21170"
"New entrant CS","2022","Undeclared","Ministry of Defence (excl. agencies)","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence (excl. agencies)","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Justice (excl. agencies)","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Justice (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Justice (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office for Budget Responsibility","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of the Public Guardian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of the Scottish Charity Regulator","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Public Health England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Public Health England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Fiscal Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Housing Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Security Scotland","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Security Scotland","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Security Scotland","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Submarine Delivery Agency","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","The Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Transport Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Transport Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Health Security Agency","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Health Security Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Health Security Agency","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Health Security Agency","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Valuation Office Agency","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Vehicle Certification Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Accountant in Bankruptcy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Advisory, Conciliation and Arbitration Service","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Advisory, Conciliation and Arbitration Service","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Animal and Plant Health Agency","AA/AO","45","[c]","22330","21300"
"New entrant CS","2022","Unknown","Animal and Plant Health Agency","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Animal and Plant Health Agency","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Attorney General's Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cabinet Office (excl. agencies)","AA/AO","45","[c]","20170","18450"
"New entrant CS","2022","Unknown","Cabinet Office (excl. agencies)","EO","75","[c]","25660","25210"
"New entrant CS","2022","Unknown","Cabinet Office (excl. agencies)","G6/G7","215","[c]","68170","68000"
"New entrant CS","2022","Unknown","Cabinet Office (excl. agencies)","SCS level","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cabinet Office (excl. agencies)","SEO/HEO","635","[c]","28730","28000"
"New entrant CS","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Companies House","AA/AO","35","[c]","20170","20100"
"New entrant CS","2022","Unknown","Companies House","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Companies House","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Criminal Injuries Compensation Authority","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Criminal Injuries Compensation Authority","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Commercial Service","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Commercial Service","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Commercial Service","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Commercial Service","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Office and Procurator Fiscal Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Office and Procurator Fiscal Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Prosecution Service","AA/AO","60","[c]","21790","22200"
"New entrant CS","2022","Unknown","Crown Prosecution Service","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Prosecution Service","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Prosecution Service","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Defence Equipment and Support","EO","165","[c]","19570","18000"
"New entrant CS","2022","Unknown","Defence Equipment and Support","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Defence Equipment and Support","SEO/HEO","155","[c]","36260","36000"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","30","[c]","27050","27680"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","100","[c]","35670","33570"
"New entrant CS","2022","Unknown","Department for Digital, Culture, Media and Sport","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Digital, Culture, Media and Sport","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Education (excl. agencies)","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Education (excl. agencies)","EO","215","[c]","25720","25000"
"New entrant CS","2022","Unknown","Department for Education (excl. agencies)","G6/G7","110","[c]","54160","49860"
"New entrant CS","2022","Unknown","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Education (excl. agencies)","SEO/HEO","305","[c]","34150","36500"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","50","[c]","25750","25170"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","80","[c]","53450","52290"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","235","[c]","34150","32560"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for International Trade","EO","95","[c]","25880","26250"
"New entrant CS","2022","Unknown","Department for International Trade","G6/G7","35","[c]","56390","51710"
"New entrant CS","2022","Unknown","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for International Trade","SEO/HEO","80","[c]","34490","31800"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","30","[c]","27100","27850"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","60","[c]","35140","33210"
"New entrant CS","2022","Unknown","Department for Transport (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Transport (excl. agencies)","EO","40","[c]","27270","29970"
"New entrant CS","2022","Unknown","Department for Transport (excl. agencies)","G6/G7","70","[c]","58480","54730"
"New entrant CS","2022","Unknown","Department for Transport (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Transport (excl. agencies)","SEO/HEO","120","[c]","36880","34710"
"New entrant CS","2022","Unknown","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","AA/AO","725","[c]","21590","21260"
"New entrant CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","EO","710","[c]","28050","27570"
"New entrant CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","G6/G7","50","[c]","57410","57000"
"New entrant CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","SEO/HEO","80","[c]","36480","36650"
"New entrant CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","EO","235","[c]","26440","27270"
"New entrant CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","G6/G7","130","[c]","55440","53360"
"New entrant CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","SEO/HEO","425","[c]","34850","32790"
"New entrant CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Disclosure Scotland","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Licensing Agency","AA/AO","215","[c]","19710","18310"
"New entrant CS","2022","Unknown","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Licensing Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Standards Agency","AA/AO","95","[c]","22250","21840"
"New entrant CS","2022","Unknown","Driver and Vehicle Standards Agency","EO","215","[c]","26380","26130"
"New entrant CS","2022","Unknown","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Standards Agency","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Education and Skills Funding Agency","EO","35","[c]","25390","25000"
"New entrant CS","2022","Unknown","Education and Skills Funding Agency","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Education and Skills Funding Agency","SEO/HEO","85","[c]","32850","29360"
"New entrant CS","2022","Unknown","Education Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Education Scotland","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Education Scotland","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Agency","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Agency","SEO/HEO","35","[c]","34540","37350"
"New entrant CS","2022","Unknown","Food Standards Scotland","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Scotland","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Scotland","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Scotland","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Actuary's Department","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Actuary's Department","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Legal Department","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Legal Department","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Property Agency","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Property Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Health and Safety Executive","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Health and Safety Executive","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Health and Safety Executive","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Courts and Tribunals Service","AA/AO","635","[c]","21150","20970"
"New entrant CS","2022","Unknown","HM Courts and Tribunals Service","EO","75","[c]","26600","25120"
"New entrant CS","2022","Unknown","HM Courts and Tribunals Service","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Courts and Tribunals Service","SEO/HEO","120","[c]","34670","34260"
"New entrant CS","2022","Unknown","HM Land Registry","AA/AO","145","[c]","22620","22600"
"New entrant CS","2022","Unknown","HM Land Registry","EO","80","[c]","27770","27130"
"New entrant CS","2022","Unknown","HM Land Registry","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Land Registry","SEO/HEO","35","[c]","36820","37290"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","AA/AO","2105","[c]","24030","23140"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","EO","60","[c]","25930","24620"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","SEO/HEO","90","[c]","32990","31920"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","Unknown","3315","[c]","27890","26310"
"New entrant CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","AA/AO","1620","[c]","21300","21250"
"New entrant CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","EO","815","[c]","27120","26590"
"New entrant CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","G6/G7","60","[c]","57130","55210"
"New entrant CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","SEO/HEO","535","[c]","35030","33080"
"New entrant CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","AA/AO","510","[c]","21940","21680"
"New entrant CS","2022","Unknown","Home Office","EO","1425","[c]","27250","24880"
"New entrant CS","2022","Unknown","Home Office","G6/G7","145","[c]","60060","57430"
"New entrant CS","2022","Unknown","Home Office","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","SEO/HEO","355","[c]","36550","35050"
