"Status","Year","Disability","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","UK Supreme Court","EO","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","G6/G7","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Valuation Office Agency","AA/AO","445","405","22500","22040"
"In post","2022","Declared non-disabled","Valuation Office Agency","EO","625","570","27610","27000"
"In post","2022","Declared non-disabled","Valuation Office Agency","G6/G7","370","355","59450","57150"
"In post","2022","Declared non-disabled","Valuation Office Agency","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Valuation Office Agency","SEO/HEO","1040","980","39050","38870"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","AA/AO","40","35","21660","21840"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","EO","35","30","26780","27250"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","SEO/HEO","85","85","41130","39800"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","AA/AO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","EO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","G6/G7","45","45","56540","54000"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","SEO/HEO","45","45","36340","36520"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","EO","35","35","29640","28450"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","G6/G7","50","50","82870","78730"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","SEO/HEO","115","110","47620","46000"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","AA/AO","690","640","24280","24630"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","EO","930","875","28880","29430"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","G6/G7","950","910","62480","61440"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","SCS level","160","155","87280","79340"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","SEO/HEO","2310","2190","41530","38160"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","AA/AO","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","EO","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Accountant in Bankruptcy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Accountant in Bankruptcy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","SEO/HEO","30","25","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","AA/AO","35","35","21940","21300"
"In post","2022","Undeclared","Animal and Plant Health Agency","EO","35","35","26160","25360"
"In post","2022","Undeclared","Animal and Plant Health Agency","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","SEO/HEO","60","55","33900","32790"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","AA/AO","30","25","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","EO","30","30","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","G6/G7","100","95","58160","54700"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","SCS level","20","15","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","SEO/HEO","120","120","36710","35790"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Companies House","AA/AO","25","20","[c]","[c]"
"In post","2022","Undeclared","Companies House","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","AA/AO","30","25","21110","21410"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","SEO/HEO","20","15","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","AA/AO","20","15","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","SEO/HEO","30","30","48060","52520"
"In post","2022","Undeclared","Crown Prosecution Service","AA/AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Defence Electronics and Components Agency","AA/AO","30","30","22570","22820"
"In post","2022","Undeclared","Defence Electronics and Components Agency","EO","110","105","29180","29470"
"In post","2022","Undeclared","Defence Electronics and Components Agency","SEO/HEO","30","30","36320","33670"
"In post","2022","Undeclared","Defence Equipment and Support","EO","115","110","22990","22670"
"In post","2022","Undeclared","Defence Equipment and Support","G6/G7","135","135","56600","55350"
"In post","2022","Undeclared","Defence Equipment and Support","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Defence Equipment and Support","SEO/HEO","480","465","36320","36860"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","150","145","58220","55500"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","130","130","39130","38060"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","G6/G7","45","45","55190","52250"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","SEO/HEO","35","35","35000","34020"
"In post","2022","Undeclared","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","G6/G7","105","100","57140","54080"
"In post","2022","Undeclared","Department for Education (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","SEO/HEO","120","115","35800","36500"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","30","30","26790","25520"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","105","100","53530","52290"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","145","140","35160","35900"
"In post","2022","Undeclared","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","G6/G7","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","65","65","56320","53130"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","70","70","35280","34320"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","EO","35","35","28810","29970"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","G6/G7","105","100","60390","58960"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","SEO/HEO","125","125","38910","38650"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","AA/AO","1305","1165","21410","21260"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","EO","2230","2060","28110","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","G6/G7","145","140","57760","55000"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","SEO/HEO","445","430","35360","34680"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Disclosure Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","AA/AO","275","240","21090","21840"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","EO","70","65","26670","26700"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Licensing Agency","SEO/HEO","95","90","39440","38860"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","AA/AO","60","55","24560","21840"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","EO","150","140","28090","26780"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Driver and Vehicle Standards Agency","SEO/HEO","65","60","35840","33350"
"In post","2022","Undeclared","Education and Skills Funding Agency","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Education and Skills Funding Agency","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education and Skills Funding Agency","SEO/HEO","50","50","34790","36500"
"In post","2022","Undeclared","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","FCDO Services","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","FCDO Services","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","FCDO Services","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","EO","75","75","27150","26750"
"In post","2022","Undeclared","Food Standards Agency","G6/G7","55","55","56440","55300"
"In post","2022","Undeclared","Food Standards Agency","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","SEO/HEO","205","205","35760","37350"
"In post","2022","Undeclared","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","EO","25","25","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","110","110","61070","60720"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","30","30","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","105","100","37780","37560"
"In post","2022","Undeclared","Government Internal Audit Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Internal Audit Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Internal Audit Agency","G6/G7","20","15","[c]","[c]"
"In post","2022","Undeclared","Government Internal Audit Agency","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Government Internal Audit Agency","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Legal Department","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Government Legal Department","G6/G7","80","75","61720","64680"
"In post","2022","Undeclared","Government Legal Department","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Government Legal Department","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Government Property Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Health and Safety Executive","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Health and Safety Executive","EO","30","30","27720","27870"
"In post","2022","Undeclared","Health and Safety Executive","G6/G7","40","40","64770","57510"
"In post","2022","Undeclared","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Health and Safety Executive","SEO/HEO","90","85","43760","41480"
"In post","2022","Undeclared","HM Courts and Tribunals Service","AA/AO","700","610","21410","20970"
"In post","2022","Undeclared","HM Courts and Tribunals Service","EO","180","170","26520","25120"
"In post","2022","Undeclared","HM Courts and Tribunals Service","G6/G7","50","50","57300","54850"
"In post","2022","Undeclared","HM Courts and Tribunals Service","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","HM Courts and Tribunals Service","SEO/HEO","175","165","37330","36050"
"In post","2022","Undeclared","HM Land Registry","AA/AO","40","35","22770","22600"
"In post","2022","Undeclared","HM Land Registry","EO","110","95","27560","27130"
"In post","2022","Undeclared","HM Land Registry","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","SEO/HEO","130","115","36890","33840"
"In post","2022","Undeclared","HM Prison and Probation Service","AA/AO","3635","3255","27990","30480"
"In post","2022","Undeclared","HM Prison and Probation Service","EO","1165","1095","32160","33520"
"In post","2022","Undeclared","HM Prison and Probation Service","G6/G7","70","65","73860","72130"
"In post","2022","Undeclared","HM Prison and Probation Service","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","HM Prison and Probation Service","SEO/HEO","1060","1015","41490","38160"
"In post","2022","Undeclared","HM Prison and Probation Service","Unknown","765","715","31060","28690"
"In post","2022","Undeclared","HM Revenue and Customs (excl. agencies)","AA/AO","775","665","21900","21250"
"In post","2022","Undeclared","HM Revenue and Customs (excl. agencies)","EO","665","615","27930","26820"
"In post","2022","Undeclared","HM Revenue and Customs (excl. agencies)","G6/G7","480","460","60390","55410"
"In post","2022","Undeclared","HM Revenue and Customs (excl. agencies)","SCS level","25","20","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs (excl. agencies)","SEO/HEO","1205","1150","36700","34250"
"In post","2022","Undeclared","HM Treasury (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","HM Treasury (excl. agencies)","EO","25","25","[c]","[c]"
"In post","2022","Undeclared","HM Treasury (excl. agencies)","G6/G7","145","140","57390","54760"
"In post","2022","Undeclared","HM Treasury (excl. agencies)","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","HM Treasury (excl. agencies)","SEO/HEO","150","150","33950","32320"
"In post","2022","Undeclared","Home Office","AA/AO","250","220","22550","21680"
"In post","2022","Undeclared","Home Office","EO","695","630","27360","27370"
"In post","2022","Undeclared","Home Office","G6/G7","180","180","60860","57680"
"In post","2022","Undeclared","Home Office","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Home Office","SEO/HEO","535","515","36330","35200"
"In post","2022","Undeclared","Institute for Apprenticeships and Technical Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Institute for Apprenticeships and Technical Education","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Institute for Apprenticeships and Technical Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Institute for Apprenticeships and Technical Education","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","AA/AO","35","35","20910","20970"
"In post","2022","Undeclared","Legal Aid Agency","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","SEO/HEO","35","35","41610","39470"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","SCS level","10","5","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","AA/AO","1125","1080","23500","21380"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","EO","555","540","29210","26890"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","G6/G7","205","200","62090","58550"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","SEO/HEO","960","930","38740","38020"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","AA/AO","25","25","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","EO","70","65","27220","26900"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","G6/G7","120","120","60060","59050"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","SEO/HEO","240","235","38850","38370"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Infrastructure Commission","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","National Infrastructure Commission","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Budget Responsibility","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Budget Responsibility","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","AA/AO","60","50","21070","20970"
"In post","2022","Undeclared","Office of the Public Guardian","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Office of the Scottish Charity Regulator","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","G6/G7","20","15","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectorate","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","AA/AO","10","5","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Registers of Scotland","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Undeclared","Rural Payments Agency","AA/AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Rural Payments Agency","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","Rural Payments Agency","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Rural Payments Agency","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Scottish Fiscal Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","AA/AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","G6/G7","45","45","60420","62170"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Government (excl. agencies)","SEO/HEO","70","70","40070","39660"
"In post","2022","Undeclared","Scottish Housing Regulator","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Housing Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Prison Service","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Scottish Public Pensions Agency","AA/AO","[c]","[c]","[c]","[c]"
