"Status","Year","Age","Disability","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","20-29","Undeclared","White","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","White","London","60","[c]","34380","33210"
"Leaver Dept.","2022","20-29","Undeclared","White","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","White","North West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","White","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","White","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","White","South East (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","White","South West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","White","Wales","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Asian","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Asian","London","40","[c]","32170","31120"
"Leaver Dept.","2022","20-29","Unknown","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Asian","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Asian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Asian","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Black","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Mixed","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Mixed","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Other ethnicity","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Undeclared","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Undeclared","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Undeclared","South West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Undeclared","Wales","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","East Midlands (England)","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","East of England","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","London","1000","[c]","34240","32000"
"Leaver Dept.","2022","20-29","Unknown","Unknown","North East (England)","55","[c]","26160","24250"
"Leaver Dept.","2022","20-29","Unknown","Unknown","North West (England)","95","[c]","26390","26640"
"Leaver Dept.","2022","20-29","Unknown","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","Scotland","60","[c]","26790","24930"
"Leaver Dept.","2022","20-29","Unknown","Unknown","South East (England)","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","South West (England)","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","Unknown","185","[c]","31810","32000"
"Leaver Dept.","2022","20-29","Unknown","Unknown","Wales","35","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","West Midlands (England)","60","[c]","24160","21840"
"Leaver Dept.","2022","20-29","Unknown","Unknown","Yorkshire and The Humber","140","[c]","28070","27570"
"Leaver Dept.","2022","20-29","Unknown","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","White","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","White","London","115","[c]","34820","32940"
"Leaver Dept.","2022","20-29","Unknown","White","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","White","North West (England)","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","White","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","White","Scotland","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","White","South East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","White","South West (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","White","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","White","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","White","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","White","Yorkshire and The Humber","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Asian","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Asian","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Asian","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Asian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Asian","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Asian","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Asian","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Black","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Mixed","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Mixed","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Undeclared","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","White","East Midlands (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","White","East of England","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","White","London","140","[c]","45370","41990"
"Leaver Dept.","2022","30-39","Declared disabled","White","North East (England)","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","White","North West (England)","40","[c]","31520","29470"
"Leaver Dept.","2022","30-39","Declared disabled","White","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","White","Scotland","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","White","South East (England)","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","White","South West (England)","35","[c]","33150","36330"
"Leaver Dept.","2022","30-39","Declared disabled","White","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","White","Wales","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","White","West Midlands (England)","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","White","Yorkshire and The Humber","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Asian","East Midlands (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Asian","East of England","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Asian","London","335","[c]","39900","35070"
"Leaver Dept.","2022","30-39","Declared non-disabled","Asian","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Asian","North West (England)","55","[c]","25970","24570"
"Leaver Dept.","2022","30-39","Declared non-disabled","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Asian","Scotland","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Asian","South East (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Asian","South West (England)","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Asian","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Asian","West Midlands (England)","90","[c]","26770","25080"
"Leaver Dept.","2022","30-39","Declared non-disabled","Asian","Yorkshire and The Humber","60","[c]","31410","27570"
"Leaver Dept.","2022","30-39","Declared non-disabled","Black","East Midlands (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Black","East of England","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Black","London","175","[c]","36670","32330"
"Leaver Dept.","2022","30-39","Declared non-disabled","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Black","North West (England)","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Black","Scotland","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Black","South West (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Black","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Black","West Midlands (England)","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Black","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Mixed","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Mixed","East of England","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Mixed","London","95","[c]","44470","40270"
"Leaver Dept.","2022","30-39","Declared non-disabled","Mixed","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Mixed","North West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Mixed","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Mixed","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Mixed","South West (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Mixed","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Mixed","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Mixed","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Other ethnicity","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Other ethnicity","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Undeclared","London","45","[c]","41070","40070"
"Leaver Dept.","2022","30-39","Declared non-disabled","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Undeclared","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Undeclared","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Undeclared","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Undeclared","West Midlands (England)","5","[c]","[c]","[c]"
