"Status","Year","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Derbyshire and Nottinghamshire","AA","390","365","20460","20890"
"In post","2022","Derbyshire and Nottinghamshire","AO","3530","3210","22910","21260"
"In post","2022","Derbyshire and Nottinghamshire","EO","3735","3450","27200","27130"
"In post","2022","Derbyshire and Nottinghamshire","G6","315","305","68470","67910"
"In post","2022","Derbyshire and Nottinghamshire","G7","1035","995","54750","55210"
"In post","2022","Derbyshire and Nottinghamshire","HEO","2410","2295","33060","33370"
"In post","2022","Derbyshire and Nottinghamshire","SCS level","75","75","92900","87400"
"In post","2022","Derbyshire and Nottinghamshire","SEO","1440","1375","41390","40520"
"In post","2022","Derbyshire and Nottinghamshire","Unknown","775","695","29470","28200"
"In post","2022","Devon","AA","585","555","20330","19810"
"In post","2022","Devon","AO","2450","2175","23330","21380"
"In post","2022","Devon","EO","2245","2030","27450","27570"
"In post","2022","Devon","G6","270","255","64790","60740"
"In post","2022","Devon","G7","735","700","51410","48830"
"In post","2022","Devon","HEO","1285","1210","34040","33300"
"In post","2022","Devon","SCS level","35","30","94210","91960"
"In post","2022","Devon","SEO","1220","1160","41390","40000"
"In post","2022","Devon","Unknown","490","460","31090","28250"
"In post","2022","Dorset and Somerset","AA","365","340","20180","19810"
"In post","2022","Dorset and Somerset","AO","1310","1220","23540","21510"
"In post","2022","Dorset and Somerset","EO","1620","1485","27430","27570"
"In post","2022","Dorset and Somerset","G6","80","75","70690","68440"
"In post","2022","Dorset and Somerset","G7","190","185","55330","53720"
"In post","2022","Dorset and Somerset","HEO","925","880","33540","33290"
"In post","2022","Dorset and Somerset","SCS level","10","10","97420","96250"
"In post","2022","Dorset and Somerset","SEO","595","570","42550","42510"
"In post","2022","Dorset and Somerset","Unknown","365","330","28810","26310"
"In post","2022","East Anglia","AA","905","845","20370","20890"
"In post","2022","East Anglia","AO","3910","3580","24630","21960"
"In post","2022","East Anglia","EO","3295","3040","27740","27570"
"In post","2022","East Anglia","G6","185","175","69020","67000"
"In post","2022","East Anglia","G7","565","545","54250","52330"
"In post","2022","East Anglia","HEO","1965","1880","33250","33180"
"In post","2022","East Anglia","SCS level","65","60","100950","97990"
"In post","2022","East Anglia","SEO","1160","1110","41860","40580"
"In post","2022","East Anglia","Unknown","870","795","28390","26310"
"In post","2022","East Wales","AA","440","415","20050","19810"
"In post","2022","East Wales","AO","4915","4450","22220","21260"
"In post","2022","East Wales","EO","5135","4815","27080","26820"
"In post","2022","East Wales","G6","565","545","68020","67380"
"In post","2022","East Wales","G7","2180","2095","55580","55210"
"In post","2022","East Wales","HEO","3875","3705","33400","33110"
"In post","2022","East Wales","SCS level","275","270","86030","78460"
"In post","2022","East Wales","SEO","2840","2730","41790","40520"
"In post","2022","East Wales","Unknown","625","590","29620","28200"
"In post","2022","East Yorkshire and Northern Lincolnshire","AA","305","285","20950","20890"
"In post","2022","East Yorkshire and Northern Lincolnshire","AO","1830","1655","24610","23140"
"In post","2022","East Yorkshire and Northern Lincolnshire","EO","1640","1500","27800","27570"
"In post","2022","East Yorkshire and Northern Lincolnshire","G6","30","30","67490","61680"
"In post","2022","East Yorkshire and Northern Lincolnshire","G7","105","100","56310","54700"
"In post","2022","East Yorkshire and Northern Lincolnshire","HEO","435","405","33660","33370"
"In post","2022","East Yorkshire and Northern Lincolnshire","SCS level","5","5","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","SEO","205","195","43980","41100"
"In post","2022","East Yorkshire and Northern Lincolnshire","Unknown","395","365","30020","28200"
"In post","2022","Eastern Scotland","AA","1275","1195","21810","21050"
"In post","2022","Eastern Scotland","AO","4765","4425","23010","21640"
"In post","2022","Eastern Scotland","EO","5495","5140","29320","27570"
"In post","2022","Eastern Scotland","G6","1010","965","72390","75340"
"In post","2022","Eastern Scotland","G7","1885","1800","57360","57190"
"In post","2022","Eastern Scotland","HEO","3495","3360","34820","33680"
"In post","2022","Eastern Scotland","SCS level","250","245","89680","83230"
"In post","2022","Eastern Scotland","SEO","2785","2655","44340","43660"
"In post","2022","Eastern Scotland","Unknown","30","30","41380","39880"
"In post","2022","Essex","AA","185","170","20450","20480"
"In post","2022","Essex","AO","1230","1120","24380","24250"
"In post","2022","Essex","EO","2055","1870","28750","29290"
"In post","2022","Essex","G6","60","60","70530","67910"
"In post","2022","Essex","G7","250","235","56980","55210"
"In post","2022","Essex","HEO","650","610","33990","33370"
"In post","2022","Essex","SCS level","30","25","96170","89220"
"In post","2022","Essex","SEO","395","375","42060","40520"
"In post","2022","Essex","Unknown","460","425","28950","26310"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","AA","600","575","19970","19810"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","AO","3195","2935","22990","21380"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","EO","5705","5325","26280","26670"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","G6","1200","1155","68240","67220"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","G7","4090","3950","52610","52700"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","6615","6330","31830","32720"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","300","290","97940","90530"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","6210","5975","40550","40510"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","2250","2150","37600","33710"
"In post","2022","Greater Manchester","AA","460","410","20290","20890"
"In post","2022","Greater Manchester","AO","5055","4590","21950","21260"
"In post","2022","Greater Manchester","EO","5995","5650","26910","26820"
"In post","2022","Greater Manchester","G6","640","625","67080","67760"
"In post","2022","Greater Manchester","G7","1950","1890","53720","54160"
"In post","2022","Greater Manchester","HEO","3740","3610","32570","33080"
"In post","2022","Greater Manchester","SCS level","140","135","88770","81860"
"In post","2022","Greater Manchester","SEO","2435","2355","39720","40180"
"In post","2022","Greater Manchester","Unknown","1190","1120","29570","28200"
"In post","2022","Hampshire and Isle of Wight","AA","1115","920","20160","19810"
"In post","2022","Hampshire and Isle of Wight","AO","3340","2875","23410","21260"
"In post","2022","Hampshire and Isle of Wight","EO","3600","3380","27200","26820"
"In post","2022","Hampshire and Isle of Wight","G6","345","325","70030","67770"
"In post","2022","Hampshire and Isle of Wight","G7","1700","1630","54060","53050"
"In post","2022","Hampshire and Isle of Wight","HEO","2875","2765","32880","33300"
"In post","2022","Hampshire and Isle of Wight","SCS level","95","90","92610","90000"
"In post","2022","Hampshire and Isle of Wight","SEO","1995","1920","41030","40180"
"In post","2022","Hampshire and Isle of Wight","Unknown","500","460","30160","28200"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","AA","315","290","20510","20890"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","AO","1420","1320","24030","21680"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","EO","1135","1060","27230","27570"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","G6","60","55","69250","63900"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","G7","130","125","54630","51300"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","HEO","430","410","32700","31990"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","SCS level","15","15","87080","82500"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","SEO","290","280","42350","40610"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","395","365","29910","28200"
"In post","2022","Highlands and Islands","AA","170","155","20810","20260"
"In post","2022","Highlands and Islands","AO","645","595","23820","23230"
"In post","2022","Highlands and Islands","EO","690","645","29190","27570"
"In post","2022","Highlands and Islands","G6","25","25","72250","72480"
"In post","2022","Highlands and Islands","G7","45","40","56960","55000"
"In post","2022","Highlands and Islands","HEO","280","270","35160","35240"
"In post","2022","Highlands and Islands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","SEO","140","135","44800","44680"
"In post","2022","Highlands and Islands","Unknown","5","5","[c]","[c]"
"In post","2022","Inner London - East","AA","235","220","23600","22460"
"In post","2022","Inner London - East","AO","2420","2215","26760","25110"
"In post","2022","Inner London - East","EO","4955","4730","31250","31060"
"In post","2022","Inner London - East","G6","1235","1180","72830","73430"
"In post","2022","Inner London - East","G7","2735","2655","58730","59160"
"In post","2022","Inner London - East","HEO","3460","3365","37440","37610"
"In post","2022","Inner London - East","SCS level","600","575","97380","91750"
"In post","2022","Inner London - East","SEO","2385","2330","44470","43810"
"In post","2022","Inner London - East","Unknown","1020","980","35530","34100"
"In post","2022","Inner London - West","AA","585","560","23040","22460"
"In post","2022","Inner London - West","AO","3430","3260","26550","24560"
"In post","2022","Inner London - West","EO","7100","6910","29340","28880"
"In post","2022","Inner London - West","G6","7080","6810","68490","66440"
"In post","2022","Inner London - West","G7","15690","15230","56140","54700"
"In post","2022","Inner London - West","HEO","12945","12760","34760","34280"
"In post","2022","Inner London - West","SCS level","3715","3600","89840","80050"
"In post","2022","Inner London - West","SEO","9945","9740","42630","41950"
"In post","2022","Inner London - West","Unknown","280","275","36830","35310"
"In post","2022","Kent","AA","410","390","20920","20920"
"In post","2022","Kent","AO","2520","2370","25990","24520"
"In post","2022","Kent","EO","3560","3290","28300","27370"
"In post","2022","Kent","G6","60","55","71830","67910"
"In post","2022","Kent","G7","245","235","55460","53050"
"In post","2022","Kent","HEO","995","950","34290","33300"
"In post","2022","Kent","SCS level","10","10","101410","103000"
"In post","2022","Kent","SEO","480","460","42600","40520"
"In post","2022","Kent","Unknown","480","440","30000","28250"
"In post","2022","Lancashire","AA","450","395","20750","20890"
"In post","2022","Lancashire","AO","5570","4975","22360","21260"
"In post","2022","Lancashire","EO","4435","4035","27630","27570"
"In post","2022","Lancashire","G6","270","260","68660","66610"
"In post","2022","Lancashire","G7","725","695","53540","52640"
"In post","2022","Lancashire","HEO","1515","1415","33250","32900"
"In post","2022","Lancashire","SCS level","45","45","82710","76480"
"In post","2022","Lancashire","SEO","1110","1055","40160","39390"
"In post","2022","Lancashire","Unknown","660","615","29640","28200"
"In post","2022","Leicestershire, Rutland and Northamptonshire","AA","310","285","20100","19810"
"In post","2022","Leicestershire, Rutland and Northamptonshire","AO","2420","2175","22830","21260"
"In post","2022","Leicestershire, Rutland and Northamptonshire","EO","1805","1670","27620","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","G6","45","40","72880","71610"
"In post","2022","Leicestershire, Rutland and Northamptonshire","G7","190","180","55040","53800"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HEO","595","565","33910","33370"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SCS level","10","10","83450","75840"
"In post","2022","Leicestershire, Rutland and Northamptonshire","SEO","335","325","43160","41100"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","565","525","29570","28200"
"In post","2022","Lincolnshire","AA","315","300","20040","19810"
"In post","2022","Lincolnshire","AO","1000","930","23300","21380"
"In post","2022","Lincolnshire","EO","750","700","27720","27570"
"In post","2022","Lincolnshire","G6","35","30","71340","67510"
"In post","2022","Lincolnshire","G7","85","85","55030","53360"
"In post","2022","Lincolnshire","HEO","390","375","33410","33300"
"In post","2022","Lincolnshire","SCS level","5","5","[c]","[c]"
"In post","2022","Lincolnshire","SEO","230","220","42770","41380"
"In post","2022","Lincolnshire","Unknown","210","200","30180","28200"
"In post","2022","Merseyside","AA","500","440","19230","18240"
"In post","2022","Merseyside","AO","6605","5850","21730","21380"
"In post","2022","Merseyside","EO","6675","6150","26520","26820"
"In post","2022","Merseyside","G6","345","335","67260","67320"
"In post","2022","Merseyside","G7","1250","1205","54370","54160"
"In post","2022","Merseyside","HEO","3045","2915","32400","33080"
"In post","2022","Merseyside","SCS level","85","85","89360","80500"
"In post","2022","Merseyside","SEO","1900","1835","40240","40180"
"In post","2022","Merseyside","Unknown","815","765","28950","26310"
"In post","2022","North Eastern Scotland","AA","80","65","21740","21640"
"In post","2022","North Eastern Scotland","AO","450","425","26860","24020"
"In post","2022","North Eastern Scotland","EO","635","595","29630","27570"
"In post","2022","North Eastern Scotland","G6","40","40","74640","73910"
"In post","2022","North Eastern Scotland","G7","95","95","64080","59150"
"In post","2022","North Eastern Scotland","HEO","315","300","35940","34600"
"In post","2022","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","SEO","320","300","55950","47490"
"In post","2022","North Yorkshire","AA","270","255","19540","19810"
"In post","2022","North Yorkshire","AO","1040","970","23620","21300"
"In post","2022","North Yorkshire","EO","1040","985","27130","26670"
"In post","2022","North Yorkshire","G6","145","140","67100","63860"
"In post","2022","North Yorkshire","G7","455","440","53710","50850"
"In post","2022","North Yorkshire","HEO","855","825","32830","32750"
"In post","2022","North Yorkshire","SCS level","30","30","93150","88750"
"In post","2022","North Yorkshire","SEO","575","555","39330","38180"
"In post","2022","North Yorkshire","Unknown","240","220","29520","28200"
"In post","2022","Northern Ireland","AA","480","470","20200","20560"
"In post","2022","Northern Ireland","AO","1160","1060","21760","21250"
"In post","2022","Northern Ireland","EO","1105","1050","26930","26820"
"In post","2022","Northern Ireland","G6","65","60","70010","67910"
"In post","2022","Northern Ireland","G7","240","230","54470","55210"
"In post","2022","Northern Ireland","HEO","800","780","33580","33370"
"In post","2022","Northern Ireland","SCS level","20","15","79550","75700"
"In post","2022","Northern Ireland","SEO","390","380","40240","40180"
"In post","2022","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","AA","565","430","20780","21250"
"In post","2022","Northumberland, and Tyne and Wear","AO","8120","6930","21400","21260"
"In post","2022","Northumberland, and Tyne and Wear","EO","5970","5460","26960","27250"
"In post","2022","Northumberland, and Tyne and Wear","G6","505","490","66770","67860"
"In post","2022","Northumberland, and Tyne and Wear","G7","1660","1615","53390","54160"
"In post","2022","Northumberland, and Tyne and Wear","HEO","3480","3325","32740","33080"
"In post","2022","Northumberland, and Tyne and Wear","SCS level","100","100","87050","77900"
"In post","2022","Northumberland, and Tyne and Wear","SEO","2270","2175","39680","40180"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","580","545","29430","28200"
"In post","2022","Outer London - East and North East","AA","270","250","23670","24080"
"In post","2022","Outer London - East and North East","AO","1190","1105","27800","25110"
"In post","2022","Outer London - East and North East","EO","1745","1615","31310","31060"
"In post","2022","Outer London - East and North East","G6","20","20","72890","68300"
"In post","2022","Outer London - East and North East","G7","45","45","60640","56870"
"In post","2022","Outer London - East and North East","HEO","290","280","37460","36650"
"In post","2022","Outer London - East and North East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","SEO","125","120","46070","43470"
"In post","2022","Outer London - East and North East","Unknown","380","360","33530","33700"
"In post","2022","Outer London - South","AA","225","200","22230","22460"
"In post","2022","Outer London - South","AO","1635","1485","25220","25630"
"In post","2022","Outer London - South","EO","3385","3200","30240","30330"
"In post","2022","Outer London - South","G6","590","565","73030","74000"
"In post","2022","Outer London - South","G7","1325","1290","60280","59930"
"In post","2022","Outer London - South","HEO","2450","2365","36610","36620"
"In post","2022","Outer London - South","SCS level","100","100","88810","82340"
"In post","2022","Outer London - South","SEO","1780","1720","44190","43430"
"In post","2022","Outer London - South","Unknown","330","310","33460","32090"
"In post","2022","Outer London - West and North West","AA","320","280","22960","22460"
"In post","2022","Outer London - West and North West","AO","1570","1435","26610","25630"
"In post","2022","Outer London - West and North West","EO","3940","3645","29870","30270"
"In post","2022","Outer London - West and North West","G6","165","155","70360","68520"
"In post","2022","Outer London - West and North West","G7","445","435","56090","55130"
"In post","2022","Outer London - West and North West","HEO","1350","1295","34960","35070"
"In post","2022","Outer London - West and North West","SCS level","65","55","111960","102850"
"In post","2022","Outer London - West and North West","SEO","855","830","43100","41990"
"In post","2022","Outer London - West and North West","Unknown","420","400","33120","32090"
"In post","2022","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AO","65","65","22260","21830"
"In post","2022","Overseas","EO","285","285","27700","27130"
"In post","2022","Overseas","G6","445","445","66660","65210"
"In post","2022","Overseas","G7","865","865","55990","54560"
"In post","2022","Overseas","HEO","1065","1060","36120","34220"
"In post","2022","Overseas","SCS level","290","290","85420","76600"
"In post","2022","Overseas","SEO","460","460","46490","41950"
"In post","2022","Overseas","Unknown","200","200","40510","32790"
"In post","2022","Shropshire and Staffordshire","AA","515","480","20470","20890"
"In post","2022","Shropshire and Staffordshire","AO","2660","2445","23630","21960"
"In post","2022","Shropshire and Staffordshire","EO","2525","2345","27850","27570"
"In post","2022","Shropshire and Staffordshire","G6","160","155","72070","67910"
"In post","2022","Shropshire and Staffordshire","G7","485","470","55820","55210"
"In post","2022","Shropshire and Staffordshire","HEO","1145","1085","33800","33300"
"In post","2022","Shropshire and Staffordshire","SCS level","45","45","96080","92640"
"In post","2022","Shropshire and Staffordshire","SEO","855","825","42240","40580"
"In post","2022","Shropshire and Staffordshire","Unknown","520","465","29690","28200"
"In post","2022","South Yorkshire","AA","280","250","20190","20890"
"In post","2022","South Yorkshire","AO","2600","2290","22610","21680"
"In post","2022","South Yorkshire","EO","2855","2575","27060","27570"
"In post","2022","South Yorkshire","G6","355","345","64600","63260"
"In post","2022","South Yorkshire","G7","980","945","52570","50630"
"In post","2022","South Yorkshire","HEO","1505","1415","32150","31990"
"In post","2022","South Yorkshire","SCS level","85","80","80490","75040"
"In post","2022","South Yorkshire","SEO","1270","1215","38980","37450"
"In post","2022","South Yorkshire","Unknown","540","495","29640","28200"
"In post","2022","Southern Scotland","AA","175","155","21310","20950"
"In post","2022","Southern Scotland","AO","2155","1900","22420","21260"
"In post","2022","Southern Scotland","EO","1955","1770","27440","27570"
"In post","2022","Southern Scotland","G6","145","140","66240","66610"
"In post","2022","Southern Scotland","G7","385","370","53080","53480"
"In post","2022","Southern Scotland","HEO","900","850","33410","33370"
"In post","2022","Southern Scotland","SCS level","30","30","79690","77650"
"In post","2022","Southern Scotland","SEO","495","480","41850","40520"
"In post","2022","Surrey, East and West Sussex","AA","425","390","21640","20890"
"In post","2022","Surrey, East and West Sussex","AO","2455","2250","25370","23450"
"In post","2022","Surrey, East and West Sussex","EO","2955","2655","28330","27570"
"In post","2022","Surrey, East and West Sussex","G6","170","160","70070","66830"
"In post","2022","Surrey, East and West Sussex","G7","450","430","56060","54850"
"In post","2022","Surrey, East and West Sussex","HEO","985","935","34450","33370"
"In post","2022","Surrey, East and West Sussex","SCS level","35","35","91460","86600"
"In post","2022","Surrey, East and West Sussex","SEO","660","625","42520","40520"
"In post","2022","Surrey, East and West Sussex","Unknown","635","565","30510","28510"
"In post","2022","Tees Valley and Durham","AA","500","445","20610","20890"
"In post","2022","Tees Valley and Durham","AO","4025","3580","23710","21960"
"In post","2022","Tees Valley and Durham","EO","2460","2230","27510","27570"
"In post","2022","Tees Valley and Durham","G6","115","110","66550","61990"
"In post","2022","Tees Valley and Durham","G7","435","425","53250","50630"
"In post","2022","Tees Valley and Durham","HEO","995","945","32530","31990"
"In post","2022","Tees Valley and Durham","SCS level","30","30","86640","80500"
"In post","2022","Tees Valley and Durham","SEO","695","660","41040","38550"
"In post","2022","Tees Valley and Durham","Unknown","600","570","29830","28200"
"In post","2022","Unknown","AA","20","15","20120","20370"
"In post","2022","Unknown","AO","180","165","22630","21300"
"In post","2022","Unknown","EO","440","415","28290","27570"
"In post","2022","Unknown","G6","40","35","68690","65950"
"In post","2022","Unknown","G7","125","125","54050","53360"
"In post","2022","Unknown","HEO","485","480","33100","32000"
"In post","2022","Unknown","SCS level","25","20","96490","87600"
"In post","2022","Unknown","SEO","110","105","40810","40600"
"In post","2022","Unknown","Unknown","1890","1875","36980","33570"
"In post","2022","West Central Scotland","AA","1295","1205","21180","21050"
"In post","2022","West Central Scotland","AO","5865","5260","23050","21260"
"In post","2022","West Central Scotland","EO","5600","5205","28370","27570"
"In post","2022","West Central Scotland","G6","535","520","71420","70480"
"In post","2022","West Central Scotland","G7","1245","1210","56400","55210"
"In post","2022","West Central Scotland","HEO","3105","2975","33800","33080"
"In post","2022","West Central Scotland","SCS level","95","95","85720","83230"
"In post","2022","West Central Scotland","SEO","2045","1970","43440","41550"
"In post","2022","West Central Scotland","Unknown","65","65","39810","40220"
"In post","2022","West Midlands","AA","370","330","19760","19200"
"In post","2022","West Midlands","AO","5050","4495","21610","21260"
"In post","2022","West Midlands","EO","6190","5720","27120","27570"
"In post","2022","West Midlands","G6","465","450","67260","66610"
"In post","2022","West Midlands","G7","1565","1510","53070","51460"
"In post","2022","West Midlands","HEO","3145","3020","32780","33080"
"In post","2022","West Midlands","SCS level","155","150","98420","89500"
"In post","2022","West Midlands","SEO","1950","1880","40120","40170"
"In post","2022","West Midlands","Unknown","1175","1080","29290","28200"
"In post","2022","West Wales and The Valleys","AA","1410","1150","18770","18310"
"In post","2022","West Wales and The Valleys","AO","5830","5150","22040","21840"
"In post","2022","West Wales and The Valleys","EO","4595","4235","27440","27570"
"In post","2022","West Wales and The Valleys","G6","250","240","73360","75480"
"In post","2022","West Wales and The Valleys","G7","685","660","57160","57150"
"In post","2022","West Wales and The Valleys","HEO","1990","1885","34630","33840"
"In post","2022","West Wales and The Valleys","SCS level","50","45","87640","79600"
"In post","2022","West Wales and The Valleys","SEO","1420","1365","43430","42630"
"In post","2022","West Wales and The Valleys","Unknown","810","765","29220","28200"
"In post","2022","West Yorkshire","AA","430","390","20600","20890"
"In post","2022","West Yorkshire","AO","4535","4060","22690","21260"
"In post","2022","West Yorkshire","EO","5455","5060","27300","27570"
"In post","2022","West Yorkshire","G6","630","605","66280","65470"
"In post","2022","West Yorkshire","G7","1800","1735","53360","52150"
"In post","2022","West Yorkshire","HEO","3145","3000","32770","33080"
"In post","2022","West Yorkshire","SCS level","165","160","86190","78280"
"In post","2022","West Yorkshire","SEO","2075","1995","39930","39940"
"In post","2022","West Yorkshire","Unknown","915","840","29830","28200"
"Leaver CS","2022","Bedfordshire and Hertfordshire","AA","55","[c]","18920","19200"
"Leaver CS","2022","Bedfordshire and Hertfordshire","AO","175","[c]","22520","21830"
"Leaver CS","2022","Bedfordshire and Hertfordshire","EO","195","[c]","28650","28550"
"Leaver CS","2022","Bedfordshire and Hertfordshire","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","G7","20","[c]","59530","57820"
"Leaver CS","2022","Bedfordshire and Hertfordshire","HEO","65","[c]","35440","33300"
"Leaver CS","2022","Bedfordshire and Hertfordshire","SEO","30","[c]","42000","40850"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","AA","145","[c]","19250","19050"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","AO","525","[c]","24080","21490"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","EO","290","[c]","27810","27570"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","G6","20","[c]","75240","71870"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","G7","40","[c]","57470","56540"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","HEO","110","[c]","34730","33370"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","SEO","85","[c]","43170","42000"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","AA","35","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","AO","125","[c]","21350","21170"
"Leaver CS","2022","Cheshire","EO","100","[c]","28670","27570"
"Leaver CS","2022","Cheshire","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","HEO","35","[c]","35990","34290"
"Leaver CS","2022","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","SEO","25","[c]","44000","45480"
"Leaver CS","2022","Cheshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","AA","15","[c]","18970","19050"
"Leaver CS","2022","Cornwall and Isles of Scilly","AO","85","[c]","21200","21260"
"Leaver CS","2022","Cornwall and Isles of Scilly","EO","40","[c]","27430","27570"
"Leaver CS","2022","Cornwall and Isles of Scilly","G6","[c]","[c]","[c]","[c]"
