"Status","Year","Organisation","Parent_department","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","South and West Derbyshire","Undeclared","50","45","46640","44020"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","South and West Derbyshire","Unknown","30","30","43680","41620"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","South Nottinghamshire","Heterosexual / straight","40","35","49050","45620"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","South Nottinghamshire","Undeclared","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","South Nottinghamshire","Unknown","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","South West Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","South West Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","South West Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Tower Hamlets","Heterosexual / straight","110","105","48040","44610"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Tower Hamlets","LGBO","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Tower Hamlets","Undeclared","15","15","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Tower Hamlets","Unknown","15","15","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Tyneside","Heterosexual / straight","60","55","41930","43830"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Tyneside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Tyneside","Undeclared","15","15","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","York","Heterosexual / straight","165","155","33650","31660"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","York","LGBO","20","20","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","York","Undeclared","35","35","33190","32080"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","York","Unknown","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Aberdeen City and Aberdeenshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Aberdeen City and Aberdeenshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Angus and Dundee City","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Angus and Dundee City","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Angus and Dundee City","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Angus and Dundee City","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Barking & Dagenham and Havering","Heterosexual / straight","35","30","27720","23720"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Barking & Dagenham and Havering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Barking & Dagenham and Havering","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Barking & Dagenham and Havering","Unknown","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Barnet","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Barnet","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Barnet","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Barnet","Unknown","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Barnsley, Doncaster and Rotherham","Heterosexual / straight","60","45","23600","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Barnsley, Doncaster and Rotherham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Barnsley, Doncaster and Rotherham","Undeclared","15","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","55","50","26740","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","15","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","10","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bedford","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bedford","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bedford","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bedford","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Berkshire","Heterosexual / straight","85","80","26540","21490"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Berkshire","Undeclared","15","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Berkshire","Unknown","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bexley and Greenwich","Heterosexual / straight","45","40","26190","24310"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bexley and Greenwich","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bexley and Greenwich","Undeclared","10","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bexley and Greenwich","Unknown","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Birmingham","Heterosexual / straight","635","580","25360","21410"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Birmingham","LGBO","25","25","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Birmingham","Undeclared","95","90","24580","21490"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Birmingham","Unknown","135","130","23470","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Blackburn with Darwen","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Blackburn with Darwen","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Blackburn with Darwen","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Blackburn with Darwen","Unknown","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Blackpool","Heterosexual / straight","35","30","27880","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Blackpool","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Blackpool","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bournemouth, Christchurch and Poole","Heterosexual / straight","90","80","24120","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bournemouth, Christchurch and Poole","LGBO","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bournemouth, Christchurch and Poole","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bournemouth, Christchurch and Poole","Unknown","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bradford","Heterosexual / straight","140","125","23900","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bradford","LGBO","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bradford","Undeclared","20","20","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bradford","Unknown","35","30","23500","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Brent","Heterosexual / straight","75","65","27930","24310"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Brent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Brent","Undeclared","20","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Brent","Unknown","30","25","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bridgend and Neath Port Talbot","Heterosexual / straight","95","90","23120","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bridgend and Neath Port Talbot","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bridgend and Neath Port Talbot","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bridgend and Neath Port Talbot","Unknown","20","20","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Brighton and Hove","Heterosexual / straight","80","75","26300","21410"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Brighton and Hove","LGBO","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Brighton and Hove","Undeclared","20","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Brighton and Hove","Unknown","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bristol, City of","Heterosexual / straight","165","150","24510","21450"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bristol, City of","Undeclared","25","25","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bristol, City of","Unknown","40","40","22650","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bromley","Heterosexual / straight","100","85","27830","23720"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bromley","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bromley","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Bromley","Unknown","15","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Buckinghamshire","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Buckinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Buckinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Buckinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Calderdale and Kirklees","Heterosexual / straight","40","35","26540","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Calderdale and Kirklees","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Calderdale and Kirklees","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Calderdale and Kirklees","Unknown","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Cambridgeshire CC","Heterosexual / straight","40","35","25360","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Cambridgeshire CC","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Cambridgeshire CC","Unknown","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Camden and City of London","Heterosexual / straight","555","525","27890","24310"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Camden and City of London","LGBO","20","20","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Camden and City of London","Undeclared","90","85","29040","24310"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Camden and City of London","Unknown","165","160","25720","23720"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Cardiff and Vale of Glamorgan","Heterosexual / straight","230","215","26660","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Cardiff and Vale of Glamorgan","LGBO","20","20","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Cardiff and Vale of Glamorgan","Undeclared","25","25","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Cardiff and Vale of Glamorgan","Unknown","40","35","24050","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Central Hampshire","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Central Hampshire","Unknown","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Central Valleys","Heterosexual / straight","40","40","26970","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Central Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Central Valleys","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Central Valleys","Unknown","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Cheshire East","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Cheshire East","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Cheshire West and Chester","Heterosexual / straight","35","30","23330","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Cheshire West and Chester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Cheshire West and Chester","Undeclared","15","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Cheshire West and Chester","Unknown","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","City of Edinburgh","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","City of Edinburgh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Conwy and Denbighshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Conwy and Denbighshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Conwy and Denbighshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Cornwall and Isles of Scilly","Heterosexual / straight","55","45","26180","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Cornwall and Isles of Scilly","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Coventry","Heterosexual / straight","40","30","23550","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Coventry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Coventry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Coventry","Unknown","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Croydon","Heterosexual / straight","125","120","28520","23720"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Croydon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Croydon","Undeclared","30","30","27890","23720"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Croydon","Unknown","40","35","28810","23720"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Darlington","Heterosexual / straight","35","35","24490","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Darlington","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Darlington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Darlington","Unknown","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Derby","Heterosexual / straight","85","70","24570","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Derby","LGBO","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Derby","Undeclared","20","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Derby","Unknown","20","20","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Devon CC","Heterosexual / straight","60","50","25280","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Devon CC","Undeclared","20","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Devon CC","Unknown","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Dorset","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Dorset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Dorset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Dudley","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Dudley","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Dudley","Undeclared","10","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Durham","Heterosexual / straight","45","40","29270","25120"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Durham","Undeclared","10","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Durham","Unknown","10","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Ealing","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Ealing","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Ealing","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Cumbria","Heterosexual / straight","40","35","27100","25120"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Cumbria","Undeclared","10","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Cumbria","Unknown","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Derbyshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Kent","Heterosexual / straight","75","65","24980","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Kent","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Kent","Unknown","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Lancashire","Heterosexual / straight","35","30","24410","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Lancashire","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Lancashire","Unknown","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Merseyside","Heterosexual / straight","55","50","22580","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Merseyside","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Riding of Yorkshire","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Riding of Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Sussex CC","Heterosexual / straight","55","45","25270","21490"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Sussex CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Sussex CC","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","East Sussex CC","Unknown","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Enfield","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Enfield","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Enfield","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Essex Haven Gateway","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Essex Haven Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Essex Thames Gateway","Heterosexual / straight","45","40","25990","21490"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Essex Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Essex Thames Gateway","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Essex Thames Gateway","Unknown","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Flintshire and Wrexham","Heterosexual / straight","55","50","26690","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Flintshire and Wrexham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Flintshire and Wrexham","Unknown","15","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Glasgow City","Heterosexual / straight","135","125","24360","21410"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Glasgow City","LGBO","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Glasgow City","Undeclared","25","25","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Glasgow City","Unknown","35","30","23230","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Gloucestershire CC","Heterosexual / straight","70","60","25340","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Gloucestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Gloucestershire CC","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Gloucestershire CC","Unknown","15","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Greater Manchester North West","Heterosexual / straight","60","55","25390","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Greater Manchester North West","Undeclared","15","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Greater Manchester South East","Heterosexual / straight","40","35","23870","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Greater Manchester South East","Undeclared","15","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Greater Manchester South West","Heterosexual / straight","250","225","22810","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Greater Manchester South West","LGBO","35","35","23490","21040"
