"Status","Year","Age","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","London","G6/G7","10","5","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","London","SEO/HEO","10","10","40750","38820"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","10","10","21790","22560"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","Outside London","EO","5","5","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","40","25","66210","65270"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","65+","Department for Transport","London","AA/AO","30","20","30750","33390"
"In post","2022","65+","Department for Transport","London","EO","25","20","31520","30780"
"In post","2022","65+","Department for Transport","London","G6/G7","15","15","59520","59540"
"In post","2022","65+","Department for Transport","London","SEO/HEO","10","10","42280","42680"
"In post","2022","65+","Department for Transport","Outside London","AA/AO","190","125","21810","21840"
"In post","2022","65+","Department for Transport","Outside London","EO","210","150","27560","26780"
"In post","2022","65+","Department for Transport","Outside London","G6/G7","20","15","67390","57860"
"In post","2022","65+","Department for Transport","Outside London","SEO/HEO","55","40","39740","36760"
"In post","2022","65+","Department for Work and Pensions","London","AA/AO","125","95","24550","25110"
"In post","2022","65+","Department for Work and Pensions","London","EO","175","140","31500","31880"
"In post","2022","65+","Department for Work and Pensions","London","G6/G7","10","5","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions","London","SEO/HEO","45","35","40090","39000"
"In post","2022","65+","Department for Work and Pensions","Outside London","AA/AO","1075","800","21250","21260"
"In post","2022","65+","Department for Work and Pensions","Outside London","EO","1105","775","27650","27570"
"In post","2022","65+","Department for Work and Pensions","Outside London","G6/G7","35","30","63440","59630"
"In post","2022","65+","Department for Work and Pensions","Outside London","SEO/HEO","200","140","38200","34290"
"In post","2022","65+","Department for Work and Pensions","Unknown","AA/AO","10","5","24560","25110"
"In post","2022","65+","Department for Work and Pensions","Unknown","EO","5","5","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care","London","AA/AO","15","15","23400","23690"
"In post","2022","65+","Department of Health and Social Care","London","EO","15","15","29380","28300"
"In post","2022","65+","Department of Health and Social Care","London","G6/G7","25","25","62910","60650"
"In post","2022","65+","Department of Health and Social Care","London","SCS level","20","15","119630","112850"
"In post","2022","65+","Department of Health and Social Care","London","SEO/HEO","20","15","41440","40650"
"In post","2022","65+","Department of Health and Social Care","Outside London","AA/AO","20","15","21170","21820"
"In post","2022","65+","Department of Health and Social Care","Outside London","EO","15","10","27390","27490"
"In post","2022","65+","Department of Health and Social Care","Outside London","G6/G7","30","25","60480","60170"
"In post","2022","65+","Department of Health and Social Care","Outside London","SCS level","10","5","100340","102340"
"In post","2022","65+","Department of Health and Social Care","Outside London","SEO/HEO","35","25","35560","35520"
"In post","2022","65+","Estyn","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Estyn","Outside London","G6/G7","5","0","[c]","[c]"
"In post","2022","65+","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Agency","Outside London","EO","30","25","27960","27240"
"In post","2022","65+","Food Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Food Standards Agency","Outside London","SEO/HEO","10","10","37540","39120"
"In post","2022","65+","Foreign, Commonwealth and Development Office","London","AA/AO","20","15","29720","28250"
"In post","2022","65+","Foreign, Commonwealth and Development Office","London","EO","5","5","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","London","G6/G7","25","20","67030","65590"
"In post","2022","65+","Foreign, Commonwealth and Development Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","London","SEO/HEO","15","15","42580","42100"
"In post","2022","65+","Foreign, Commonwealth and Development Office","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","Outside London","EO","5","5","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","Outside London","G6/G7","25","15","57220","57050"
"In post","2022","65+","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","10","5","38800","33930"
"In post","2022","65+","Foreign, Commonwealth and Development Office","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","HM Land Registry","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Land Registry","London","EO","5","5","[c]","[c]"
"In post","2022","65+","HM Land Registry","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Land Registry","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Land Registry","Outside London","AA/AO","15","15","22600","22600"
"In post","2022","65+","HM Land Registry","Outside London","EO","45","25","27450","27130"
"In post","2022","65+","HM Land Registry","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","HM Land Registry","Outside London","SEO/HEO","50","30","35970","33840"
"In post","2022","65+","HM Revenue and Customs","London","AA/AO","85","70","26110","26400"
"In post","2022","65+","HM Revenue and Customs","London","EO","80","60","32600","33440"
"In post","2022","65+","HM Revenue and Customs","London","G6/G7","40","30","70570","66050"
"In post","2022","65+","HM Revenue and Customs","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Revenue and Customs","London","SEO/HEO","100","75","42320","40910"
"In post","2022","65+","HM Revenue and Customs","Outside London","AA/AO","600","445","21660","21250"
"In post","2022","65+","HM Revenue and Customs","Outside London","EO","305","205","28320","28920"
"In post","2022","65+","HM Revenue and Customs","Outside London","G6/G7","65","45","59800","58710"
"In post","2022","65+","HM Revenue and Customs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Revenue and Customs","Outside London","SEO/HEO","280","185","38240","35980"
"In post","2022","65+","HM Treasury","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Treasury","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Treasury","London","G6/G7","10","5","[c]","[c]"
"In post","2022","65+","HM Treasury","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","HM Treasury","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","HM Treasury","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","London","AA/AO","155","130","24790","25630"
"In post","2022","65+","Home Office","London","EO","140","100","30390","29410"
"In post","2022","65+","Home Office","London","G6/G7","25","20","63970","63180"
"In post","2022","65+","Home Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","London","SEO/HEO","60","50","40440","38340"
"In post","2022","65+","Home Office","Outside London","AA/AO","220","170","21010","21680"
"In post","2022","65+","Home Office","Outside London","EO","170","110","29070","27370"
"In post","2022","65+","Home Office","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","Home Office","Outside London","SEO/HEO","50","40","34250","33900"
"In post","2022","65+","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Defence","London","AA/AO","55","55","23610","23340"
"In post","2022","65+","Ministry of Defence","London","EO","45","40","25420","23140"
"In post","2022","65+","Ministry of Defence","London","G6/G7","10","10","[c]","[c]"
"In post","2022","65+","Ministry of Defence","London","SCS level","5","5","[c]","[c]"
"In post","2022","65+","Ministry of Defence","London","SEO/HEO","45","35","42760","41240"
"In post","2022","65+","Ministry of Defence","Outside London","AA/AO","765","685","21230","21170"
"In post","2022","65+","Ministry of Defence","Outside London","EO","345","310","27680","26930"
"In post","2022","65+","Ministry of Defence","Outside London","G6/G7","135","110","61650","59130"
"In post","2022","65+","Ministry of Defence","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","65+","Ministry of Defence","Outside London","SEO/HEO","545","475","37820","36460"
"In post","2022","65+","Ministry of Defence","Outside London","Unknown","45","40","42970","40220"
"In post","2022","65+","Ministry of Defence","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Defence","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Defence","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","Ministry of Defence","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Defence","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","Ministry of Defence","Unknown","Unknown","25","25","37450","32550"
"In post","2022","65+","Ministry of Justice","London","AA/AO","265","215","24540","24080"
"In post","2022","65+","Ministry of Justice","London","EO","50","45","29760","28760"
"In post","2022","65+","Ministry of Justice","London","G6/G7","25","25","65640","63500"
"In post","2022","65+","Ministry of Justice","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Justice","London","SEO/HEO","40","40","44870","45670"
"In post","2022","65+","Ministry of Justice","London","Unknown","110","95","36620","34150"
"In post","2022","65+","Ministry of Justice","Outside London","AA/AO","940","690","22450","20970"
"In post","2022","65+","Ministry of Justice","Outside London","EO","150","115","28700","27380"
"In post","2022","65+","Ministry of Justice","Outside London","G6/G7","15","15","66230","66190"
"In post","2022","65+","Ministry of Justice","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Ministry of Justice","Outside London","SEO/HEO","155","115","39730","36480"
"In post","2022","65+","Ministry of Justice","Outside London","Unknown","450","330","29760","28200"
"In post","2022","65+","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","National Crime Agency","London","AA/AO","5","5","[c]","[c]"
"In post","2022","65+","National Crime Agency","London","EO","10","5","[c]","[c]"
"In post","2022","65+","National Crime Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","National Crime Agency","London","SEO/HEO","10","10","47490","47730"
"In post","2022","65+","National Crime Agency","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","65+","National Crime Agency","Outside London","EO","15","15","34500","36280"
"In post","2022","65+","National Crime Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","National Crime Agency","Outside London","SEO/HEO","15","10","43410","44030"
"In post","2022","65+","Northern Ireland Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","London","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","10","10","43990","51360"
"In post","2022","65+","Office of Gas and Electricity Markets","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Gas and Electricity Markets","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Qualifications and Examinations Regulation","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Qualifications and Examinations Regulation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of Rail and Road","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Office of the Secretary of State for Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Government","Outside London","AA/AO","215","170","24530","23780"
"In post","2022","65+","Scottish Government","Outside London","EO","90","65","31830","30450"
"In post","2022","65+","Scottish Government","Outside London","G6/G7","40","30","68550","68100"
"In post","2022","65+","Scottish Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Scottish Government","Outside London","SEO/HEO","115","85","42220","41130"
"In post","2022","65+","The National Archives","London","AA/AO","10","10","21570","21660"
"In post","2022","65+","The National Archives","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","The National Archives","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","The National Archives","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Export Finance","London","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","UK Export Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Export Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Export Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","Outside London","AA/AO","190","110","20560","20350"
"In post","2022","65+","UK Statistics Authority","Outside London","EO","35","30","26020","25650"
"In post","2022","65+","UK Statistics Authority","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Statistics Authority","Outside London","SEO/HEO","25","20","35300","33520"
"In post","2022","65+","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Supreme Court","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","UK Supreme Court","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Welsh Government","Outside London","AA/AO","50","35","24700","24630"
"In post","2022","65+","Welsh Government","Outside London","EO","35","25","29670","29430"
"In post","2022","65+","Welsh Government","Outside London","G6/G7","25","20","65100","61440"
"In post","2022","65+","Welsh Government","Outside London","SCS level","10","10","89240","86000"
"In post","2022","65+","Welsh Government","Outside London","SEO/HEO","70","60","42290","38160"
"In post","2022","Unknown","Department for Work and Pensions","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions","Outside London","EO","10","10","27840","27570"
"In post","2022","Unknown","Department for Work and Pensions","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Defence","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Attorney General's Departments","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Attorney General's Departments","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Education","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Environment, Food and Rural Affairs","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Environment, Food and Rural Affairs","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Environment, Food and Rural Affairs","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Transport","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Transport","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Transport","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Transport","Unknown","AA/AO","15","[c]","19340","18310"
"Leaver CS","2022","16-19","Department for Work and Pensions","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department for Work and Pensions","Outside London","AA/AO","45","[c]","21480","21260"
"Leaver CS","2022","16-19","Department for Work and Pensions","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department of Health and Social Care","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department of Health and Social Care","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department of Health and Social Care","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Revenue and Customs","Outside London","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","HM Revenue and Customs","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Home Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Home Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Defence","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Defence","Outside London","EO","15","[c]","17670","17140"
"Leaver CS","2022","16-19","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Justice","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Justice","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Justice","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Ministry of Justice","Outside London","AA/AO","35","[c]","19600","20370"
"Leaver CS","2022","16-19","Office for Standards in Education, Children's Services and Skills","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scottish Government","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scottish Government","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","The National Archives","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","UK Statistics Authority","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Attorney General's Departments","London","AA/AO","20","[c]","22590","23770"
"Leaver CS","2022","20-29","Attorney General's Departments","London","EO","30","[c]","28040","26950"
"Leaver CS","2022","20-29","Attorney General's Departments","London","G6/G7","10","[c]","52030","50500"
"Leaver CS","2022","20-29","Attorney General's Departments","London","SEO/HEO","20","[c]","38620","40000"
"Leaver CS","2022","20-29","Attorney General's Departments","Outside London","AA/AO","45","[c]","21790","22200"
"Leaver CS","2022","20-29","Attorney General's Departments","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Attorney General's Departments","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Attorney General's Departments","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Cabinet Office","London","AA/AO","45","[c]","19800","18200"
"Leaver CS","2022","20-29","Cabinet Office","London","EO","25","[c]","27570","27500"
"Leaver CS","2022","20-29","Cabinet Office","London","G6/G7","30","[c]","56900","54700"
"Leaver CS","2022","20-29","Cabinet Office","London","SEO/HEO","75","[c]","32860","34550"
"Leaver CS","2022","20-29","Cabinet Office","Outside London","AA/AO","10","[c]","19280","19600"
"Leaver CS","2022","20-29","Cabinet Office","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Cabinet Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Cabinet Office","Outside London","SEO/HEO","20","[c]","30940","30280"
"Leaver CS","2022","20-29","Cabinet Office","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Cabinet Office","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Cabinet Office","Unknown","SEO/HEO","10","[c]","32870","33280"
"Leaver CS","2022","20-29","Chancellor's other departments","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Chancellor's other departments","London","SEO/HEO","10","[c]","43290","43990"
"Leaver CS","2022","20-29","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Charity Commission","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Charity Commission","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Competition and Markets Authority","London","AA/AO","10","[c]","23040","22770"
"Leaver CS","2022","20-29","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Competition and Markets Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Competition and Markets Authority","London","SEO/HEO","10","[c]","35050","33610"
"Leaver CS","2022","20-29","Competition and Markets Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Competition and Markets Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy","London","AA/AO","15","[c]","24900","24900"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy","London","EO","20","[c]","27490","27680"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy","London","G6/G7","30","[c]","54110","53380"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","60","[c]","35850","33570"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","55","[c]","19870","20100"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy","Outside London","EO","35","[c]","25520","24250"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","25","[c]","34680","34080"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","London","EO","15","[c]","24950","26180"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","London","SEO/HEO","35","[c]","35040","34020"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Education","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Education","London","EO","40","[c]","27510","28500"
"Leaver CS","2022","20-29","Department for Education","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Education","London","SEO/HEO","20","[c]","37080","36660"
"Leaver CS","2022","20-29","Department for Education","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Education","Outside London","EO","40","[c]","25170","25000"
"Leaver CS","2022","20-29","Department for Education","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Education","Outside London","SEO/HEO","20","[c]","32490","30190"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs","London","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs","London","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs","London","SEO/HEO","95","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","95","[c]","21790","21300"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs","Outside London","EO","50","[c]","25190","24920"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","50","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","London","EO","70","[c]","[c]","[c]"
