"Status","Year","Age","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","Home Office","London","G6/G7","35","[c]","62030","59960"
"Leaver CS","2022","40-49","Home Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","London","SEO/HEO","25","[c]","40520","41950"
"Leaver CS","2022","40-49","Home Office","Outside London","AA/AO","45","[c]","21410","21680"
"Leaver CS","2022","40-49","Home Office","Outside London","EO","75","[c]","25500","25040"
"Leaver CS","2022","40-49","Home Office","Outside London","G6/G7","10","[c]","65130","67740"
"Leaver CS","2022","40-49","Home Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","Outside London","SEO/HEO","20","[c]","35450","37450"
"Leaver CS","2022","40-49","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence","London","SEO/HEO","10","[c]","41190","42570"
"Leaver CS","2022","40-49","Ministry of Defence","Outside London","AA/AO","165","[c]","23300","21170"
"Leaver CS","2022","40-49","Ministry of Defence","Outside London","EO","95","[c]","28530","26670"
"Leaver CS","2022","40-49","Ministry of Defence","Outside London","G6/G7","55","[c]","58310","56920"
"Leaver CS","2022","40-49","Ministry of Defence","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence","Outside London","SEO/HEO","180","[c]","37530","39010"
"Leaver CS","2022","40-49","Ministry of Defence","Outside London","Unknown","15","[c]","45980","43480"
"Leaver CS","2022","40-49","Ministry of Defence","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence","Overseas","SEO/HEO","15","[c]","38410","38280"
"Leaver CS","2022","40-49","Ministry of Defence","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence","Unknown","Unknown","25","[c]","36200","32700"
"Leaver CS","2022","40-49","Ministry of Justice","London","AA/AO","85","[c]","23100","23720"
"Leaver CS","2022","40-49","Ministry of Justice","London","EO","20","[c]","28660","28310"
"Leaver CS","2022","40-49","Ministry of Justice","London","G6/G7","30","[c]","60910","58670"
"Leaver CS","2022","40-49","Ministry of Justice","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice","London","SEO/HEO","35","[c]","41090","41750"
"Leaver CS","2022","40-49","Ministry of Justice","London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice","Outside London","AA/AO","620","[c]","20170","20450"
"Leaver CS","2022","40-49","Ministry of Justice","Outside London","EO","105","[c]","24470","25120"
"Leaver CS","2022","40-49","Ministry of Justice","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice","Outside London","SEO/HEO","80","[c]","35610","36050"
"Leaver CS","2022","40-49","Ministry of Justice","Outside London","Unknown","200","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","Outside London","EO","15","[c]","32740","32770"
"Leaver CS","2022","40-49","National Crime Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","Outside London","SEO/HEO","10","[c]","41810","42270"
"Leaver CS","2022","40-49","National Crime Agency","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Northern Ireland Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","10","[c]","75000","75500"
"Leaver CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","10","[c]","45830","46360"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","London","G6/G7","20","[c]","65710","67860"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Qualifications and Examinations Regulation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Rail and Road","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Rail and Road","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Government","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Government","Outside London","AA/AO","55","[c]","24140","23780"
"Leaver CS","2022","40-49","Scottish Government","Outside London","EO","30","[c]","30560","28990"
"Leaver CS","2022","40-49","Scottish Government","Outside London","G6/G7","20","[c]","62960","62170"
"Leaver CS","2022","40-49","Scottish Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Scottish Government","Outside London","SEO/HEO","60","[c]","42030","41910"
"Leaver CS","2022","40-49","Scottish Government","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","The National Archives","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","The National Archives","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","The National Archives","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","The National Archives","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Export Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Export Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Export Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Statistics Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Statistics Authority","Outside London","AA/AO","15","[c]","20200","19860"
"Leaver CS","2022","40-49","UK Statistics Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Statistics Authority","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","UK Statistics Authority","Outside London","SEO/HEO","25","[c]","34100","36840"
"Leaver CS","2022","40-49","UK Supreme Court","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Water Services Regulation Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Water Services Regulation Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Water Services Regulation Authority","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Welsh Government","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Welsh Government","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Welsh Government","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Welsh Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Welsh Government","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Attorney General's Departments","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Attorney General's Departments","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Attorney General's Departments","London","G6/G7","25","[c]","63390","65760"
"Leaver CS","2022","50-59","Attorney General's Departments","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Attorney General's Departments","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Attorney General's Departments","Outside London","AA/AO","15","[c]","22260","22200"
"Leaver CS","2022","50-59","Attorney General's Departments","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Attorney General's Departments","Outside London","G6/G7","35","[c]","58420","55610"
"Leaver CS","2022","50-59","Attorney General's Departments","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Attorney General's Departments","Outside London","SEO/HEO","15","[c]","36170","38000"
"Leaver CS","2022","50-59","Cabinet Office","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office","London","G6/G7","25","[c]","65490","64500"
"Leaver CS","2022","50-59","Cabinet Office","London","SCS level","15","[c]","112480","117750"
"Leaver CS","2022","50-59","Cabinet Office","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office","Outside London","G6/G7","20","[c]","64340","63270"
"Leaver CS","2022","50-59","Cabinet Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office","Outside London","SEO/HEO","20","[c]","36610","36460"
"Leaver CS","2022","50-59","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Chancellor's other departments","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Chancellor's other departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Chancellor's other departments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Charity Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Charity Commission","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Charity Commission","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Competition and Markets Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Competition and Markets Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Business, Energy and Industrial Strategy","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Business, Energy and Industrial Strategy","London","G6/G7","10","[c]","58310","55800"
"Leaver CS","2022","50-59","Department for Business, Energy and Industrial Strategy","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","15","[c]","21360","21280"
"Leaver CS","2022","50-59","Department for Business, Energy and Industrial Strategy","Outside London","EO","10","[c]","25150","24370"
"Leaver CS","2022","50-59","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","15","[c]","54570","51030"
"Leaver CS","2022","50-59","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","25","[c]","36020","37050"
"Leaver CS","2022","50-59","Department for Digital, Culture, Media and Sport","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Digital, Culture, Media and Sport","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Digital, Culture, Media and Sport","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Education","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Education","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Education","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Education","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Education","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Education","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Education","Outside London","G6/G7","20","[c]","54350","54120"
"Leaver CS","2022","50-59","Department for Education","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Education","Outside London","SEO/HEO","10","[c]","34860","36640"
"Leaver CS","2022","50-59","Department for Environment, Food and Rural Affairs","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Environment, Food and Rural Affairs","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Environment, Food and Rural Affairs","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Environment, Food and Rural Affairs","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Environment, Food and Rural Affairs","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","20","[c]","21420","21300"
"Leaver CS","2022","50-59","Department for Environment, Food and Rural Affairs","Outside London","EO","15","[c]","25950","26180"
"Leaver CS","2022","50-59","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","25","[c]","57270","57640"
"Leaver CS","2022","50-59","Department for Environment, Food and Rural Affairs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","40","[c]","35350","32160"
"Leaver CS","2022","50-59","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for International Trade","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for International Trade","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for International Trade","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Levelling Up, Housing and Communities","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Levelling Up, Housing and Communities","London","G6/G7","10","[c]","58850","56900"
"Leaver CS","2022","50-59","Department for Levelling Up, Housing and Communities","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Levelling Up, Housing and Communities","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Levelling Up, Housing and Communities","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","London","EO","15","[c]","30220","30130"
"Leaver CS","2022","50-59","Department for Transport","London","G6/G7","10","[c]","61460","59540"
"Leaver CS","2022","50-59","Department for Transport","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","Outside London","AA/AO","20","[c]","24730","26580"
"Leaver CS","2022","50-59","Department for Transport","Outside London","EO","90","[c]","26780","26240"
"Leaver CS","2022","50-59","Department for Transport","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","Outside London","SEO/HEO","25","[c]","40810","38650"
"Leaver CS","2022","50-59","Department for Transport","Unknown","AA/AO","30","[c]","20690","21590"
"Leaver CS","2022","50-59","Department for Transport","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Work and Pensions","London","AA/AO","20","[c]","24130","25110"
"Leaver CS","2022","50-59","Department for Work and Pensions","London","EO","95","[c]","31030","31060"
"Leaver CS","2022","50-59","Department for Work and Pensions","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Work and Pensions","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Work and Pensions","London","SEO/HEO","20","[c]","40210","40980"
"Leaver CS","2022","50-59","Department for Work and Pensions","Outside London","AA/AO","545","[c]","21210","21260"
"Leaver CS","2022","50-59","Department for Work and Pensions","Outside London","EO","855","[c]","27700","27570"
"Leaver CS","2022","50-59","Department for Work and Pensions","Outside London","G6/G7","50","[c]","58100","55460"
"Leaver CS","2022","50-59","Department for Work and Pensions","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Work and Pensions","Outside London","SEO/HEO","160","[c]","36780","34290"
"Leaver CS","2022","50-59","Department for Work and Pensions","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Work and Pensions","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Work and Pensions","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Work and Pensions","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","London","AA/AO","10","[c]","22270","22270"
"Leaver CS","2022","50-59","Department of Health and Social Care","London","EO","25","[c]","27530","27580"
"Leaver CS","2022","50-59","Department of Health and Social Care","London","G6/G7","120","[c]","58780","58770"
"Leaver CS","2022","50-59","Department of Health and Social Care","London","SCS level","45","[c]","97180","92920"
"Leaver CS","2022","50-59","Department of Health and Social Care","London","SEO/HEO","115","[c]","37800","39400"
"Leaver CS","2022","50-59","Department of Health and Social Care","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","Outside London","AA/AO","25","[c]","20970","20020"
"Leaver CS","2022","50-59","Department of Health and Social Care","Outside London","EO","45","[c]","25510","25080"
"Leaver CS","2022","50-59","Department of Health and Social Care","Outside London","G6/G7","105","[c]","59080","54020"
"Leaver CS","2022","50-59","Department of Health and Social Care","Outside London","SCS level","35","[c]","104300","107720"
"Leaver CS","2022","50-59","Department of Health and Social Care","Outside London","SEO/HEO","105","[c]","37660","37530"
"Leaver CS","2022","50-59","Department of Health and Social Care","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Estyn","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Estyn","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","London","G6/G7","15","[c]","67110","70410"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","Outside London","AA/AO","15","[c]","22570","22600"
"Leaver CS","2022","50-59","HM Land Registry","Outside London","EO","25","[c]","27310","27130"
"Leaver CS","2022","50-59","HM Land Registry","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","Outside London","SEO/HEO","40","[c]","37440","33840"
"Leaver CS","2022","50-59","HM Revenue and Customs","London","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","London","EO","35","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","London","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","Outside London","AA/AO","525","[c]","21620","22010"
"Leaver CS","2022","50-59","HM Revenue and Customs","Outside London","EO","165","[c]","26730","26880"
"Leaver CS","2022","50-59","HM Revenue and Customs","Outside London","G6/G7","75","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","Outside London","SEO/HEO","155","[c]","41610","42750"
"Leaver CS","2022","50-59","HM Revenue and Customs","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Home Office","London","AA/AO","15","[c]","24440","25630"
"Leaver CS","2022","50-59","Home Office","London","EO","55","[c]","30570","29980"
"Leaver CS","2022","50-59","Home Office","London","G6/G7","30","[c]","62830","61640"
"Leaver CS","2022","50-59","Home Office","London","SCS level","10","[c]","103410","99440"
