"Status","Year","Age","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","G7","Heterosexual / straight","40","[c]","57680","56520"
"Leaver CS","2022","40-49","Digital, Data & Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","SEO","Heterosexual / straight","50","[c]","41730","40580"
"Leaver CS","2022","40-49","Digital, Data & Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","G7","Heterosexual / straight","35","[c]","54510","55000"
"Leaver CS","2022","40-49","Legal","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","AA","Heterosexual / straight","85","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","AA","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","AA","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","AA","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","AO","Heterosexual / straight","660","[c]","21590","21260"
"Leaver CS","2022","40-49","No function","AO","LGBO","45","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","AO","Undeclared","55","[c]","21880","21260"
"Leaver CS","2022","40-49","No function","AO","Unknown","230","[c]","22090","21490"
"Leaver CS","2022","40-49","No function","EO","Heterosexual / straight","605","[c]","28070","27570"
"Leaver CS","2022","40-49","No function","EO","LGBO","50","[c]","28330","27570"
"Leaver CS","2022","40-49","No function","EO","Undeclared","65","[c]","27460","27570"
"Leaver CS","2022","40-49","No function","EO","Unknown","125","[c]","27820","27570"
"Leaver CS","2022","40-49","No function","G6","Heterosexual / straight","60","[c]","67190","65420"
"Leaver CS","2022","40-49","No function","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","G6","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","G6","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","G7","Heterosexual / straight","175","[c]","54650","53380"
"Leaver CS","2022","40-49","No function","G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","G7","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","G7","Unknown","65","[c]","54730","53380"
"Leaver CS","2022","40-49","No function","HEO","Heterosexual / straight","160","[c]","32730","32070"
"Leaver CS","2022","40-49","No function","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","HEO","Unknown","45","[c]","32830","32790"
"Leaver CS","2022","40-49","No function","SCS level","Heterosexual / straight","70","[c]","90170","91840"
"Leaver CS","2022","40-49","No function","SCS level","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","SCS level","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","SEO","Heterosexual / straight","215","[c]","41370","40060"
"Leaver CS","2022","40-49","No function","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","SEO","Undeclared","35","[c]","41630","40060"
"Leaver CS","2022","40-49","No function","SEO","Unknown","60","[c]","40890","40650"
"Leaver CS","2022","40-49","No function","Unknown","Heterosexual / straight","145","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Unknown","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","SEO","Heterosexual / straight","35","[c]","41350","40580"
"Leaver CS","2022","40-49","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","AA","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","AA","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","AA","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","AO","Heterosexual / straight","130","[c]","21860","21380"
"Leaver CS","2022","40-49","Unknown","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","AO","Unknown","375","[c]","22100","21260"
"Leaver CS","2022","40-49","Unknown","EO","Heterosexual / straight","155","[c]","27680","27570"
"Leaver CS","2022","40-49","Unknown","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","EO","Unknown","195","[c]","28420","27570"
"Leaver CS","2022","40-49","Unknown","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","G6","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","G7","Heterosexual / straight","35","[c]","56840","57460"
"Leaver CS","2022","40-49","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","G7","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","HEO","Heterosexual / straight","50","[c]","35430","35200"
"Leaver CS","2022","40-49","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","HEO","Unknown","85","[c]","36840","36960"
