"Status","Year","Organisation","Region_ITL2","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Anglia","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Anglia","Outside London","HEO","20","20","32570","34260"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Anglia","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Wales","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Wales","Outside London","EO","30","30","24770","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Wales","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Wales","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Wales","Outside London","HEO","35","35","31940","30990"
"In post","2022","Advisory, Conciliation and Arbitration Service","East Wales","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Essex","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Essex","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","10","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","HEO","25","25","31880","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","EO","55","50","24540","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","HEO","55","50","32730","32990"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","SEO","15","15","40840","39840"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Herefordshire, Worcestershire and Warwickshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","London","AO","10","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","London","EO","35","30","28410","28420"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","London","G7","20","20","58670","58000"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","London","HEO","65","65","37640","38670"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","London","SCS level","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","London","SEO","50","45","46490","47560"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Lancashire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Merseyside","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Merseyside","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Outside London","EO","60","55","24610","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Outside London","HEO","60","55","32040","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Outside London","SEO","10","10","40680","39840"
"In post","2022","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","EO","30","30","24690","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","HEO","45","40","32180","31040"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","SEO","15","15","41990","40710"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","EO","25","25","24710","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","HEO","35","35","32220","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","SEO","15","15","40550","39580"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","EO","20","20","24560","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","HEO","30","30","32280","31140"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","SEO","10","10","40820","39920"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","Outside London","EO","10","10","25200","24920"
"In post","2022","Animal and Plant Health Agency","Cheshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cheshire","Outside London","SEO","10","10","39620","36970"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","AO","10","10","21300","21300"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","EO","15","15","25230","25190"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","HEO","10","10","30250","29180"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","SEO","15","15","40260","37910"
"In post","2022","Animal and Plant Health Agency","Cumbria","Outside London","AO","100","95","21430","21300"
"In post","2022","Animal and Plant Health Agency","Cumbria","Outside London","EO","30","30","25260","24920"
"In post","2022","Animal and Plant Health Agency","Cumbria","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","Outside London","HEO","10","10","29830","29180"
"In post","2022","Animal and Plant Health Agency","Cumbria","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Cumbria","Outside London","SEO","15","10","42250","37580"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","AO","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","EO","10","10","25700","24920"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon","Outside London","AO","100","95","21320","21300"
"In post","2022","Animal and Plant Health Agency","Devon","Outside London","EO","50","45","25530","25090"
"In post","2022","Animal and Plant Health Agency","Devon","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon","Outside London","G7","10","10","50820","47550"
"In post","2022","Animal and Plant Health Agency","Devon","Outside London","HEO","15","15","29760","29180"
"In post","2022","Animal and Plant Health Agency","Devon","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Devon","Outside London","SEO","25","25","40600","37530"
"In post","2022","Animal and Plant Health Agency","Dorset and Somerset","Outside London","EO","10","10","25630","26150"
"In post","2022","Animal and Plant Health Agency","Dorset and Somerset","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset and Somerset","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset and Somerset","Outside London","SEO","20","20","37790","36590"
"In post","2022","Animal and Plant Health Agency","East Anglia","Outside London","AO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Anglia","Outside London","EO","30","30","24990","24920"
"In post","2022","Animal and Plant Health Agency","East Anglia","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Anglia","Outside London","HEO","25","25","30520","30400"
"In post","2022","Animal and Plant Health Agency","East Anglia","Outside London","SEO","25","20","41140","37490"
"In post","2022","Animal and Plant Health Agency","East Wales","Outside London","AO","45","40","21240","21300"
"In post","2022","Animal and Plant Health Agency","East Wales","Outside London","EO","25","25","25230","24920"
"In post","2022","Animal and Plant Health Agency","East Wales","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Wales","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Wales","Outside London","HEO","15","15","30090","30040"
"In post","2022","Animal and Plant Health Agency","East Wales","Outside London","SEO","20","20","37320","37240"
"In post","2022","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Outside London","EO","10","10","24690","24920"
"In post","2022","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","Outside London","AO","15","15","21300","21300"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Essex","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Essex","Outside London","EO","25","25","26430","25230"
"In post","2022","Animal and Plant Health Agency","Essex","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Essex","Outside London","HEO","15","10","30840","30400"
"In post","2022","Animal and Plant Health Agency","Essex","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AO","50","50","21350","21300"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","40","40","25870","25100"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","HEO","20","20","29920","29180"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO","15","15","39530","37480"
"In post","2022","Animal and Plant Health Agency","Greater Manchester","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Greater Manchester","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Greater Manchester","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","EO","20","20","24930","24920"
"In post","2022","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","HEO","10","10","29860","29180"
"In post","2022","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","AO","35","35","21500","21300"
"In post","2022","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","45","45","25560","25190"
"In post","2022","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","HEO","40","35","30290","30040"
"In post","2022","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO","30","30","38870","37210"
"In post","2022","Animal and Plant Health Agency","Highlands and Islands","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Highlands and Islands","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Highlands and Islands","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Highlands and Islands","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Highlands and Islands","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inner London - West","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inner London - West","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inner London - West","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inner London - West","London","G7","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inner London - West","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Inner London - West","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Kent","Outside London","EO","30","30","26640","24920"
"In post","2022","Animal and Plant Health Agency","Kent","Outside London","HEO","10","10","30540","30100"
"In post","2022","Animal and Plant Health Agency","Kent","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lancashire","Outside London","AO","35","30","21370","21300"
"In post","2022","Animal and Plant Health Agency","Lancashire","Outside London","EO","25","25","25180","24920"
"In post","2022","Animal and Plant Health Agency","Lancashire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lancashire","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lancashire","Outside London","HEO","20","15","30020","29180"
"In post","2022","Animal and Plant Health Agency","Lancashire","Outside London","SEO","10","10","42210","38500"
"In post","2022","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Lincolnshire","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Eastern Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Eastern Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Eastern Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Eastern Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Eastern Scotland","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Yorkshire","Outside London","AO","70","70","22000","21300"
"In post","2022","Animal and Plant Health Agency","North Yorkshire","Outside London","EO","55","55","25680","25310"
"In post","2022","Animal and Plant Health Agency","North Yorkshire","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North Yorkshire","Outside London","G7","10","10","50440","49360"
"In post","2022","Animal and Plant Health Agency","North Yorkshire","Outside London","HEO","30","30","29880","29390"
"In post","2022","Animal and Plant Health Agency","North Yorkshire","Outside London","SEO","25","25","37400","36520"
"In post","2022","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Outside London","AO","15","10","21300","21300"
"In post","2022","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Outside London","EO","20","15","25690","25190"
"In post","2022","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Outer London - East and North East","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Outer London - East and North East","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Outer London - West and North West","London","AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Outer London - West and North West","London","EO","45","45","30560","31460"
"In post","2022","Animal and Plant Health Agency","Outer London - West and North West","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Outer London - West and North West","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Outer London - West and North West","London","HEO","15","15","34760","34960"
"In post","2022","Animal and Plant Health Agency","Outer London - West and North West","London","SEO","10","10","41370","39910"
"In post","2022","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","AO","45","40","21340","21300"
"In post","2022","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","EO","25","25","25160","24920"
"In post","2022","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","HEO","15","15","29530","29180"
"In post","2022","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","SEO","25","25","39470","37480"
"In post","2022","Animal and Plant Health Agency","Southern Scotland","Outside London","AO","20","20","21300","21300"
"In post","2022","Animal and Plant Health Agency","Southern Scotland","Outside London","EO","15","15","25280","24920"
"In post","2022","Animal and Plant Health Agency","Southern Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Southern Scotland","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Southern Scotland","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Southern Scotland","Outside London","SEO","10","10","37020","37000"
"In post","2022","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","AO","185","180","24340","24370"
"In post","2022","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","EO","160","150","28140","27960"
"In post","2022","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","G6","25","25","65740","65820"
"In post","2022","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","G7","45","45","54330","53870"
"In post","2022","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","HEO","125","125","33110","32560"
"In post","2022","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","SEO","120","110","40220","39420"
