"Status","Year","Age","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","16-19","Unknown","No function","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Debt","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Digital, Data & Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","No function","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","No function","AO","50","[c]","21400","21260"
"Leaver CS","2022","16-19","White","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","No function","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Unknown","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Analysis","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Analysis","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Analysis","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Debt","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Digital, Data & Technology","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Digital, Data & Technology","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Digital, Data & Technology","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Digital, Data & Technology","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Finance","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Human Resources","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Legal","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","No function","AA","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","No function","AO","170","[c]","21570","21260"
"Leaver CS","2022","20-29","Asian","No function","EO","175","[c]","28100","27570"
"Leaver CS","2022","20-29","Asian","No function","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","No function","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","No function","HEO","55","[c]","32550","32960"
"Leaver CS","2022","20-29","Asian","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","No function","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","No function","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Project Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","AO","115","[c]","22430","21430"
"Leaver CS","2022","20-29","Asian","Unknown","EO","45","[c]","27620","28110"
"Leaver CS","2022","20-29","Asian","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Debt","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Digital, Data & Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Legal","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","AO","105","[c]","22750","22680"
"Leaver CS","2022","20-29","Black","No function","EO","130","[c]","29190","31060"
"Leaver CS","2022","20-29","Black","No function","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","HEO","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Debt","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Digital, Data & Technology","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Digital, Data & Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","AA","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","AO","100","[c]","21980","21260"
"Leaver CS","2022","20-29","Mixed","No function","EO","70","[c]","28160","27570"
"Leaver CS","2022","20-29","Mixed","No function","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","HEO","5","[c]","[c]","[c]"
