"Status","Year","Age","Function_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","40-49","Legal","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","North West (England)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","Scotland","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","South East (England)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","South West (England)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","West Midlands (England)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","No function","East Midlands (England)","AA/AO","170","[c]","21520","21250"
"New entrant CS","2022","40-49","No function","East Midlands (England)","EO","80","[c]","27110","27570"
"New entrant CS","2022","40-49","No function","East Midlands (England)","G6/G7","10","[c]","61900","60300"
"New entrant CS","2022","40-49","No function","East Midlands (England)","SEO/HEO","55","[c]","35080","33080"
"New entrant CS","2022","40-49","No function","East Midlands (England)","Unknown","160","[c]","31090","28200"
"New entrant CS","2022","40-49","No function","East of England","AA/AO","135","[c]","23100","23140"
"New entrant CS","2022","40-49","No function","East of England","EO","95","[c]","28010","27570"
"New entrant CS","2022","40-49","No function","East of England","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","No function","East of England","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","No function","East of England","SEO/HEO","35","[c]","40110","36330"
"New entrant CS","2022","40-49","No function","East of England","Unknown","195","[c]","31050","28200"
"New entrant CS","2022","40-49","No function","London","AA/AO","145","[c]","26150","25110"
"New entrant CS","2022","40-49","No function","London","EO","215","[c]","29870","31060"
"New entrant CS","2022","40-49","No function","London","G6/G7","170","[c]","58740","54880"
"New entrant CS","2022","40-49","No function","London","SCS level","50","[c]","94560","90000"
"New entrant CS","2022","40-49","No function","London","SEO/HEO","265","[c]","37270","37400"
"New entrant CS","2022","40-49","No function","London","Unknown","235","[c]","37310","36580"
"New entrant CS","2022","40-49","No function","North East (England)","AA/AO","180","[c]","21420","21260"
"New entrant CS","2022","40-49","No function","North East (England)","EO","65","[c]","26790","27570"
"New entrant CS","2022","40-49","No function","North East (England)","G6/G7","20","[c]","49810","49110"
"New entrant CS","2022","40-49","No function","North East (England)","SEO/HEO","45","[c]","33950","33080"
"New entrant CS","2022","40-49","No function","North East (England)","Unknown","120","[c]","29950","28200"
"New entrant CS","2022","40-49","No function","North West (England)","AA/AO","345","[c]","21380","21260"
"New entrant CS","2022","40-49","No function","North West (England)","EO","170","[c]","27100","27570"
"New entrant CS","2022","40-49","No function","North West (England)","G6/G7","35","[c]","55870","51900"
"New entrant CS","2022","40-49","No function","North West (England)","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","No function","North West (England)","SEO/HEO","110","[c]","35050","33080"
"New entrant CS","2022","40-49","No function","North West (England)","Unknown","305","[c]","30460","28200"
"New entrant CS","2022","40-49","No function","Northern Ireland","AA/AO","25","[c]","21460","21250"
"New entrant CS","2022","40-49","No function","Northern Ireland","EO","15","[c]","26480","26590"
"New entrant CS","2022","40-49","No function","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","No function","Northern Ireland","SEO/HEO","25","[c]","34300","33080"
"New entrant CS","2022","40-49","No function","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","No function","Scotland","AA/AO","185","[c]","21420","21260"
"New entrant CS","2022","40-49","No function","Scotland","EO","120","[c]","26960","27570"
"New entrant CS","2022","40-49","No function","Scotland","G6/G7","25","[c]","56900","57110"
"New entrant CS","2022","40-49","No function","Scotland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","No function","Scotland","SEO/HEO","60","[c]","39350","33080"
"New entrant CS","2022","40-49","No function","South East (England)","AA/AO","240","[c]","24050","24250"
"New entrant CS","2022","40-49","No function","South East (England)","EO","100","[c]","27610","27570"
"New entrant CS","2022","40-49","No function","South East (England)","G6/G7","20","[c]","60210","53550"
"New entrant CS","2022","40-49","No function","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","No function","South East (England)","SEO/HEO","60","[c]","35970","34560"
"New entrant CS","2022","40-49","No function","South East (England)","Unknown","190","[c]","30990","28200"
"New entrant CS","2022","40-49","No function","South West (England)","AA/AO","135","[c]","22170","21260"
"New entrant CS","2022","40-49","No function","South West (England)","EO","40","[c]","26360","27130"
"New entrant CS","2022","40-49","No function","South West (England)","G6/G7","45","[c]","54300","51000"
"New entrant CS","2022","40-49","No function","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","No function","South West (England)","SEO/HEO","95","[c]","35540","35180"
"New entrant CS","2022","40-49","No function","South West (England)","Unknown","150","[c]","29000","28130"
"New entrant CS","2022","40-49","No function","Unknown","AA/AO","20","[c]","21460","21300"
"New entrant CS","2022","40-49","No function","Unknown","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","No function","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","No function","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","No function","Unknown","Unknown","55","[c]","35340","30210"
"New entrant CS","2022","40-49","No function","Wales","AA/AO","205","[c]","21010","21260"
"New entrant CS","2022","40-49","No function","Wales","EO","75","[c]","26710","27570"
"New entrant CS","2022","40-49","No function","Wales","G6/G7","15","[c]","54610","51730"
"New entrant CS","2022","40-49","No function","Wales","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","No function","Wales","SEO/HEO","45","[c]","34720","33080"
"New entrant CS","2022","40-49","No function","Wales","Unknown","60","[c]","28580","26310"
"New entrant CS","2022","40-49","No function","West Midlands (England)","AA/AO","180","[c]","21330","20970"
"New entrant CS","2022","40-49","No function","West Midlands (England)","EO","140","[c]","27060","27570"
"New entrant CS","2022","40-49","No function","West Midlands (England)","G6/G7","55","[c]","56330","50000"
"New entrant CS","2022","40-49","No function","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","No function","West Midlands (England)","SEO/HEO","90","[c]","35650","35830"
"New entrant CS","2022","40-49","No function","West Midlands (England)","Unknown","195","[c]","30490","28200"
"New entrant CS","2022","40-49","No function","Yorkshire and The Humber","AA/AO","170","[c]","21780","21260"
"New entrant CS","2022","40-49","No function","Yorkshire and The Humber","EO","110","[c]","27030","27570"
"New entrant CS","2022","40-49","No function","Yorkshire and The Humber","G6/G7","45","[c]","55830","52720"
"New entrant CS","2022","40-49","No function","Yorkshire and The Humber","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","No function","Yorkshire and The Humber","SEO/HEO","80","[c]","34050","32950"
"New entrant CS","2022","40-49","No function","Yorkshire and The Humber","Unknown","180","[c]","30250","28200"
"New entrant CS","2022","40-49","Project Delivery","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","East Midlands (England)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","East of England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","East of England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","East of England","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","London","G6/G7","25","[c]","59120","54700"
"New entrant CS","2022","40-49","Project Delivery","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","London","SEO/HEO","20","[c]","39250","38160"
"New entrant CS","2022","40-49","Project Delivery","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","North East (England)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","North West (England)","AA/AO","10","[c]","21280","21260"
"New entrant CS","2022","40-49","Project Delivery","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","North West (England)","SEO/HEO","10","[c]","38620","40180"
"New entrant CS","2022","40-49","Project Delivery","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","Northern Ireland","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","Scotland","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","South East (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","South East (England)","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","South East (England)","SEO/HEO","20","[c]","34410","33000"
"New entrant CS","2022","40-49","Project Delivery","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","South West (England)","EO","20","[c]","23720","23490"
"New entrant CS","2022","40-49","Project Delivery","South West (England)","G6/G7","20","[c]","53860","54250"
"New entrant CS","2022","40-49","Project Delivery","South West (England)","SEO/HEO","100","[c]","35470","34000"
"New entrant CS","2022","40-49","Project Delivery","South West (England)","Unknown","25","[c]","42160","44000"
"New entrant CS","2022","40-49","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","Wales","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","Wales","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","Wales","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","West Midlands (England)","SEO/HEO","10","[c]","35820","35190"
"New entrant CS","2022","40-49","Project Delivery","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","Yorkshire and The Humber","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Project Delivery","Yorkshire and The Humber","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","East Midlands (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","East of England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","East of England","SEO/HEO","10","[c]","34090","33000"
"New entrant CS","2022","40-49","Property","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","London","G6/G7","15","[c]","59320","57690"
"New entrant CS","2022","40-49","Property","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","North East (England)","AA/AO","25","[c]","21880","22010"
"New entrant CS","2022","40-49","Property","North East (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","North West (England)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","North West (England)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Scotland","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","South East (England)","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","South East (England)","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","South East (England)","SEO/HEO","10","[c]","38220","38430"
"New entrant CS","2022","40-49","Property","South West (England)","AA/AO","10","[c]","21750","21750"
"New entrant CS","2022","40-49","Property","South West (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","South West (England)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","South West (England)","SEO/HEO","10","[c]","36420","36000"
"New entrant CS","2022","40-49","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","West Midlands (England)","G6/G7","10","[c]","56750","56500"
"New entrant CS","2022","40-49","Property","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","West Midlands (England)","SEO/HEO","10","[c]","38040","37300"
"New entrant CS","2022","40-49","Property","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Yorkshire and The Humber","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Property","Yorkshire and The Humber","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","East of England","AA/AO","15","[c]","24780","22630"
"New entrant CS","2022","40-49","Security","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","East of England","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Scotland","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Scotland","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Scotland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","South East (England)","AA/AO","15","[c]","25270","25000"
"New entrant CS","2022","40-49","Security","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","South West (England)","AA/AO","15","[c]","27350","25000"
"New entrant CS","2022","40-49","Security","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Yorkshire and The Humber","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Security","Yorkshire and The Humber","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","East Midlands (England)","AA/AO","20","[c]","20640","21090"
"New entrant CS","2022","40-49","Unknown","East Midlands (England)","EO","15","[c]","27470","27570"
"New entrant CS","2022","40-49","Unknown","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","East Midlands (England)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","East of England","AA/AO","25","[c]","20900","21170"
"New entrant CS","2022","40-49","Unknown","East of England","EO","15","[c]","27650","27570"
"New entrant CS","2022","40-49","Unknown","East of England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","East of England","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","London","AA/AO","15","[c]","25010","25630"
"New entrant CS","2022","40-49","Unknown","London","EO","55","[c]","29440","28650"
"New entrant CS","2022","40-49","Unknown","London","G6/G7","35","[c]","64160","61840"
"New entrant CS","2022","40-49","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","London","SEO/HEO","45","[c]","39740","39960"
"New entrant CS","2022","40-49","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","North East (England)","AA/AO","30","[c]","21220","21260"
"New entrant CS","2022","40-49","Unknown","North East (England)","EO","15","[c]","26000","24880"
"New entrant CS","2022","40-49","Unknown","North East (England)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","North East (England)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","North West (England)","AA/AO","45","[c]","20990","21260"
"New entrant CS","2022","40-49","Unknown","North West (England)","EO","40","[c]","25960","24880"
"New entrant CS","2022","40-49","Unknown","North West (England)","G6/G7","15","[c]","56810","55850"
"New entrant CS","2022","40-49","Unknown","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","North West (England)","SEO/HEO","10","[c]","35990","37450"
"New entrant CS","2022","40-49","Unknown","Northern Ireland","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Overseas","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Scotland","AA/AO","175","[c]","22290","21170"
"New entrant CS","2022","40-49","Unknown","Scotland","EO","195","[c]","27260","27230"
"New entrant CS","2022","40-49","Unknown","Scotland","G6/G7","110","[c]","57900","56100"
"New entrant CS","2022","40-49","Unknown","Scotland","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Scotland","SEO/HEO","265","[c]","36210","33540"
"New entrant CS","2022","40-49","Unknown","South East (England)","AA/AO","35","[c]","21740","21680"
"New entrant CS","2022","40-49","Unknown","South East (England)","EO","55","[c]","27300","25770"
"New entrant CS","2022","40-49","Unknown","South East (England)","G6/G7","10","[c]","61360","53500"
"New entrant CS","2022","40-49","Unknown","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","South East (England)","SEO/HEO","20","[c]","38110","39030"
"New entrant CS","2022","40-49","Unknown","South West (England)","AA/AO","30","[c]","20830","21170"
"New entrant CS","2022","40-49","Unknown","South West (England)","EO","20","[c]","27400","26350"
"New entrant CS","2022","40-49","Unknown","South West (England)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","South West (England)","SEO/HEO","15","[c]","35950","33000"
"New entrant CS","2022","40-49","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Unknown","Unknown","10","[c]","22310","16190"
"New entrant CS","2022","40-49","Unknown","Wales","AA/AO","30","[c]","21640","21300"
"New entrant CS","2022","40-49","Unknown","Wales","EO","30","[c]","26160","25860"
"New entrant CS","2022","40-49","Unknown","Wales","G6/G7","15","[c]","55790","54280"
"New entrant CS","2022","40-49","Unknown","Wales","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Wales","SEO/HEO","45","[c]","37470","40100"
"New entrant CS","2022","40-49","Unknown","West Midlands (England)","AA/AO","20","[c]","21220","21170"
"New entrant CS","2022","40-49","Unknown","West Midlands (England)","EO","40","[c]","26610","26350"
"New entrant CS","2022","40-49","Unknown","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Yorkshire and The Humber","AA/AO","30","[c]","21100","21260"
"New entrant CS","2022","40-49","Unknown","Yorkshire and The Humber","EO","40","[c]","25940","26000"
"New entrant CS","2022","40-49","Unknown","Yorkshire and The Humber","G6/G7","25","[c]","59920","56550"
"New entrant CS","2022","40-49","Unknown","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Yorkshire and The Humber","SEO/HEO","15","[c]","37130","36520"
