"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","HM Revenue and Customs (excl. agencies)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Revenue and Customs (excl. agencies)","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Treasury (excl. agencies)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Treasury (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Treasury (excl. agencies)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Treasury (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Treasury (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Treasury (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Treasury (excl. agencies)","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Treasury (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Treasury (excl. agencies)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Treasury (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Treasury (excl. agencies)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Treasury (excl. agencies)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Treasury (excl. agencies)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Treasury (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","HM Treasury (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","AO","Heterosexual / straight","40","[c]","22450","21680"
"Leaver CS","2022","40-49","Home Office","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","EO","Heterosexual / straight","70","[c]","26470","25620"
"Leaver CS","2022","40-49","Home Office","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intellectual Property Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intellectual Property Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intellectual Property Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intellectual Property Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intellectual Property Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intellectual Property Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intellectual Property Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intellectual Property Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal Aid Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal Aid Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal Aid Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal Aid Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal Aid Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal Aid Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Maritime and Coastguard Agency","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Maritime and Coastguard Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Maritime and Coastguard Agency","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Maritime and Coastguard Agency","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Maritime and Coastguard Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Maritime and Coastguard Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Maritime and Coastguard Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Maritime and Coastguard Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Maritime and Coastguard Agency","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Maritime and Coastguard Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Maritime and Coastguard Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Maritime and Coastguard Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Maritime and Coastguard Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Maritime and Coastguard Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Maritime and Coastguard Agency","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Maritime and Coastguard Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Maritime and Coastguard Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Met Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Met Office","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Met Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Met Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Met Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Met Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Met Office","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Met Office","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Met Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Met Office","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Met Office","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Met Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Met Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Met Office","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Met Office","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Met Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Met Office","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","AA","Heterosexual / straight","35","[c]","20050","19810"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","AA","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","AA","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","AO","Heterosexual / straight","80","[c]","24270","21170"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","EO","Heterosexual / straight","65","[c]","29650","26670"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","HEO","Heterosexual / straight","50","[c]","35390","34000"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","SEO","Heterosexual / straight","40","[c]","43210","42060"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Ministry of Justice (excl. agencies)","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Crime Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Infrastructure Commission","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Infrastructure Commission","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Records of Scotland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Records of Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Records of Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Records of Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Records of Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Records of Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Records of Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Records of Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Records of Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Records of Scotland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Records of Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Records of Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Savings and Investments","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Savings and Investments","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Savings and Investments","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Savings and Investments","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","National Savings and Investments","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Northern Ireland Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Northern Ireland Office","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Northern Ireland Office","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Northern Ireland Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Northern Ireland Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Northern Ireland Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Office of Gas and Electricity Markets","SCS level","Undeclared","[c]","[c]","[c]","[c]"
