"Status","Year","Function_of_post","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","Lancashire","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Lancashire","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Lancashire","G6/G7","Heterosexual / straight","70","65","54990","52750"
"In post","2022","Finance","Lancashire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Lancashire","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Lancashire","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","Lancashire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Lancashire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Lancashire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Lancashire","SEO/HEO","Heterosexual / straight","175","165","35350","35310"
"In post","2022","Finance","Lancashire","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","Lancashire","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Finance","Lancashire","SEO/HEO","Unknown","35","35","34760","34290"
"In post","2022","Finance","Leicestershire, Rutland and Northamptonshire","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Leicestershire, Rutland and Northamptonshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Leicestershire, Rutland and Northamptonshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Leicestershire, Rutland and Northamptonshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Leicestershire, Rutland and Northamptonshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Leicestershire, Rutland and Northamptonshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Leicestershire, Rutland and Northamptonshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Leicestershire, Rutland and Northamptonshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Leicestershire, Rutland and Northamptonshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Leicestershire, Rutland and Northamptonshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Lincolnshire","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Lincolnshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Lincolnshire","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Lincolnshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Lincolnshire","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Lincolnshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Merseyside","AA/AO","Heterosexual / straight","80","70","21370","21260"
"In post","2022","Finance","Merseyside","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Merseyside","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Merseyside","AA/AO","Unknown","40","30","21310","21260"
"In post","2022","Finance","Merseyside","EO","Heterosexual / straight","35","35","27060","26930"
"In post","2022","Finance","Merseyside","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Merseyside","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Merseyside","EO","Unknown","15","10","[c]","[c]"
"In post","2022","Finance","Merseyside","G6/G7","Heterosexual / straight","45","45","56820","55210"
"In post","2022","Finance","Merseyside","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Merseyside","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Merseyside","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Merseyside","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Merseyside","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Merseyside","SEO/HEO","Heterosexual / straight","70","70","36470","35980"
"In post","2022","Finance","Merseyside","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Merseyside","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Merseyside","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2022","Finance","North Eastern Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Eastern Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Eastern Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Eastern Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Eastern Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Eastern Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Eastern Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Yorkshire","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","North Yorkshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Yorkshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Yorkshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Yorkshire","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Finance","North Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Yorkshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Yorkshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Yorkshire","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","North Yorkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Yorkshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Yorkshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Yorkshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Yorkshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Yorkshire","SEO/HEO","Heterosexual / straight","40","40","36430","37350"
"In post","2022","Finance","North Yorkshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Yorkshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North Yorkshire","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Northern Ireland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Northern Ireland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Northern Ireland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Northumberland, and Tyne and Wear","AA/AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Finance","Northumberland, and Tyne and Wear","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northumberland, and Tyne and Wear","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Northumberland, and Tyne and Wear","AA/AO","Unknown","30","25","21370","21250"
"In post","2022","Finance","Northumberland, and Tyne and Wear","EO","Heterosexual / straight","70","65","27020","27570"
"In post","2022","Finance","Northumberland, and Tyne and Wear","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northumberland, and Tyne and Wear","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Northumberland, and Tyne and Wear","EO","Unknown","20","20","[c]","[c]"
"In post","2022","Finance","Northumberland, and Tyne and Wear","G6/G7","Heterosexual / straight","115","115","56270","55210"
"In post","2022","Finance","Northumberland, and Tyne and Wear","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","Northumberland, and Tyne and Wear","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Northumberland, and Tyne and Wear","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2022","Finance","Northumberland, and Tyne and Wear","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northumberland, and Tyne and Wear","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northumberland, and Tyne and Wear","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northumberland, and Tyne and Wear","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northumberland, and Tyne and Wear","SEO/HEO","Heterosexual / straight","260","250","35340","33380"
"In post","2022","Finance","Northumberland, and Tyne and Wear","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","Northumberland, and Tyne and Wear","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Finance","Northumberland, and Tyne and Wear","SEO/HEO","Unknown","75","75","35630","35240"
"In post","2022","Finance","Outer London - East and North East","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - East and North East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - East and North East","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - East and North East","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - East and North East","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - East and North East","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - East and North East","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - South","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - South","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - South","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Finance","Outer London - South","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - South","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Outer London - South","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Outer London - South","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Finance","Outer London - South","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - South","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - South","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Outer London - South","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - South","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - South","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - South","SEO/HEO","Heterosexual / straight","35","35","41390","41510"
"In post","2022","Finance","Outer London - South","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - South","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - South","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","Outer London - West and North West","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Outer London - West and North West","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - West and North West","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - West and North West","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - West and North West","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - West and North West","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - West and North West","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Outer London - West and North West","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - West and North West","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - West and North West","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - West and North West","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - West and North West","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - West and North West","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - West and North West","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Outer London - West and North West","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - West and North West","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outer London - West and North West","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","AA/AO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","SEO/HEO","Heterosexual / straight","60","60","38550","40520"
"In post","2022","Finance","Shropshire and Staffordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Shropshire and Staffordshire","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","South Yorkshire","AA/AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Finance","South Yorkshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Yorkshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Yorkshire","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","South Yorkshire","EO","Heterosexual / straight","50","45","26510","26900"
"In post","2022","Finance","South Yorkshire","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","South Yorkshire","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","South Yorkshire","EO","Unknown","15","10","[c]","[c]"
"In post","2022","Finance","South Yorkshire","G6/G7","Heterosexual / straight","85","85","54630","51580"
"In post","2022","Finance","South Yorkshire","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","South Yorkshire","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","South Yorkshire","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","South Yorkshire","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","South Yorkshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Yorkshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South Yorkshire","SEO/HEO","Heterosexual / straight","225","210","34670","35310"
"In post","2022","Finance","South Yorkshire","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Finance","South Yorkshire","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Finance","South Yorkshire","SEO/HEO","Unknown","35","30","34750","35310"
"In post","2022","Finance","Southern Scotland","AA/AO","Heterosexual / straight","45","40","21460","21250"
"In post","2022","Finance","Southern Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southern Scotland","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Southern Scotland","AA/AO","Unknown","45","40","21660","21250"
"In post","2022","Finance","Southern Scotland","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Finance","Southern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southern Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southern Scotland","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Southern Scotland","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","Southern Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southern Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southern Scotland","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","Southern Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southern Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southern Scotland","SEO/HEO","Heterosexual / straight","35","35","35320","33930"
"In post","2022","Finance","Southern Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southern Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Southern Scotland","SEO/HEO","Unknown","20","15","[c]","[c]"
"In post","2022","Finance","Surrey, East and West Sussex","AA/AO","Heterosexual / straight","30","30","22070","22080"
"In post","2022","Finance","Surrey, East and West Sussex","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Surrey, East and West Sussex","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Surrey, East and West Sussex","AA/AO","Unknown","35","30","21810","22080"
"In post","2022","Finance","Surrey, East and West Sussex","EO","Heterosexual / straight","45","40","27070","26820"
"In post","2022","Finance","Surrey, East and West Sussex","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Surrey, East and West Sussex","EO","Undeclared","20","15","[c]","[c]"
"In post","2022","Finance","Surrey, East and West Sussex","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","Surrey, East and West Sussex","G6/G7","Heterosexual / straight","30","30","57780","55210"
"In post","2022","Finance","Surrey, East and West Sussex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Surrey, East and West Sussex","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Surrey, East and West Sussex","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Surrey, East and West Sussex","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Surrey, East and West Sussex","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Surrey, East and West Sussex","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Surrey, East and West Sussex","SEO/HEO","Heterosexual / straight","75","70","36940","35980"
"In post","2022","Finance","Surrey, East and West Sussex","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","Surrey, East and West Sussex","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Finance","Surrey, East and West Sussex","SEO/HEO","Unknown","20","15","[c]","[c]"
"In post","2022","Finance","Tees Valley and Durham","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tees Valley and Durham","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tees Valley and Durham","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Tees Valley and Durham","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tees Valley and Durham","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tees Valley and Durham","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tees Valley and Durham","G6/G7","Heterosexual / straight","40","35","53530","50420"
"In post","2022","Finance","Tees Valley and Durham","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tees Valley and Durham","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Tees Valley and Durham","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tees Valley and Durham","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tees Valley and Durham","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Tees Valley and Durham","SEO/HEO","Heterosexual / straight","85","80","33990","31160"
"In post","2022","Finance","Tees Valley and Durham","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","Tees Valley and Durham","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Tees Valley and Durham","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","AA/AO","Heterosexual / straight","230","180","21690","21250"
"In post","2022","Finance","West Central Scotland","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","West Central Scotland","AA/AO","Undeclared","45","30","21830","22080"
"In post","2022","Finance","West Central Scotland","AA/AO","Unknown","120","95","21510","21250"
"In post","2022","Finance","West Central Scotland","EO","Heterosexual / straight","65","60","27130","26820"
"In post","2022","Finance","West Central Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","West Central Scotland","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","West Central Scotland","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","West Central Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","West Central Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","SEO/HEO","Heterosexual / straight","70","70","36750","34610"
"In post","2022","Finance","West Central Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Central Scotland","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","West Central Scotland","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","West Midlands","AA/AO","Heterosexual / straight","40","35","21210","21250"
"In post","2022","Finance","West Midlands","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","West Midlands","AA/AO","Unknown","25","20","[c]","[c]"
"In post","2022","Finance","West Midlands","EO","Heterosexual / straight","60","60","25480","25000"
"In post","2022","Finance","West Midlands","EO","LGBO","[c]","[c]","[c]","[c]"
