"Status","Year","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Cheshire East","45","40","25740","26350"
"In post","2022","Asian","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chorley and West Lancashire","20","15","[c]","[c]"
"In post","2022","Asian","City of Edinburgh","195","185","34170","30840"
"In post","2022","Asian","Clackmannanshire and Fife","5","5","[c]","[c]"
"In post","2022","Asian","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2022","Asian","Coventry","460","440","34380","30090"
"In post","2022","Asian","Croydon","1775","1665","35820","31060"
"In post","2022","Asian","Darlington","25","25","[c]","[c]"
"In post","2022","Asian","Derby","110","95","25870","23030"
"In post","2022","Asian","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon CC","45","45","33170","28750"
"In post","2022","Asian","Dorset","10","10","[c]","[c]"
"In post","2022","Asian","Dudley","85","75","24840","21260"
"In post","2022","Asian","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Durham","55","45","26670","22080"
"In post","2022","Asian","Ealing","165","155","31910","31060"
"In post","2022","Asian","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Cumbria","10","10","[c]","[c]"
"In post","2022","Asian","East Derbyshire","5","5","[c]","[c]"
"In post","2022","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","15","15","[c]","[c]"
"In post","2022","Asian","East Kent","55","55","28350","27370"
"In post","2022","Asian","East Lancashire","75","65","25640","27570"
"In post","2022","Asian","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Merseyside","10","10","[c]","[c]"
"In post","2022","Asian","East Riding of Yorkshire","15","15","[c]","[c]"
"In post","2022","Asian","East Surrey","50","50","31480","29290"
"In post","2022","Asian","East Sussex CC","20","15","[c]","[c]"
"In post","2022","Asian","Enfield","70","60","30900","31060"
"In post","2022","Asian","Essex Haven Gateway","25","20","[c]","[c]"
"In post","2022","Asian","Essex Thames Gateway","45","40","26770","24250"
"In post","2022","Asian","Falkirk","15","15","[c]","[c]"
"In post","2022","Asian","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Flintshire and Wrexham","10","10","[c]","[c]"
"In post","2022","Asian","Glasgow City","305","290","30550","27570"
"In post","2022","Asian","Gloucestershire CC","40","35","31320","27130"
"In post","2022","Asian","Greater Manchester North East","110","100","27640","27570"
"In post","2022","Asian","Greater Manchester North West","110","95","24620","24110"
"In post","2022","Asian","Greater Manchester South East","65","60","25140","22840"
"In post","2022","Asian","Greater Manchester South West","740","705","29880","26820"
"In post","2022","Asian","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hackney and Newham","1375","1275","36330","31880"
"In post","2022","Asian","Haringey and Islington","180","170","30200","31060"
"In post","2022","Asian","Harrow and Hillingdon","1195","1095","30490","29080"
"In post","2022","Asian","Hartlepool and Stockton-on-Tees","25","20","[c]","[c]"
"In post","2022","Asian","Heart of Essex","35","35","34810","29290"
"In post","2022","Asian","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hertfordshire CC","375","355","35470","30680"
"In post","2022","Asian","Hounslow and Richmond upon Thames","650","600","30720","29080"
"In post","2022","Asian","Inverclyde, East Renfrewshire, and Renfrewshire","10","10","[c]","[c]"
"In post","2022","Asian","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Kensington & Chelsea and Hammersmith & Fulham","120","115","33690","31060"
"In post","2022","Asian","Kent Thames Gateway","45","40","29960","29290"
"In post","2022","Asian","Kingston upon Hull, City of","15","15","[c]","[c]"
"In post","2022","Asian","Lambeth","370","360","40470","34060"
"In post","2022","Asian","Lancaster and Wyre","15","15","[c]","[c]"
"In post","2022","Asian","Leeds","1285","1215","31570","27570"
"In post","2022","Asian","Leicester","820","735","25710","22600"
"In post","2022","Asian","Leicestershire CC and Rutland","130","115","28100","26140"
"In post","2022","Asian","Lewisham and Southwark","135","130","31630","31060"
"In post","2022","Asian","Lincolnshire CC","25","20","[c]","[c]"
"In post","2022","Asian","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Liverpool","150","140","31090","25210"
"In post","2022","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Luton","110","100","26450","26410"
"In post","2022","Asian","Manchester","830","795","31880","27570"
"In post","2022","Asian","Medway","55","50","29270","29290"
"In post","2022","Asian","Merton, Kingston upon Thames and Sutton","90","85","32620","31060"
"In post","2022","Asian","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Mid Kent","25","20","[c]","[c]"
"In post","2022","Asian","Mid Lancashire","660","590","25070","21260"
"In post","2022","Asian","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Milton Keynes","125","115","31390","27570"
"In post","2022","Asian","Monmouthshire and Newport","125","120","34020","30710"
"In post","2022","Asian","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North and North East Lincolnshire","10","10","[c]","[c]"
"In post","2022","Asian","North and West Norfolk","5","5","[c]","[c]"
"In post","2022","Asian","North Hampshire","55","55","26850","26350"
"In post","2022","Asian","North Lanarkshire","25","20","[c]","[c]"
"In post","2022","Asian","North Northamptonshire","15","15","[c]","[c]"
"In post","2022","Asian","North Nottinghamshire","15","15","[c]","[c]"
"In post","2022","Asian","North Yorkshire CC","35","35","30300","26750"
"In post","2022","Asian","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Norwich and East Norfolk","15","15","[c]","[c]"
"In post","2022","Asian","Nottingham","690","650","31560","27570"
"In post","2022","Asian","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","170","165","45170","38600"
"In post","2022","Asian","Oxfordshire CC","90","85","32140","27570"
"In post","2022","Asian","Perth and Kinross, and Stirling","5","5","[c]","[c]"
"In post","2022","Asian","Peterborough","215","175","24300","21680"
"In post","2022","Asian","Plymouth","20","15","[c]","[c]"
"In post","2022","Asian","Portsmouth","60","55","29260","26930"
"In post","2022","Asian","Powys","5","5","[c]","[c]"
"In post","2022","Asian","Redbridge and Waltham Forest","475","430","29210","30330"
"In post","2022","Asian","Sandwell","110","100","27020","27570"
"In post","2022","Asian","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Sefton","70","70","35650","27570"
"In post","2022","Asian","Sheffield","445","415","29820","25040"
"In post","2022","Asian","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Shropshire","15","15","[c]","[c]"
"In post","2022","Asian","Solihull","290","270","26830","25490"
"In post","2022","Asian","Somerset CC","15","15","[c]","[c]"
"In post","2022","Asian","South and West Derbyshire","25","25","[c]","[c]"
"In post","2022","Asian","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South Hampshire","100","85","30300","24250"
"In post","2022","Asian","South Lanarkshire","55","50","32300","26120"
"In post","2022","Asian","South Nottinghamshire","30","25","[c]","[c]"
"In post","2022","Asian","South Teesside","30","30","27620","25810"
"In post","2022","Asian","South West Wales","10","10","[c]","[c]"
"In post","2022","Asian","Southampton","55","50","33400","27570"
"In post","2022","Asian","Southend-on-Sea","35","30","34390","33080"
"In post","2022","Asian","Staffordshire CC","165","160","32620","27570"
"In post","2022","Asian","Stoke-on-Trent","55","50","26450","25120"
"In post","2022","Asian","Suffolk CC","55","55","29260","27570"
"In post","2022","Asian","Sunderland","45","40","26070","26820"
"In post","2022","Asian","Swansea","85","75","29850","21960"
"In post","2022","Asian","Swindon","20","20","[c]","[c]"
"In post","2022","Asian","Telford and Wrekin","100","100","37010","33080"
"In post","2022","Asian","Thurrock","20","15","[c]","[c]"
"In post","2022","Asian","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Tower Hamlets","1050","1015","42520","36970"
"In post","2022","Asian","Tyneside","410","385","30410","26820"
"In post","2022","Asian","Unknown","170","150","29660","29290"
"In post","2022","Asian","Wakefield","40","35","30990","29390"
"In post","2022","Asian","Walsall","120","105","25600","27570"
"In post","2022","Asian","Wandsworth","95","90","29790","29280"
"In post","2022","Asian","Warrington","45","45","32020","28840"
"In post","2022","Asian","Warwickshire CC","150","135","27030","26670"
"In post","2022","Asian","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Essex","60","50","38800","29290"
"In post","2022","Asian","West Kent","10","10","[c]","[c]"
"In post","2022","Asian","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Northamptonshire","75","70","27820","27570"
"In post","2022","Asian","West Surrey","165","155","32290","29290"
"In post","2022","Asian","West Sussex (North East)","95","85","28100","27400"
"In post","2022","Asian","West Sussex (South West)","20","20","[c]","[c]"
"In post","2022","Asian","Westminster","5795","5630","43470","40050"
"In post","2022","Asian","Wiltshire","125","120","36950","33300"
"In post","2022","Asian","Wirral","20","20","[c]","[c]"
"In post","2022","Asian","Wolverhampton","220","205","26190","26220"
"In post","2022","Asian","Worcestershire CC","60","55","29750","26610"
"In post","2022","Asian","York","40","35","35080","30730"
"In post","2022","Black","Aberdeen City and Aberdeenshire","20","15","[c]","[c]"
"In post","2022","Black","Angus and Dundee City","15","10","[c]","[c]"
"In post","2022","Black","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Black","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Black","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","Black","Barking & Dagenham and Havering","135","125","32240","31060"
"In post","2022","Black","Barnet","230","215","34490","31060"
"In post","2022","Black","Barnsley, Doncaster and Rotherham","15","15","[c]","[c]"
"In post","2022","Black","Bath and North East Somerset, North Somerset and South Gloucestershire","275","270","34400","34000"
"In post","2022","Black","Bedford","35","35","28580","27570"
"In post","2022","Black","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Black","Berkshire","95","90","30910","29290"
"In post","2022","Black","Bexley and Greenwich","290","280","31550","31060"
"In post","2022","Black","Birmingham","875","820","29060","27570"
"In post","2022","Black","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Black","Blackpool","20","20","[c]","[c]"
"In post","2022","Black","Bournemouth, Christchurch and Poole","10","10","[c]","[c]"
"In post","2022","Black","Bradford","35","35","27270","26820"
"In post","2022","Black","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Black","Brent","130","125","30340","31060"
"In post","2022","Black","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Black","Brighton and Hove","10","10","[c]","[c]"
"In post","2022","Black","Bristol, City of","155","145","31300","28000"
"In post","2022","Black","Bromley","135","130","31120","31060"
"In post","2022","Black","Buckinghamshire","55","55","30420","28140"
"In post","2022","Black","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Black","Calderdale and Kirklees","30","30","26170","27570"
"In post","2022","Black","Cambridgeshire CC","45","45","35390","33000"
"In post","2022","Black","Camden and City of London","335","315","29340","27980"
"In post","2022","Black","Cardiff and Vale of Glamorgan","105","100","30710","26820"
"In post","2022","Black","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","Black","Central Bedfordshire","5","5","[c]","[c]"
"In post","2022","Black","Central Hampshire","50","45","33760","33000"
"In post","2022","Black","Central Valleys","25","25","[c]","[c]"
"In post","2022","Black","Cheshire East","15","15","[c]","[c]"
"In post","2022","Black","Cheshire West and Chester","5","5","[c]","[c]"
"In post","2022","Black","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Black","City of Edinburgh","105","100","32600","28990"
"In post","2022","Black","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Black","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2022","Black","Coventry","90","90","33970","30140"
"In post","2022","Black","Croydon","1500","1435","34340","31020"
"In post","2022","Black","Darlington","10","10","[c]","[c]"
"In post","2022","Black","Derby","45","40","26560","27570"
"In post","2022","Black","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2022","Black","Devon CC","15","15","[c]","[c]"
"In post","2022","Black","Dorset","5","5","[c]","[c]"
"In post","2022","Black","Dudley","40","35","25600","24960"
"In post","2022","Black","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Black","Durham","10","10","[c]","[c]"
"In post","2022","Black","Ealing","95","90","33050","31060"
"In post","2022","Black","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Derbyshire","5","5","[c]","[c]"
"In post","2022","Black","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Kent","45","45","31700","28670"
"In post","2022","Black","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Merseyside","10","10","[c]","[c]"
"In post","2022","Black","East Riding of Yorkshire","5","5","[c]","[c]"
"In post","2022","Black","East Surrey","110","110","32500","32280"
"In post","2022","Black","East Sussex CC","20","20","[c]","[c]"
"In post","2022","Black","Enfield","90","85","30650","31060"
"In post","2022","Black","Essex Haven Gateway","20","15","[c]","[c]"
"In post","2022","Black","Essex Thames Gateway","75","70","27260","24250"
"In post","2022","Black","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Black","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","Black","Flintshire and Wrexham","10","10","[c]","[c]"
"In post","2022","Black","Glasgow City","120","115","29370","26590"
"In post","2022","Black","Gloucestershire CC","20","15","[c]","[c]"
"In post","2022","Black","Greater Manchester North East","30","30","27710","27570"
"In post","2022","Black","Greater Manchester North West","25","25","[c]","[c]"
"In post","2022","Black","Greater Manchester South East","25","25","[c]","[c]"
"In post","2022","Black","Greater Manchester South West","260","250","28510","26820"
"In post","2022","Black","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Black","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Black","Hackney and Newham","935","895","33900","31060"
"In post","2022","Black","Haringey and Islington","420","405","31220","31060"
"In post","2022","Black","Harrow and Hillingdon","250","235","30330","29130"
"In post","2022","Black","Hartlepool and Stockton-on-Tees","10","10","[c]","[c]"
"In post","2022","Black","Heart of Essex","40","40","34500","29320"
"In post","2022","Black","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Black","Hertfordshire CC","165","160","32270","29290"
"In post","2022","Black","Hounslow and Richmond upon Thames","185","180","31530","31060"
"In post","2022","Black","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Black","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Black","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Kensington & Chelsea and Hammersmith & Fulham","215","205","31630","31060"
"In post","2022","Black","Kent Thames Gateway","55","55","31500","29290"
"In post","2022","Black","Kingston upon Hull, City of","10","10","[c]","[c]"
"In post","2022","Black","Lambeth","480","465","34050","31880"
"In post","2022","Black","Lancaster and Wyre","5","5","[c]","[c]"
"In post","2022","Black","Leeds","310","295","30420","27570"
"In post","2022","Black","Leicester","75","70","27820","24260"
"In post","2022","Black","Leicestershire CC and Rutland","35","30","28580","25550"
"In post","2022","Black","Lewisham and Southwark","405","390","32220","31060"
"In post","2022","Black","Lincolnshire CC","25","25","[c]","[c]"
"In post","2022","Black","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Black","Liverpool","105","100","29200","25170"
"In post","2022","Black","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","Black","Luton","55","50","29320","27570"
"In post","2022","Black","Manchester","335","320","31370","27570"
"In post","2022","Black","Medway","60","60","31370","29290"
"In post","2022","Black","Merton, Kingston upon Thames and Sutton","85","85","31480","31060"
"In post","2022","Black","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2022","Black","Mid Kent","30","30","[c]","[c]"
"In post","2022","Black","Mid Lancashire","35","30","27980","27570"
"In post","2022","Black","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2022","Black","Milton Keynes","105","105","29440","27570"
"In post","2022","Black","Monmouthshire and Newport","60","60","33560","30710"
"In post","2022","Black","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","Black","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","Black","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","North and West Norfolk","5","5","[c]","[c]"
"In post","2022","Black","North Hampshire","25","20","[c]","[c]"
"In post","2022","Black","North Lanarkshire","5","5","[c]","[c]"
"In post","2022","Black","North Northamptonshire","20","20","[c]","[c]"
"In post","2022","Black","North Nottinghamshire","10","10","[c]","[c]"
"In post","2022","Black","North Yorkshire CC","10","10","[c]","[c]"
"In post","2022","Black","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Norwich and East Norfolk","15","15","[c]","[c]"
"In post","2022","Black","Nottingham","305","290","28390","26600"
"In post","2022","Black","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","75","75","44130","38600"
"In post","2022","Black","Oxfordshire CC","55","50","29930","27570"
"In post","2022","Black","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Black","Peterborough","35","30","26770","23170"
"In post","2022","Black","Plymouth","10","10","[c]","[c]"
"In post","2022","Black","Portsmouth","25","20","[c]","[c]"
"In post","2022","Black","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Black","Redbridge and Waltham Forest","230","220","31100","31060"
"In post","2022","Black","Sandwell","55","50","27500","27570"
"In post","2022","Black","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","Black","Sefton","35","35","29420","27570"
"In post","2022","Black","Sheffield","150","145","28270","25310"
"In post","2022","Black","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","Black","Shropshire","5","5","[c]","[c]"
"In post","2022","Black","Solihull","40","40","29480","27570"
"In post","2022","Black","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Black","South and West Derbyshire","10","10","[c]","[c]"
"In post","2022","Black","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Black","South Hampshire","60","50","28830","26290"
"In post","2022","Black","South Lanarkshire","30","30","31820","27020"
"In post","2022","Black","South Nottinghamshire","20","20","[c]","[c]"
"In post","2022","Black","South Teesside","5","5","[c]","[c]"
"In post","2022","Black","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","Southampton","15","15","[c]","[c]"
"In post","2022","Black","Southend-on-Sea","30","25","[c]","[c]"
"In post","2022","Black","Staffordshire CC","80","80","30180","27570"
"In post","2022","Black","Stoke-on-Trent","20","20","[c]","[c]"
"In post","2022","Black","Suffolk CC","35","35","28160","27570"
"In post","2022","Black","Sunderland","10","10","[c]","[c]"
"In post","2022","Black","Swansea","25","25","[c]","[c]"
"In post","2022","Black","Swindon","10","10","[c]","[c]"
"In post","2022","Black","Telford and Wrekin","25","20","[c]","[c]"
"In post","2022","Black","Thurrock","30","30","32520","29290"
"In post","2022","Black","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Black","Tower Hamlets","545","535","39190","34850"
"In post","2022","Black","Tyneside","120","115","28910","26820"
"In post","2022","Black","Unknown","60","60","33750","31060"
"In post","2022","Black","Wakefield","25","25","[c]","[c]"
"In post","2022","Black","Walsall","40","35","27510","27570"
"In post","2022","Black","Wandsworth","230","215","31850","31060"
"In post","2022","Black","Warrington","15","15","[c]","[c]"
"In post","2022","Black","Warwickshire CC","35","30","26850","27570"
"In post","2022","Black","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Black","West Essex","45","45","32030","29290"
"In post","2022","Black","West Kent","5","5","[c]","[c]"
"In post","2022","Black","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Black","West Northamptonshire","60","55","26900","26750"
"In post","2022","Black","West Surrey","40","40","33470","29290"
"In post","2022","Black","West Sussex (North East)","45","35","29810","27570"
"In post","2022","Black","West Sussex (South West)","15","15","[c]","[c]"
"In post","2022","Black","Westminster","3575","3505","39410","35070"
"In post","2022","Black","Wiltshire","65","65","33030","32630"
"In post","2022","Black","Wirral","10","10","[c]","[c]"
"In post","2022","Black","Wolverhampton","80","75","26240","25120"
"In post","2022","Black","Worcestershire CC","35","35","32200","27570"
"In post","2022","Black","York","20","20","[c]","[c]"
"In post","2022","Mixed","Aberdeen City and Aberdeenshire","15","15","[c]","[c]"
"In post","2022","Mixed","Angus and Dundee City","15","15","[c]","[c]"
"In post","2022","Mixed","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Barking & Dagenham and Havering","20","20","[c]","[c]"
"In post","2022","Mixed","Barnet","90","80","34660","31060"
"In post","2022","Mixed","Barnsley, Doncaster and Rotherham","25","25","[c]","[c]"
"In post","2022","Mixed","Bath and North East Somerset, North Somerset and South Gloucestershire","200","195","36210","32890"
"In post","2022","Mixed","Bedford","20","20","[c]","[c]"
"In post","2022","Mixed","Belfast","20","20","[c]","[c]"
"In post","2022","Mixed","Berkshire","60","55","34960","29290"
"In post","2022","Mixed","Bexley and Greenwich","50","50","32550","31090"
"In post","2022","Mixed","Birmingham","310","290","30040","27570"
"In post","2022","Mixed","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Blackpool","40","40","25540","27570"
"In post","2022","Mixed","Bournemouth, Christchurch and Poole","10","10","[c]","[c]"
"In post","2022","Mixed","Bradford","40","35","27990","27570"
"In post","2022","Mixed","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Brent","25","20","[c]","[c]"
"In post","2022","Mixed","Bridgend and Neath Port Talbot","5","5","[c]","[c]"
"In post","2022","Mixed","Brighton and Hove","25","20","[c]","[c]"
"In post","2022","Mixed","Bristol, City of","145","140","33580","30040"
"In post","2022","Mixed","Bromley","25","20","[c]","[c]"
"In post","2022","Mixed","Buckinghamshire","35","35","32940","27850"
"In post","2022","Mixed","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Calderdale and Kirklees","20","15","[c]","[c]"
"In post","2022","Mixed","Cambridgeshire CC","50","50","34810","31840"
"In post","2022","Mixed","Camden and City of London","70","65","39820","31880"
"In post","2022","Mixed","Cardiff and Vale of Glamorgan","190","180","33840","30280"
"In post","2022","Mixed","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Central Bedfordshire","5","5","[c]","[c]"
"In post","2022","Mixed","Central Hampshire","65","65","37290","33300"
"In post","2022","Mixed","Central Valleys","30","30","27590","27570"
"In post","2022","Mixed","Cheshire East","25","20","[c]","[c]"
"In post","2022","Mixed","Cheshire West and Chester","5","5","[c]","[c]"
"In post","2022","Mixed","Chorley and West Lancashire","20","20","[c]","[c]"
"In post","2022","Mixed","City of Edinburgh","115","110","39780","33250"
"In post","2022","Mixed","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cornwall and Isles of Scilly","25","20","[c]","[c]"
"In post","2022","Mixed","Coventry","50","50","32190","29360"
"In post","2022","Mixed","Croydon","365","345","38090","35050"
"In post","2022","Mixed","Darlington","15","15","[c]","[c]"
"In post","2022","Mixed","Derby","25","25","[c]","[c]"
"In post","2022","Mixed","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Devon CC","75","65","32800","31200"
"In post","2022","Mixed","Dorset","25","20","[c]","[c]"
"In post","2022","Mixed","Dudley","20","15","[c]","[c]"
"In post","2022","Mixed","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Durham","45","40","29880","26780"
"In post","2022","Mixed","Ealing","20","20","[c]","[c]"
"In post","2022","Mixed","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Cumbria","5","5","[c]","[c]"
"In post","2022","Mixed","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","10","10","[c]","[c]"
