"Status","Year","Disability","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Business, Energy and Industrial Strategy","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Education","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Levelling Up, Housing and Communities","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Levelling Up, Housing and Communities","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Transport","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Transport","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Transport","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Work and Pensions","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Work and Pensions","EO","35","[c]","28220","27570"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Work and Pensions","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department for Work and Pensions","SEO/HEO","50","[c]","36140","35310"
"New entrant CS","2022","Declared non-disabled","Finance","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department of Health and Social Care","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department of Health and Social Care","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Department of Health and Social Care","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","HM Revenue and Customs","AA/AO","40","[c]","21370","21250"
"New entrant CS","2022","Declared non-disabled","Finance","HM Revenue and Customs","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","HM Revenue and Customs","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","HM Revenue and Customs","SEO/HEO","30","[c]","36890","37610"
"New entrant CS","2022","Declared non-disabled","Finance","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Ministry of Defence","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Ministry of Defence","EO","45","[c]","23620","25000"
"New entrant CS","2022","Declared non-disabled","Finance","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Ministry of Defence","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Ministry of Justice","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Ministry of Justice","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Scottish Government","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Scottish Government","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","UK Export Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","UK Export Finance","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","AA/AO","460","[c]","21220","21300"
"New entrant CS","2022","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","EO","35","[c]","24950","24920"
"New entrant CS","2022","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Attorney General's Departments","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Cabinet Office","AA/AO","30","[c]","21050","21050"
"New entrant CS","2022","Declared non-disabled","Human Resources","Cabinet Office","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Cabinet Office","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Cabinet Office","SEO/HEO","30","[c]","31920","32000"
"New entrant CS","2022","Declared non-disabled","Human Resources","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Competition and Markets Authority","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Transport","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Transport","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Transport","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Work and Pensions","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Work and Pensions","EO","45","[c]","27900","27570"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Work and Pensions","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department for Work and Pensions","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department of Health and Social Care","EO","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department of Health and Social Care","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Department of Health and Social Care","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Revenue and Customs","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Revenue and Customs","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Revenue and Customs","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Treasury","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Treasury","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Ministry of Defence","AA/AO","50","[c]","21220","21170"
"New entrant CS","2022","Declared non-disabled","Human Resources","Ministry of Defence","EO","30","[c]","24730","26350"
"New entrant CS","2022","Declared non-disabled","Human Resources","Ministry of Defence","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Ministry of Defence","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Ministry of Justice","SEO/HEO","50","[c]","33990","31920"
"New entrant CS","2022","Declared non-disabled","Human Resources","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Scottish Government","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","HM Treasury","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Ministry of Defence","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Attorney General's Departments","AA/AO","190","[c]","21180","20500"
"New entrant CS","2022","Declared non-disabled","Legal","Attorney General's Departments","EO","170","[c]","27010","26950"
"New entrant CS","2022","Declared non-disabled","Legal","Attorney General's Departments","G6/G7","210","[c]","52380","50500"
"New entrant CS","2022","Declared non-disabled","Legal","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Attorney General's Departments","SEO/HEO","100","[c]","40390","40000"
"New entrant CS","2022","Declared non-disabled","Legal","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Competition and Markets Authority","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Competition and Markets Authority","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Competition and Markets Authority","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Competition and Markets Authority","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
