"Status","Year","Age","Function_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Legal","London","Male","110","105","58200","62820"
"In post","2022","60-64","Legal","Outside London","Female","280","225","41080","33310"
"In post","2022","60-64","Legal","Outside London","Male","185","160","49220","55610"
"In post","2022","60-64","No function","London","Female","1615","1435","36130","31060"
"In post","2022","60-64","No function","London","Male","1315","1195","42910","35990"
"In post","2022","60-64","No function","Outside London","Female","11990","9200","26680","25120"
"In post","2022","60-64","No function","Outside London","Male","7895","6465","30870","27570"
"In post","2022","60-64","No function","Overseas","Female","20","20","[c]","[c]"
"In post","2022","60-64","No function","Overseas","Male","50","50","70380","68310"
"In post","2022","60-64","No function","Unknown","Female","35","30","29430","29300"
"In post","2022","60-64","No function","Unknown","Male","20","15","[c]","[c]"
"In post","2022","60-64","Project Delivery","London","Female","130","115","46050","42570"
"In post","2022","60-64","Project Delivery","London","Male","130","110","57830","47610"
"In post","2022","60-64","Project Delivery","Outside London","Female","545","455","36140","33930"
"In post","2022","60-64","Project Delivery","Outside London","Male","1120","995","42560","40600"
"In post","2022","60-64","Project Delivery","Overseas","Female","10","10","[c]","[c]"
"In post","2022","60-64","Project Delivery","Overseas","Male","15","15","[c]","[c]"
"In post","2022","60-64","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Property","London","Female","70","65","37280","31670"
"In post","2022","60-64","Property","London","Male","125","115","44250","38000"
"In post","2022","60-64","Property","Outside London","Female","300","255","30800","27000"
"In post","2022","60-64","Property","Outside London","Male","540","490","36400","34000"
"In post","2022","60-64","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Property","Overseas","Male","20","20","[c]","[c]"
"In post","2022","60-64","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","London","Female","25","25","[c]","[c]"
"In post","2022","60-64","Security","London","Male","110","105","40290","38840"
"In post","2022","60-64","Security","Outside London","Female","115","95","27830","25740"
"In post","2022","60-64","Security","Outside London","Male","680","615","27610","21830"
"In post","2022","60-64","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","Overseas","Male","10","10","[c]","[c]"
"In post","2022","60-64","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","Unknown","Male","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","London","Female","600","525","34480","29370"
"In post","2022","60-64","Unknown","London","Male","560","510","39700","33330"
"In post","2022","60-64","Unknown","Outside London","Female","2265","1925","29720","24950"
"In post","2022","60-64","Unknown","Outside London","Male","2875","2610","33120","27940"
"In post","2022","60-64","Unknown","Overseas","Female","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Overseas","Male","25","25","[c]","[c]"
"In post","2022","60-64","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Unknown","Male","120","120","39560","37300"
"In post","2022","65+","Analysis","London","Female","15","10","[c]","[c]"
"In post","2022","65+","Analysis","London","Male","15","15","[c]","[c]"
"In post","2022","65+","Analysis","Outside London","Female","15","10","[c]","[c]"
"In post","2022","65+","Analysis","Outside London","Male","30","20","[c]","[c]"
"In post","2022","65+","Commercial","London","Female","10","10","[c]","[c]"
"In post","2022","65+","Commercial","London","Male","20","15","[c]","[c]"
"In post","2022","65+","Commercial","Outside London","Female","20","15","[c]","[c]"
"In post","2022","65+","Commercial","Outside London","Male","35","30","40150","39520"
"In post","2022","65+","Communications","London","Female","10","10","[c]","[c]"
"In post","2022","65+","Communications","London","Male","5","5","[c]","[c]"
"In post","2022","65+","Communications","Outside London","Female","25","20","[c]","[c]"
"In post","2022","65+","Communications","Outside London","Male","25","20","[c]","[c]"
"In post","2022","65+","Counter Fraud","London","Female","55","40","30610","26400"
"In post","2022","65+","Counter Fraud","London","Male","65","50","38560","34710"
"In post","2022","65+","Counter Fraud","Outside London","Female","200","140","26990","27570"
"In post","2022","65+","Counter Fraud","Outside London","Male","205","135","31800","27570"
"In post","2022","65+","Debt","London","Female","30","20","[c]","[c]"
"In post","2022","65+","Debt","London","Male","25","20","[c]","[c]"
"In post","2022","65+","Debt","Outside London","Female","110","75","23350","21260"
"In post","2022","65+","Debt","Outside London","Male","60","45","24030","21260"
"In post","2022","65+","Debt","Unknown","Female","10","5","[c]","[c]"
"In post","2022","65+","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","London","Female","15","15","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","London","Male","45","40","45010","43810"
"In post","2022","65+","Digital, Data & Technology","Outside London","Female","100","80","32350","31740"
"In post","2022","65+","Digital, Data & Technology","Outside London","Male","200","165","38640","35980"
"In post","2022","65+","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","London","Female","30","30","36760","31480"
"In post","2022","65+","Finance","London","Male","40","35","39360","38850"
"In post","2022","65+","Finance","Outside London","Female","85","65","28690","26120"
"In post","2022","65+","Finance","Outside London","Male","70","55","36160","33300"
"In post","2022","65+","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","Outside London","Female","40","30","23610","21300"
"In post","2022","65+","Grants Management","Outside London","Male","25","20","[c]","[c]"
"In post","2022","65+","Human Resources","London","Female","20","10","[c]","[c]"
"In post","2022","65+","Human Resources","London","Male","15","10","[c]","[c]"
"In post","2022","65+","Human Resources","Outside London","Female","90","70","29690","27570"
"In post","2022","65+","Human Resources","Outside London","Male","60","45","31730","28920"
"In post","2022","65+","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","London","Male","5","5","[c]","[c]"
"In post","2022","65+","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Outside London","Male","5","5","[c]","[c]"
"In post","2022","65+","Legal","London","Female","55","50","47170","33440"
"In post","2022","65+","Legal","London","Male","50","40","58580","62340"
"In post","2022","65+","Legal","Outside London","Female","55","35","39470","33310"
"In post","2022","65+","Legal","Outside London","Male","70","50","50790","55610"
"In post","2022","65+","No function","London","Female","655","535","33720","29530"
"In post","2022","65+","No function","London","Male","550","465","40130","33390"
"In post","2022","65+","No function","Outside London","Female","3040","2145","26030","23230"
"In post","2022","65+","No function","Outside London","Male","2760","2035","29820","26830"
"In post","2022","65+","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Unknown","Female","5","5","[c]","[c]"
"In post","2022","65+","No function","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","London","Female","30","25","40590","37930"
"In post","2022","65+","Project Delivery","London","Male","60","50","52020","46790"
"In post","2022","65+","Project Delivery","Outside London","Female","125","90","35050","33300"
"In post","2022","65+","Project Delivery","Outside London","Male","340","280","41040","40050"
"In post","2022","65+","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","London","Female","25","25","[c]","[c]"
"In post","2022","65+","Property","London","Male","65","60","38470","31670"
"In post","2022","65+","Property","Outside London","Female","80","60","27500","26780"
"In post","2022","65+","Property","Outside London","Male","210","180","32720","33000"
"In post","2022","65+","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","London","Female","5","5","[c]","[c]"
"In post","2022","65+","Security","London","Male","45","40","39150","39330"
"In post","2022","65+","Security","Outside London","Female","25","20","[c]","[c]"
"In post","2022","65+","Security","Outside London","Male","215","185","26720","21830"
"In post","2022","65+","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Overseas","Male","5","5","[c]","[c]"
"In post","2022","65+","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","London","Female","225","180","31390","28650"
"In post","2022","65+","Unknown","London","Male","235","195","34560","30130"
"In post","2022","65+","Unknown","Outside London","Female","690","555","28300","23230"
"In post","2022","65+","Unknown","Outside London","Male","1070","915","31860","27370"
"In post","2022","65+","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Overseas","Male","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Male","30","30","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Outside London","Female","10","5","[c]","[c]"
"In post","2022","Unknown","No function","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Debt","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Debt","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Grants Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Grants Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Outside London","Female","55","[c]","21030","21230"
"Leaver CS","2022","16-19","No function","Outside London","Male","35","[c]","20170","20970"
"Leaver CS","2022","16-19","No function","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Project Delivery","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","London","Female","70","[c]","28970","27270"
"Leaver CS","2022","20-29","Analysis","London","Male","95","[c]","33930","33710"
"Leaver CS","2022","20-29","Analysis","Outside London","Female","45","[c]","25270","21260"
"Leaver CS","2022","20-29","Analysis","Outside London","Male","60","[c]","25450","21510"
"Leaver CS","2022","20-29","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Outside London","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","London","Female","65","[c]","32750","33160"
"Leaver CS","2022","20-29","Communications","London","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Debt","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Debt","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Debt","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Debt","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","London","Female","45","[c]","34480","29320"
"Leaver CS","2022","20-29","Digital, Data & Technology","London","Male","60","[c]","35160","33570"
"Leaver CS","2022","20-29","Digital, Data & Technology","Outside London","Female","60","[c]","29340","28840"
"Leaver CS","2022","20-29","Digital, Data & Technology","Outside London","Male","155","[c]","30800","30050"
"Leaver CS","2022","20-29","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Outside London","Male","40","[c]","26890","25000"
"Leaver CS","2022","20-29","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Grants Management","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Grants Management","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","London","Female","55","[c]","31070","28160"
"Leaver CS","2022","20-29","Human Resources","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Outside London","Female","55","[c]","24240","24100"
"Leaver CS","2022","20-29","Human Resources","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","London","Female","50","[c]","30400","26950"
"Leaver CS","2022","20-29","Legal","London","Male","35","[c]","35560","33460"
"Leaver CS","2022","20-29","Legal","Outside London","Female","45","[c]","25510","22200"
"Leaver CS","2022","20-29","Legal","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","London","Female","1160","[c]","30310","30020"
"Leaver CS","2022","20-29","No function","London","Male","715","[c]","30850","31060"
"Leaver CS","2022","20-29","No function","Outside London","Female","2450","[c]","23540","21260"
"Leaver CS","2022","20-29","No function","Outside London","Male","1950","[c]","23800","21260"
"Leaver CS","2022","20-29","No function","Unknown","Female","120","[c]","21650","21590"
"Leaver CS","2022","20-29","No function","Unknown","Male","60","[c]","23460","21840"
"Leaver CS","2022","20-29","Project Delivery","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Outside London","Female","70","[c]","25490","25260"
"Leaver CS","2022","20-29","Project Delivery","Outside London","Male","145","[c]","27070","26350"
"Leaver CS","2022","20-29","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","Outside London","Female","35","[c]","22690","20920"
"Leaver CS","2022","20-29","Property","Outside London","Male","50","[c]","25810","25000"
"Leaver CS","2022","20-29","Security","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Outside London","Male","75","[c]","26370","25680"
"Leaver CS","2022","20-29","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","London","Female","290","[c]","29340","28650"
"Leaver CS","2022","20-29","Unknown","London","Male","205","[c]","32130","28670"
"Leaver CS","2022","20-29","Unknown","Outside London","Female","890","[c]","24710","22140"
"Leaver CS","2022","20-29","Unknown","Outside London","Male","890","[c]","24870","21680"
"Leaver CS","2022","20-29","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Male","55","[c]","28650","28980"
"Leaver CS","2022","30-39","Analysis","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Outside London","Male","40","[c]","35070","31990"
"Leaver CS","2022","30-39","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Outside London","Male","30","[c]","44200","37780"
"Leaver CS","2022","30-39","Commercial","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","London","Female","50","[c]","45240","43200"
"Leaver CS","2022","30-39","Communications","London","Male","45","[c]","43240","40600"
"Leaver CS","2022","30-39","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Debt","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Debt","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","London","Female","40","[c]","52460","54550"
"Leaver CS","2022","30-39","Digital, Data & Technology","London","Male","70","[c]","49030","53130"
"Leaver CS","2022","30-39","Digital, Data & Technology","Outside London","Female","70","[c]","37100","34230"
"Leaver CS","2022","30-39","Digital, Data & Technology","Outside London","Male","150","[c]","40210","37100"
"Leaver CS","2022","30-39","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Grants Management","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Grants Management","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","London","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Outside London","Female","50","[c]","30700","29160"
"Leaver CS","2022","30-39","Human Resources","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","London","Female","75","[c]","50630","51830"
"Leaver CS","2022","30-39","Legal","London","Male","40","[c]","54230","53320"
"Leaver CS","2022","30-39","Legal","Outside London","Female","30","[c]","35620","38000"
"Leaver CS","2022","30-39","Legal","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","London","Female","770","[c]","38330","34020"
"Leaver CS","2022","30-39","No function","London","Male","535","[c]","41620","36490"
"Leaver CS","2022","30-39","No function","Outside London","Female","1645","[c]","28450","27570"
"Leaver CS","2022","30-39","No function","Outside London","Male","1610","[c]","28940","27570"
"Leaver CS","2022","30-39","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Unknown","Female","105","[c]","24330","21840"
"Leaver CS","2022","30-39","No function","Unknown","Male","50","[c]","25320","21840"
"Leaver CS","2022","30-39","Project Delivery","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Outside London","Female","65","[c]","37900","35810"
"Leaver CS","2022","30-39","Project Delivery","Outside London","Male","130","[c]","35580","34260"
"Leaver CS","2022","30-39","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Outside London","Female","50","[c]","26120","22040"
"Leaver CS","2022","30-39","Property","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Outside London","Male","80","[c]","30240","27710"
"Leaver CS","2022","30-39","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","London","Female","115","[c]","39840","35070"
"Leaver CS","2022","30-39","Unknown","London","Male","145","[c]","41080","35200"
