"Status","Year","Age","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Other","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other","Unknown","Unknown","365","365","28260","28980"
"In post","2022","20-29","Planning","London","EO","5","5","[c]","[c]"
"In post","2022","20-29","Planning","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","London","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Planning","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","London","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Planning","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","Outside London","EO","5","5","[c]","[c]"
"In post","2022","20-29","Planning","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning Inspectors","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning Inspectors","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","London","AO","65","65","25630","24900"
"In post","2022","20-29","Policy","London","EO","695","690","28290","27960"
"In post","2022","20-29","Policy","London","G6","110","110","65360","64700"
"In post","2022","20-29","Policy","London","G7","1615","1610","54390","53380"
"In post","2022","20-29","Policy","London","HEO","2830","2820","34250","33570"
"In post","2022","20-29","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","London","SEO","1420","1415","41220","40310"
"In post","2022","20-29","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Outside London","AA","10","10","17860","17860"
"In post","2022","20-29","Policy","Outside London","AO","80","80","22360","21840"
"In post","2022","20-29","Policy","Outside London","EO","385","380","25650","25000"
"In post","2022","20-29","Policy","Outside London","G6","5","5","[c]","[c]"
"In post","2022","20-29","Policy","Outside London","G7","160","160","50080","49750"
"In post","2022","20-29","Policy","Outside London","HEO","695","690","30920","30350"
"In post","2022","20-29","Policy","Outside London","SEO","365","360","37240","36500"
"In post","2022","20-29","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Overseas","G7","15","15","52980","52730"
"In post","2022","20-29","Policy","Overseas","HEO","145","145","33370","33000"
"In post","2022","20-29","Policy","Overseas","SEO","10","10","40110","40770"
"In post","2022","20-29","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Unknown","HEO","5","5","[c]","[c]"
"In post","2022","20-29","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","London","AO","10","10","[c]","[c]"
"In post","2022","20-29","Project Delivery","London","EO","95","95","28420","28650"
"In post","2022","20-29","Project Delivery","London","G6","10","10","[c]","[c]"
"In post","2022","20-29","Project Delivery","London","G7","105","105","54840","54110"
"In post","2022","20-29","Project Delivery","London","HEO","290","290","34970","35050"
"In post","2022","20-29","Project Delivery","London","SEO","130","130","42030","41950"
"In post","2022","20-29","Project Delivery","Outside London","AO","55","55","21860","21260"
"In post","2022","20-29","Project Delivery","Outside London","EO","325","320","25330","25500"
"In post","2022","20-29","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Outside London","G7","55","55","51860","52080"
"In post","2022","20-29","Project Delivery","Outside London","HEO","585","580","31440","31600"
"In post","2022","20-29","Project Delivery","Outside London","SEO","285","285","39200","40000"
"In post","2022","20-29","Project Delivery","Outside London","Unknown","75","75","29650","29750"
"In post","2022","20-29","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","London","AO","5","5","[c]","[c]"
"In post","2022","20-29","Property","London","EO","65","65","29400","29590"
"In post","2022","20-29","Property","London","G7","10","10","[c]","[c]"
"In post","2022","20-29","Property","London","HEO","65","65","33160","34260"
"In post","2022","20-29","Property","London","SEO","30","30","44620","45750"
"In post","2022","20-29","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Outside London","AA","45","45","18850","19010"
"In post","2022","20-29","Property","Outside London","AO","45","40","21770","21750"
"In post","2022","20-29","Property","Outside London","EO","250","245","25800","26030"
"In post","2022","20-29","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Outside London","G7","20","20","51180","49860"
"In post","2022","20-29","Property","Outside London","HEO","205","200","31110","31900"
"In post","2022","20-29","Property","Outside London","SEO","70","70","40830","42000"
"In post","2022","20-29","Property","Outside London","Unknown","25","25","23210","24080"
"In post","2022","20-29","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Psychology","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Psychology","London","EO","15","15","27850","27070"
"In post","2022","20-29","Psychology","London","HEO","15","15","31250","30450"
"In post","2022","20-29","Psychology","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Psychology","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Psychology","Outside London","AO","35","35","21180","20740"
"In post","2022","20-29","Psychology","Outside London","EO","135","135","26020","25830"
"In post","2022","20-29","Psychology","Outside London","HEO","180","175","29260","29060"
"In post","2022","20-29","Psychology","Outside London","SEO","10","10","39220","38150"
"In post","2022","20-29","Psychology","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Psychology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Psychology","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Science and Engineering","London","AA","10","10","[c]","[c]"
"In post","2022","20-29","Science and Engineering","London","AO","15","15","23460","23780"
"In post","2022","20-29","Science and Engineering","London","EO","40","40","27290","26880"
"In post","2022","20-29","Science and Engineering","London","G7","15","15","53950","52610"
"In post","2022","20-29","Science and Engineering","London","HEO","100","100","32690","32330"
"In post","2022","20-29","Science and Engineering","London","SEO","70","70","41100","40070"
"In post","2022","20-29","Science and Engineering","London","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Science and Engineering","Outside London","AA","70","70","19000","18330"
"In post","2022","20-29","Science and Engineering","Outside London","AO","230","230","21780","21470"
"In post","2022","20-29","Science and Engineering","Outside London","EO","775","770","25640","26370"
"In post","2022","20-29","Science and Engineering","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Science and Engineering","Outside London","G7","15","15","49640","47010"
"In post","2022","20-29","Science and Engineering","Outside London","HEO","995","985","30360","29230"
"In post","2022","20-29","Science and Engineering","Outside London","SEO","280","275","39320","38070"
"In post","2022","20-29","Science and Engineering","Outside London","Unknown","255","255","29020","27540"
"In post","2022","20-29","Science and Engineering","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Science and Engineering","Overseas","HEO","15","15","32740","30930"
"In post","2022","20-29","Science and Engineering","Overseas","SEO","10","10","[c]","[c]"
"In post","2022","20-29","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","London","AA","15","15","22300","22460"
"In post","2022","20-29","Security","London","AO","40","40","27820","25680"
"In post","2022","20-29","Security","London","EO","25","25","29570","29500"
"In post","2022","20-29","Security","London","G7","10","10","[c]","[c]"
"In post","2022","20-29","Security","London","HEO","60","60","34660","34710"
"In post","2022","20-29","Security","London","SEO","30","30","43240","42470"
"In post","2022","20-29","Security","London","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Security","Outside London","AA","225","225","21160","19810"
"In post","2022","20-29","Security","Outside London","AO","510","510","27270","26610"
"In post","2022","20-29","Security","Outside London","EO","80","80","27680","26350"
"In post","2022","20-29","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","Outside London","HEO","75","75","32030","32040"
"In post","2022","20-29","Security","Outside London","SEO","25","25","39210","38120"
"In post","2022","20-29","Security","Outside London","Unknown","15","15","23620","21750"
"In post","2022","20-29","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Social Research","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Social Research","London","AO","5","5","[c]","[c]"
"In post","2022","20-29","Social Research","London","EO","30","30","32930","33650"
"In post","2022","20-29","Social Research","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Social Research","London","G7","20","20","56000","55730"
"In post","2022","20-29","Social Research","London","HEO","110","110","34760","34260"
"In post","2022","20-29","Social Research","London","SEO","65","65","42760","42710"
"In post","2022","20-29","Social Research","Outside London","AO","5","5","[c]","[c]"
"In post","2022","20-29","Social Research","Outside London","EO","15","15","27150","28270"
"In post","2022","20-29","Social Research","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Social Research","Outside London","G7","15","15","50600","50210"
"In post","2022","20-29","Social Research","Outside London","HEO","200","195","31190","30710"
"In post","2022","20-29","Social Research","Outside London","SEO","90","90","38730","38340"
"In post","2022","20-29","Statistics","London","AA","35","35","22450","22460"
"In post","2022","20-29","Statistics","London","AO","10","10","24420","25140"
"In post","2022","20-29","Statistics","London","EO","65","65","29190","29970"
"In post","2022","20-29","Statistics","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Statistics","London","G7","55","55","55950","54270"
"In post","2022","20-29","Statistics","London","HEO","160","155","35810","35490"
"In post","2022","20-29","Statistics","London","SEO","85","85","42550","42700"
"In post","2022","20-29","Statistics","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Statistics","Outside London","AO","15","10","21220","21170"
"In post","2022","20-29","Statistics","Outside London","EO","70","65","26450","26130"
"In post","2022","20-29","Statistics","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Statistics","Outside London","G7","25","25","51750","50210"
"In post","2022","20-29","Statistics","Outside London","HEO","200","200","31950","31900"
"In post","2022","20-29","Statistics","Outside London","SEO","105","105","38760","38340"
"In post","2022","20-29","Statistics","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Tax","London","AO","10","10","[c]","[c]"
"In post","2022","20-29","Tax","London","EO","90","90","30860","30750"
"In post","2022","20-29","Tax","London","G6","5","5","[c]","[c]"
"In post","2022","20-29","Tax","London","G7","60","60","60780","62120"
"In post","2022","20-29","Tax","London","HEO","145","145","37630","37610"
"In post","2022","20-29","Tax","London","SEO","20","20","43310","43620"
"In post","2022","20-29","Tax","Outside London","AO","1385","1320","21250","21250"
"In post","2022","20-29","Tax","Outside London","EO","1325","1320","26460","26590"
