"Status","Year","Disability","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Analysis","West Midlands","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","West Yorkshire","35","35","35390","31990"
"In post","2022","Declared disabled","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cheshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Devon","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Anglia","20","20","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Wales","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Eastern Scotland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","95","90","42230","40580"
"In post","2022","Declared disabled","Commercial","Greater Manchester","25","20","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Inner London - East","20","20","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Inner London - West","65","65","43830","40650"
"In post","2022","Declared disabled","Commercial","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Merseyside","20","20","[c]","[c]"
"In post","2022","Declared disabled","Commercial","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","South Yorkshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Southern Scotland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","West Central Scotland","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","West Midlands","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","West Wales and The Valleys","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","West Yorkshire","20","20","[c]","[c]"
"In post","2022","Declared disabled","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Derbyshire and Nottinghamshire","45","45","31750","31380"
"In post","2022","Declared disabled","Communications","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Dorset and Somerset","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","East Anglia","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","East Wales","65","60","32690","29430"
"In post","2022","Declared disabled","Communications","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Greater Manchester","40","40","30430","29520"
"In post","2022","Declared disabled","Communications","Hampshire and Isle of Wight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Communications","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Inner London - East","15","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","Inner London - West","130","125","43470","40910"
"In post","2022","Declared disabled","Communications","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Lancashire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Merseyside","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Northumberland, and Tyne and Wear","105","95","27990","26820"
"In post","2022","Declared disabled","Communications","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","South Yorkshire","10","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","West Midlands","35","30","31030","28820"
"In post","2022","Declared disabled","Communications","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","West Yorkshire","40","40","34680","33370"
"In post","2022","Declared disabled","Counter Fraud","Bedfordshire and Hertfordshire","20","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","20","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Derbyshire and Nottinghamshire","75","70","31420","27570"
"In post","2022","Declared disabled","Counter Fraud","Devon","25","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Dorset and Somerset","20","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","East Anglia","55","50","28710","27570"
"In post","2022","Declared disabled","Counter Fraud","East Wales","60","50","32800","28070"
"In post","2022","Declared disabled","Counter Fraud","East Yorkshire and Northern Lincolnshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Eastern Scotland","55","50","30200","27570"
"In post","2022","Declared disabled","Counter Fraud","Essex","25","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","65","60","32540","27570"
"In post","2022","Declared disabled","Counter Fraud","Greater Manchester","135","125","32980","31990"
"In post","2022","Declared disabled","Counter Fraud","Hampshire and Isle of Wight","50","40","28010","26700"
"In post","2022","Declared disabled","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Inner London - East","130","120","37500","36120"
"In post","2022","Declared disabled","Counter Fraud","Inner London - West","45","40","39770","34370"
"In post","2022","Declared disabled","Counter Fraud","Kent","65","60","29320","29290"
"In post","2022","Declared disabled","Counter Fraud","Lancashire","35","35","30410","27570"
"In post","2022","Declared disabled","Counter Fraud","Leicestershire, Rutland and Northamptonshire","20","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Merseyside","95","90","33410","28760"
"In post","2022","Declared disabled","Counter Fraud","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","North Yorkshire","15","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Northern Ireland","45","40","30250","27870"
"In post","2022","Declared disabled","Counter Fraud","Northumberland, and Tyne and Wear","110","105","31620","27570"
"In post","2022","Declared disabled","Counter Fraud","Outer London - East and North East","75","65","28830","25110"
"In post","2022","Declared disabled","Counter Fraud","Outer London - South","70","65","38700","36310"
"In post","2022","Declared disabled","Counter Fraud","Outer London - West and North West","15","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Shropshire and Staffordshire","25","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","South Yorkshire","25","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Southern Scotland","40","35","26390","21260"
"In post","2022","Declared disabled","Counter Fraud","Surrey, East and West Sussex","45","35","29610","28490"
"In post","2022","Declared disabled","Counter Fraud","Tees Valley and Durham","45","35","25820","27570"
"In post","2022","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","West Central Scotland","120","110","28140","27570"
"In post","2022","Declared disabled","Counter Fraud","West Midlands","120","110","30410","27570"
"In post","2022","Declared disabled","Counter Fraud","West Wales and The Valleys","65","60","26610","27570"
"In post","2022","Declared disabled","Counter Fraud","West Yorkshire","120","110","29860","27570"
"In post","2022","Declared disabled","Debt","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Debt","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Derbyshire and Nottinghamshire","35","30","23180","21250"
"In post","2022","Declared disabled","Debt","Dorset and Somerset","25","20","[c]","[c]"
"In post","2022","Declared disabled","Debt","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","East Wales","40","35","22690","21250"
"In post","2022","Declared disabled","Debt","Eastern Scotland","45","40","22870","22000"
"In post","2022","Declared disabled","Debt","Essex","5","5","[c]","[c]"
"In post","2022","Declared disabled","Debt","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Greater Manchester","50","45","22690","21260"
"In post","2022","Declared disabled","Debt","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Herefordshire, Worcestershire and Warwickshire","40","35","21860","21260"
"In post","2022","Declared disabled","Debt","Highlands and Islands","20","15","[c]","[c]"
"In post","2022","Declared disabled","Debt","Inner London - East","25","20","[c]","[c]"
"In post","2022","Declared disabled","Debt","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Lancashire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Debt","Leicestershire, Rutland and Northamptonshire","35","25","22690","21260"
"In post","2022","Declared disabled","Debt","Merseyside","35","30","23210","21250"
"In post","2022","Declared disabled","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Northumberland, and Tyne and Wear","95","80","22550","21260"
"In post","2022","Declared disabled","Debt","Outer London - South","30","25","28880","26400"
"In post","2022","Declared disabled","Debt","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","South Yorkshire","35","30","22480","21260"
"In post","2022","Declared disabled","Debt","Southern Scotland","20","20","[c]","[c]"
"In post","2022","Declared disabled","Debt","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","Declared disabled","Debt","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Debt","West Central Scotland","65","50","24140","22080"
"In post","2022","Declared disabled","Debt","West Midlands","65","55","22630","21260"
"In post","2022","Declared disabled","Debt","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2022","Declared disabled","Debt","West Yorkshire","90","75","23280","21260"
"In post","2022","Declared disabled","Digital, Data & Technology","Bedfordshire and Hertfordshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","35","30","34630","33150"
"In post","2022","Declared disabled","Digital, Data & Technology","Cheshire","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Derbyshire and Nottinghamshire","30","30","37350","33210"
"In post","2022","Declared disabled","Digital, Data & Technology","Devon","115","105","34700","36160"
"In post","2022","Declared disabled","Digital, Data & Technology","Dorset and Somerset","40","40","36450","33140"
"In post","2022","Declared disabled","Digital, Data & Technology","East Anglia","45","45","32560","31990"
"In post","2022","Declared disabled","Digital, Data & Technology","East Wales","75","70","40240","36840"
"In post","2022","Declared disabled","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Eastern Scotland","25","25","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Essex","25","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","215","210","37610","33630"
"In post","2022","Declared disabled","Digital, Data & Technology","Greater Manchester","105","100","43170","37300"
"In post","2022","Declared disabled","Digital, Data & Technology","Hampshire and Isle of Wight","85","80","34360","33070"
"In post","2022","Declared disabled","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Inner London - East","140","135","47600","49700"
"In post","2022","Declared disabled","Digital, Data & Technology","Inner London - West","215","210","46460","41750"
"In post","2022","Declared disabled","Digital, Data & Technology","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Lancashire","110","105","39440","34290"
"In post","2022","Declared disabled","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Lincolnshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Merseyside","50","50","33220","30090"
"In post","2022","Declared disabled","Digital, Data & Technology","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","North Yorkshire","25","25","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Northumberland, and Tyne and Wear","175","165","39630","35980"
"In post","2022","Declared disabled","Digital, Data & Technology","Outer London - East and North East","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Outer London - South","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Outer London - West and North West","15","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Shropshire and Staffordshire","50","45","38770","35460"
"In post","2022","Declared disabled","Digital, Data & Technology","South Yorkshire","45","45","40720","37410"
"In post","2022","Declared disabled","Digital, Data & Technology","Southern Scotland","30","30","35080","33930"
"In post","2022","Declared disabled","Digital, Data & Technology","Surrey, East and West Sussex","35","30","37210","34160"
"In post","2022","Declared disabled","Digital, Data & Technology","Tees Valley and Durham","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","West Central Scotland","25","25","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","West Midlands","50","45","37740","34490"
"In post","2022","Declared disabled","Digital, Data & Technology","West Wales and The Valleys","55","50","37750","33350"
"In post","2022","Declared disabled","Digital, Data & Technology","West Yorkshire","60","60","39200","35310"
"In post","2022","Declared disabled","Finance","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Berkshire, Buckinghamshire and Oxfordshire","25","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","Cheshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Derbyshire and Nottinghamshire","35","30","34780","33370"
"In post","2022","Declared disabled","Finance","Devon","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","East Anglia","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","East Wales","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Eastern Scotland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Essex","10","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","110","105","37760","33300"
"In post","2022","Declared disabled","Finance","Greater Manchester","55","50","37210","35310"
"In post","2022","Declared disabled","Finance","Hampshire and Isle of Wight","30","30","35020","33410"
"In post","2022","Declared disabled","Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Inner London - East","50","50","45090","43590"
"In post","2022","Declared disabled","Finance","Inner London - West","180","175","48590","42990"
"In post","2022","Declared disabled","Finance","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Lancashire","70","60","33290","31990"
"In post","2022","Declared disabled","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Merseyside","45","45","32820","31990"
"In post","2022","Declared disabled","Finance","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","North Yorkshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Northumberland, and Tyne and Wear","55","50","36200","31990"
"In post","2022","Declared disabled","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Outer London - South","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","South Yorkshire","65","60","33410","31990"
"In post","2022","Declared disabled","Finance","Southern Scotland","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","Surrey, East and West Sussex","30","25","32770","29830"
"In post","2022","Declared disabled","Finance","Tees Valley and Durham","20","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","West Central Scotland","50","40","24210","22080"
"In post","2022","Declared disabled","Finance","West Midlands","55","55","38230","36340"
"In post","2022","Declared disabled","Finance","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","West Yorkshire","100","85","32620","28080"
"In post","2022","Declared disabled","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Cheshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Cumbria","70","60","23810","21300"
"In post","2022","Declared disabled","Grants Management","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Devon","25","25","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","East Anglia","5","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Herefordshire, Worcestershire and Warwickshire","10","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","North Yorkshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Northumberland, and Tyne and Wear","25","20","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","West Yorkshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
